# YEA	MON	DAY	NAME

 1891	5	25	Tolman Rinke
 1891	6	18	Therive Andre
 1891	6	22	Backer Franz
 1891	7	2	Gherardi Gherardo
 1891	7	16	Bevilacqua Giuseppe
 1891	7	25	Moesen Albert
 1891	8	2	Briant Theophile
 1891	9	18	Sainte-Soline Claire
 1891	10	14	Giannini Guglielmo
 1891	10	18	Luisi Mariano
 1891	10	27	Flore Francesco
 1891	10	30	Galeazzi Antonio
 1891	11	1	Casella Alberto
 1891	11	3	Stefanini Luigi
 1891	11	13	Dorin Rene
 1891	11	15	Audiat Pierre
 1891	11	30	Minne Richard
 1891	12	11	Schagen J
 1891	12	15	Gueroult Martial
 1892	2	3	Migliore Benedetto
 1892	2	4	Betti Ugo
 1892	2	25	Piccolo Francesco
 1892	3	2	Verwey Mea
 1892	3	13	Peyre Joseph
 1892	3	30	Zannoni Ugo
 1892	4	6	Magerman Pieter
 1892	5	8	Obey Andre
 1892	5	18	Pize Louis
 1892	6	9	Lunel Armand
 1892	7	18	Bonelli Luigi
 1892	8	1	Burniaux Constant
 1892	8	2	Berl Emmanuel
 1892	10	13	Somare Enrico
 1892	10	27	Vriesland Victor
 1892	12	10	Brohee Paul
 1892	12	17	Della Massea Angelo
 1893	1	3	Drieu La Rochelle Pierre
 1893	1	11	Verhoog Pieter
 1893	1	20	Lyautey Pierre
 1893	1	20	Robecchi-Brivio Erminio
 1893	2	5	Soreil Arsene
 1893	2	19	Pancrazi Pietro
 1893	2	27	Palmieri Enzo
 1893	4	11	Lisi Nicola
 1893	4	17	Clijmans Fredericus
 1893	4	19	Montano Lorenzo
 1893	4	20	Vernieri Nicola
 1893	5	9	Segre Dino
 1893	8	31	Fanelli Giuseppe
 1893	10	27	Avermaete Roger
 1893	10	28	Boer Jan
 1893	11	28	Dieterlen Jacques
 1894	1	8	Vercel Roger
 1894	1	10	Zeldenthuis Jan
 1894	1	18	Meoni Armando
 1894	2	17	Scize Pierre
 1894	4	12	Fiumi Lionello
 1894	4	20	Delteil Joseph
 1894	5	27	Celine Louis
 1894	7	11	Viviani Alberto
 1894	8	24	Martin-Chauffier Louis
 1894	8	30	Ermacora Ghino
 1894	9	5	Bellivier Andre
 1895	2	4	Romein-Verschoor Anna
 1895	2	5	Druelle Andre
 1895	2	28	Pagnol Marcel
 1895	3	4	Lepage Albert
 1895	3	18	Contu Raffaele
 1895	3	29	Jünger Ernst
 1895	3	30	Giono Jean
 1895	3	30	Lannoy Flora
 1895	4	20	Montherlant Henri
 1895	5	13	Spagnol Tito
 1895	5	23	Chadourne Marc
 1895	6	1	De Mont Paul
 1895	7	8	Vandevelde Antonius
 1895	7	11	Solari Pietro
 1895	7	30	Capruzzi Vincenzo
 1895	10	2	Pivert Marceau
 1895	10	3	Comisso Giovanni
 1895	10	8	Schaik-Willing Jeanne
 1895	10	18	Brulez Raymond
 1895	11	19	Gaxotte Pierre
 1895	11	21	Brion Marcel
 1895	11	22	Menanteau Pierre
 1895	11	28	Tieri Vincenzo
 1895	11	29	Lacroix Francis
 1895	12	14	Eluard Paul
 1895	12	19	Roelants Maurice
 1896	1	25	Premsela Martin
 1896	2	11	Operti Piero
 1896	2	19	Breton Andre
 1896	3	7	Peisson Edouard
 1896	3	20	Lurkin Jean
 1896	3	21	Bonardi Edoardo
 1896	4	5	Mauron Marie
 1896	4	18	Kervyn Marcke Roger
 1896	5	10	Fumet Stanislas
 1896	5	21	Bolla Nino
 1896	7	16	Dekker Mauritz
 1896	7	24	Labracherie Pierre
 1896	8	17	Vries Henrik
 1896	8	22	Delcroix Carlo
 1896	9	4	Artaud Antonin
 1896	9	9	Spirito Ugo
 1896	9	29	Zamboni Armando
 1896	10	10	Profeta Ottavio
 1896	12	5	Luongo Giuseppe
 1896	12	7	Martin Gard Maurice
 1896	12	13	Plisnier Charles
 1897	1	2	Devaux Pierre
 1897	1	13	Sarment Jean
 1897	3	9	Roux Francois
 1897	3	13	Thiry Marcel
 1897	4	29	Verhoeven Bernard
 1897	7	6	Peritore Giuseppe
 1897	7	17	Nasalli-Rocca Angelo
 1897	8	2	Soupault Philippe
 1897	8	5	Bargellini Piero
 1897	9	1	Mistler Jean
 1897	9	10	Bataille Georges
 1897	9	16	Neuhuys Paul
 1897	9	18	Mens Jan
 1897	10	19	Cavaliere Alberto
 1897	11	11	Faleschini Antonio
 1898	1	8	Rossi Vittorio
 1898	1	22	Eysselstejn Bernard
 1898	2	6	Vergani Orio
 1898	2	26	Gers Jose
 1898	4	3	Ghelderode Michel
 1898	4	21	Gabrielli Aldo
 1898	4	24	Repaci Leonida
 1898	5	1	Traglia Gustavo
 1898	5	2	Last Josephus
 1898	5	21	Goffin Robert
 1898	6	2	Norge Geo
 1898	6	4	Pezzani Renzo
 1898	6	9	Malaparte Curzio
 1898	7	13	Grossi E
 1898	7	25	Schuren Fedde
 1898	9	12	Le Dantec Yves
 1898	9	18	Vialar Paul
 1898	9	21	Dabit Eugene
 1898	10	11	Madaule Jacques
 1898	10	17	Vestdijk Simon
 1898	10	20	Fontaine Pierre
 1898	10	20	Ott Gerrit
 1898	10	31	Sauvy Alfred
 1898	11	4	Le Sidaner Louis
 1898	11	12	Oosten Abraham
 1898	12	4	Bourgeois Pierre
 1898	12	5	Gouhier Henri
 1898	12	13	Amter Edouard
 1898	12	15	Lombardi Antonio
 1898	12	19	Ruet Noel
 1899	1	11	Matthys Marcel
 1899	1	15	Guilloux Louis
 1899	1	23	Betocchi Carlo
 1899	1	24	Alexandre Maxime
 1899	3	20	Belluc Roger
 1899	3	25	Audiberti Jacques
 1899	4	12	Garampon Georges
 1899	5	12	Careme Maurice
 1899	5	24	Michaux Henri
 1899	6	3	Gandon Yves
 1899	6	8	Lusini Aldo
 1899	7	4	Peret Benjamin
 1899	7	5	Achard Marcel
 1899	7	5	Arland Marcel
 1899	7	21	Klaver Ch
 1899	8	2	Lelli Renato
 1899	8	8	Praag Siegfried
 1899	8	9	Salacrou Armand
 1899	9	7	Bernero Ludovic
 1899	9	10	Zappa Paolo
 1899	9	15	Rigotti Giuseppe
 1899	9	24	Passeur Steve
 1899	11	11	Auclair Marcelle
 1899	11	17	Vitrac Roger
 1899	12	8	Chaigne Louis
 1899	12	10	Paraz Albert
 1899	12	21	Arbousse-Bastide Paul
 1899	12	21	Tombari Fabio
 1899	12	22	Meano Cesare
 1899	12	23	Capitini Aldo
 1900	1	2	Aniante Antonio
 1900	2	4	Prevert Jacques
 1900	2	7	Folicaldi Alceo
 1900	2	10	Hattum Jacob
 1900	2	23	Petit Henri
 1900	3	12	Linze Georges
 1900	3	15	Speranza Mario
 1900	3	31	Aygueparse Albert
 1900	4	11	Melotti Rosolino
 1900	4	12	Mazeline Guy
 1900	4	15	Nord Pierre
 1900	4	17	Emie Louis
 1900	5	1	Silone Ignazio
 1900	6	3	Federici Mario
 1900	6	6	Chamson Andre
 1900	6	7	Engelmann Antonius
 1900	6	22	Puget Claude
 1900	6	29	Saint-Exupery Antoine
 1900	7	4	Desnos Robert
 1900	7	20	Gilliams Maurice
 1900	7	24	Jacono Antonio
 1900	7	27	Audisio Gabriel
 1900	8	10	Crevel Rene
 1900	8	11	Limbour Georges
 1900	8	14	Brauquier Louis
 1900	8	27	Koninckx Willy
 1900	8	30	Dupe Gilbert
 1900	9	1	Dhotel Andre
 1900	9	4	Parisi Vittorio
 1900	9	6	Bernard Marc
 1900	9	6	Green Julien
 1900	10	13	Chabannes Jacques
 1900	10	26	Fantucci Antonio
 1900	11	17	Very Pierre
 1901	1	8	Vandercammen Edmond
 1901	1	19	Daniel-Rops (Petiot)
 1901	2	7	Spoelstra C
 1901	3	9	Perier Odilon
 1901	3	13	Groot Jan
 1901	4	8	Velu Jean
 1901	5	5	Ley Madeleine
 1901	5	15	Natanson Jacques
 1901	6	13	Prevost Jean
 1901	7	22	Doryan Mireille
 1901	8	18	Guitton Jean
 1901	8	28	Kelk Cornelis
 1901	9	1	Sigillino Niccolo
 1901	9	5	Bost Pierre
 1901	9	8	Perret Jacques
 1901	10	12	Falqui Enrico
 1901	10	24	Bourdeillette Jean
 1901	11	3	Malraux Andre
 1901	12	22	Humbourg Pierre
 1902	1	3	Barbaro Umberto
 1902	1	21	Cardone Domenico
 1902	1	25	Knuvelder Gerardus
 1902	3	9	Crabbe Raoul
 1902	3	29	Ayme Marcel
 1902	4	4	Vilmorin Louise
 1902	5	8	Alessio Luigi
 1902	6	19	Grevesse Desire
 1902	7	30	Morandi Rodolfo
 1902	8	1	Berry Andre
 1902	8	22	Debu-Bridel Jacques
 1902	8	24	Leoni Giulio
 1902	8	28	Gastaldi Mario
 1902	9	11	Ghisalberti Mario
 1902	11	29	Poulet Georges
 1902	12	9	Las Vergnas Raymond
 1903	1	25	Scholte Henrik
 1903	2	12	Simenon Georges
 1903	3	19	Guillemin Henri
 1903	5	23	Herbart Pierre
 1903	6	8	Yourcenar Marguerite
 1903	6	18	Radiguet Raymond
 1903	7	8	Rolland-Reneville Andre
 1903	7	9	Josselin Jong Kitty
 1903	8	12	Sigillino Franco
 1903	8	15	Touchard Pierre
 1903	8	29	Follain Jean
 1903	9	9	Souffron Paul
 1903	11	15	Rebatet Lucien
 1903	11	29	Mothe Guy
 1904	4	4	Duron Jacques
 1904	5	22	Vries Anne
 1904	5	25	Toesca Maurice
 1904	8	6	Remy (Renault-Roulier)
 1904	11	11	Megret Christian
 1904	11	25	Bonsanti Alessandro
 1905	3	14	Burgelin Pierre
 1905	3	31	Massip Rene
 1905	4	1	Mounier Emmanuel
 1905	4	12	Gros Leon
 1905	5	16	Bigiaretti Libero
 1905	6	9	Traxler Augusto
 1905	6	21	Sartre Jean-Paul
 1905	12	3	Davet Michel
 1905	12	22	Brasseur Pierre
 1905	12	30	Bour Jacques
 1906	1	6	Woude Johan
 1906	2	24	Curvers Alexis
 1906	4	18	Eggink Clara
 1906	5	3	Huyghe Rene
 1906	6	29	Conti Guido
 1906	6	30	Bucaille Max
 1906	8	3	Huizinga Leonhard
 1906	8	5	Walder Francis
 1906	8	28	Parrot Louis
 1906	9	4	Hoekstra Hendrikus
 1906	9	11	De Libero Libero
 1906	9	23	Fombeure Maurice
 1906	9	25	Bourdouxhe Madeleine
 1906	12	18	Alquie Ferdinand
 1907	1	8	Hyppolite Jean
 1907	2	2	Morbelli Riccardo
 1907	3	6	Fabbri Casimiro
 1907	4	1	Conte Lode
 1907	4	3	Mousset Paul
 1907	4	6	Richaud Andre
 1907	4	26	Vries Theun
 1907	5	18	Lecomte Roger
 1907	5	20	Orieux Jean
 1907	5	22	Beaufret Jean
 1907	5	30	Napolitano Gian Gaspare
 1907	6	10	Delfini Antonio
 1907	6	14	Char Rene
 1907	6	28	Lobet Marcel
 1907	7	24	Brancati Vitaliano
 1907	7	26	Frenaud Andre
 1907	8	5	Guillevic Eugene
 1907	8	17	Peyrefitte Roger
 1907	8	18	Humeau Edmond
 1907	9	22	Blanchot Maurice
 1907	9	30	Knuvelder Louis
 1907	10	21	Mathias Pierre
 1907	10	22	Roy Jules
 1907	11	11	Abellio Raymond
 1907	11	14	Delay Jean
 1907	11	17	Doudart Gree Marie
 1907	12	4	Robic Paul
 1907	12	15	Dehaye Marcel
 1907	12	25	Merget Robert
 1908	1	9	Beauvoir Simone
 1908	1	23	Steeman Stanislas
 1908	2	24	Belaval Ivon
 1908	3	14	Merleau-Ponty Maurice
 1908	3	16	Daumal Rene
 1908	3	27	Haan Isaak
 1908	4	4	Adam Alfred
 1908	5	2	Alliney Giulio
 1908	5	10	Tofanelli Arturo
 1908	5	21	Marchetti Aroldo
 1908	5	27	Lacarce Andre
 1908	7	2	Vandendries Pierre
 1908	7	10	Groffier Jean
 1908	7	27	Treves Paolo
 1908	8	24	Diole Philippe
 1908	8	29	Merle Robert
 1908	10	30	Bealu Marcel
 1908	11	4	Gautier Jean
 1908	11	28	Levi-Strauss Claude
 1909	1	26	Etiemble Rene
 1909	3	31	Brasillach Robert
 1909	6	3	Perche Louis
 1909	7	10	Massat Gaston
 1909	9	25	Sauvajon Marc
 1909	9	28	Burucoa Christiane
 1909	9	29	Blancpain Marc
 1909	10	1	Maulnier Thierry
 1909	12	30	Jurdant Louis
 1910	1	25	Margerit Robert
 1910	1	29	Queffelec Henri
 1910	2	8	Ginet Albert
 1910	2	22	Carrouges Michel
 1910	2	27	Charles Jacques
 1910	3	9	Hoornik Eduard
 1910	6	21	Moussarie Pierre
 1910	7	27	Gracq Julien
 1910	9	18	Foa' Vittorio
 1910	10	13	Kanters Robert
 1911	1	15	Kan Willem
 1911	1	21	Lebesque Morvan
 1911	1	22	Roussin Andre
 1911	1	24	Barjavel Rene
 1911	1	28	Dopagne Georges
 1911	4	17	Bazin Herve
 1911	5	20	Schmidt Anna
 1911	9	6	Salmoiraghi Pietro
 1911	10	27	Becker Lucien
 1911	10	31	Hardy Rene
 1912	1	18	Rousset David
 1912	1	19	Robin Armand
 1912	1	21	Autize Pierre
 1912	2	18	Houdelot Robert
 1912	2	20	Boulle Pierre
 1912	2	24	Bouhier Jean
 1912	5	19	Clerici Roger
 1912	6	6	Arnold Jacques
 1912	6	19	Digot Jean
 1912	7	2	Pugnaud Paul
 1912	9	14	Lescure Jean
 1912	10	25	Zardi Federico
 1913	1	13	Dassart Andre
 1913	1	25	Haedrich Marcel
 1913	2	3	Loubiere Pierre
 1913	2	13	Lacote Rene
 1913	2	21	Queneau Raymond
 1913	2	23	Sicaud Sabine
 1913	2	27	Boujut Pierre
 1913	3	2	Bomans Godefried
 1913	3	3	Caillois Roger
 1913	4	10	Feuillade Lucien
 1913	5	1	Fouchet Max
 1913	5	18	Trenet Charles
 1913	5	22	Rolin Dominique
 1913	5	25	Vidalie Albert
 1913	7	17	Garaudy Roger
 1913	8	4	Verdet Andre
 1913	8	20	Dadelsen Jean-Paul
 1913	9	1	Monjo Armand
 1913	9	16	Marceaux Felicien
 1913	10	24	Lanoux Armand
 1913	10	27	Rousselot Jean
 1913	11	7	Astorg Bertrand
 1913	11	7	Camus Albert
 1913	11	16	Marcenac Jean
 1913	12	5	Sosset Leon
 1913	12	11	Haedens Kleber
 1914	1	22	Pattarozzi Gaetano
 1914	2	17	Aerts Jose
 1914	3	24	Chaulot Paul
 1914	4	22	Hartog Jan
 1914	5	3	Clancier Georges
 1914	5	4	Robles Emmanuel
 1914	5	5	Fougere Jean
 1914	8	2	Chabrier Agnes
 1914	9	30	Tillard Paul
 1914	11	4	Chabert Pierre
 1915	1	12	Borne Alain
 1915	1	13	Amade Louis
 1915	1	18	Besus Roger
 1915	2	27	Altagor (Vernier)
 1915	3	17	Duche Jean
 1915	8	29	Malrieu Jean
 1915	9	16	Berimont Luc
 1915	9	19	Picon Gaetan
 1915	11	14	Lesort Paul
 1916	2	20	Nelli Rene
 1916	5	3	Emmanuel Pierre
 1916	11	6	Dumay Raymond
 1916	12	1	Majault Joseph
 1916	12	16	Veen Adrianus
 1917	3	8	Mooij Arend
 1917	5	22	Curtis Jean
 1917	6	14	Prouteau Gilbert
 1917	6	25	Seignolle Claude
 1918	4	3	Marjan (Marcel Auger)
 1918	5	4	Sigaud Gilbert
 1918	7	6	Voeten Bertus
 1918	8	3	Hennart Marcel
 1918	9	27	Lunel Raymond
 1918	11	4	Caillois Roland
 1919	4	21	Cosson Yves
 1919	7	10	Gamarra Pierre
 1919	9	19	Grenier Roger
 1919	10	27	Lacour Jose
 1919	11	22	Destot Marcel
 1920	1	26	Giraud Robert
 1920	2	15	Cadou Rene
 1920	2	29	Dumery Henry
 1920	3	5	Rottiers Arthur
 1920	3	7	Beaumont Eugene
 1920	3	10	Vian Boris
 1920	3	29	Moinot Pierre
 1920	5	25	Bordonove Georges
 1920	6	22	Chabrun Jean
 1920	6	28	Gaucheron Jacques
 1920	7	1	Amouroux Henri
 1920	9	1	Lampo Hubert
 1920	10	18	Groussard Serge
 1920	10	19	D'Aronco Gianfranco
 1920	11	10	Clavel Maurice
 1921	3	3	Guimard Paul
 1921	3	11	Godeau Georges
 1921	5	10	Alberes (Marill)
 1921	5	19	Gelin Daniel
 1921	6	13	Aubert Jean
 1921	10	22	Brassens Georges
 1922	1	31	Kossmann Alfred
 1922	3	24	Cabanis Jose
 1922	5	11	Laude Jean
 1922	5	13	Bisiaux Marcel
 1922	5	24	Daix Pierre
 1922	5	27	Tarnaud Claude
 1922	5	28	Brisville Jean
 1922	8	18	Robbe-Grillet Alain
 1922	8	26	Rudigoz Roger
 1922	9	24	Rouffanche Joseph
 1923	1	23	Droit Michel
 1923	2	24	Dubaco Jean
 1923	3	5	Bordier Roger
 1923	3	5	Peuchmaurd Jacques
 1923	5	29	Clavel Bernard
 1923	6	24	Bonnefoy Yves
 1924	1	26	Pichette Henri
 1924	2	3	Lamireau Gilbert
 1924	3	6	Puel Gaston
 1924	5	7	Vaillant Claude
 1925	1	5	Roulet Jean
 1925	2	5	Geeraert Robert
 1925	4	30	Brindeau Serge
 1925	6	11	Chabrol Jean
 1925	7	8	Cau Jean
 1925	9	14	Pons Maurice
 1925	10	31	Nimier-Perriere Roger
 1926	3	14	Le Quintrec Charles
 1926	4	1	Cabanel Guy
 1926	6	21	Rovini Robert
 1926	7	1	Bastide Francois
 1926	7	5	Charpier Jacques
 1926	9	14	Butor Michel
 1927	3	4	Dupin Jacques
 1927	3	12	Vandromme Pol
 1927	5	4	Lanzmann Jacques
 1927	8	2	Laronde Olivier
 1927	10	12	Zimmermann Jean
 1927	12	4	Fallet Rene
 1928	1	9	Garnier Pierre
 1928	3	5	Marissel Andre
 1928	8	13	Lafaye Raymond
 1929	1	13	L'Hote Jean
 1929	1	24	Reda Jacques
 1929	8	28	Bedouin Jean
 1929	10	11	Franck Bernard
 1929	11	17	Dumontet Bernard
 1930	1	1	Duprey Jean
 1930	3	21	Riviere Roger
 1930	7	6	Mallet-Joris Francoise
 1930	8	21	Breton Jean
 1931	10	14	Leveque Jean
 1931	11	3	Fournel Gilles
 1931	12	28	Depierris Jean
 1932	3	19	Bellay Guy
 1933	3	6	Oster Pierre
 1934	1	24	Vargaftig Bernard
 1936	2	10	Drano Georges
 1939	8	2	Vachey Michel
 1940	4	13	Le Clezio Jean
 1940	5	13	Boujut Michel
 1941	7	26	Perche Francois
