# YEA	MON	DAY	NAME

 1835	7	17	Wilde P
 1835	8	23	Ferrand Ernest
 1835	9	23	Perier Jean
 1835	10	2	Ranvier Louis
 1835	10	10	Derache Jean
 1835	10	13	Edwards Alphonse
 1835	11	12	Meray Charles
 1835	12	20	Dele Edouard
 1835	12	21	Asthöwer Fritz
 1836	1	6	Ehrmann Jules
 1836	1	11	Gilbert Claude
 1836	1	22	Carnoy Jean
 1836	2	17	Polaillon Joseph
 1836	2	28	Charpentier Louis
 1836	3	3	Masius Voltaire
 1836	3	20	Perier Charles
 1836	5	26	Bourgoin Alfred
 1836	6	8	Fliche Henri
 1836	8	22	Lortet Louis
 1836	9	24	Davreux Charles
 1836	10	3	Rommelaere Guillaume
 1836	10	6	Waldeyer-Hartz Wilhelm
 1836	10	17	Cazin Pierre
 1836	11	6	Jouon Francois
 1836	12	2	Hautefeuille Paul
 1836	12	17	Schuurman Johannes
 1836	12	20	Grandidier Alfred
 1837	1	6	Lechartier Georges
 1837	2	13	Brouardel Paul
 1837	2	20	Mascart Eleuthere
 1837	4	3	Dewalque Francois
 1837	4	7	Schmidt Emil
 1837	5	12	Duguet Jean
 1837	5	12	Pamard Alfred
 1837	6	17	Cornil Andre
 1837	6	24	Sarrau Emile
 1837	8	16	Tilly Joseph
 1837	8	31	Stephan Edouard
 1837	8	31	Terrier Louis
 1837	9	6	Bouchard Charles
 1837	9	8	Posselt Karl
 1837	9	23	Gautier Armand
 1837	10	18	Morache Georges
 1837	11	23	Waals Johannes
 1838	1	5	Jordan Camille
 1838	1	28	Kuhn Abraham
 1838	1	30	Desguin Victor
 1838	2	8	Fernet Charles
 1838	2	28	Levy Maurice
 1838	4	2	Grehant Louis
 1838	4	18	Lecoq Bois Baudran Francois
 1838	5	8	Trasbot Laurent
 1838	5	10	Nicaise Jules
 1838	5	22	Henrot Henri
 1838	6	19	Hessing Friedrich
 1838	7	1	Auffret Charles
 1838	8	15	Blancquaert J
 1838	8	17	Davreux Michel
 1838	8	28	Heurck Henri
 1838	12	16	Bleicher Marie
 1839	1	21	Vanlair Constant
 1839	1	27	Carnot Marie
 1839	1	31	Sebert Hippolyte
 1839	3	9	Grand'Eury Cyrille
# repeated 1839/3/9 
 1839	3	9	Thierry Auguste
 1839	3	16	Habets Alfred
 1839	3	30	Andouard Ambroise
 1839	3	31	Rheinstädter August
 1839	4	10	Blache Rene
 1839	4	19	Van Thieghem Philippe
 1839	5	1	Chardonnet Hilaire
 1839	5	5	Javal Louis
 1839	5	9	Swarts Theodore
 1839	5	21	Thomas Louis
 1839	7	12	Bardenheuer Bernhard
 1839	8	1	Lanelongue Jean
 1839	8	3	Hubert Eugene
 1839	9	19	Brefeld Oskar
 1839	9	28	Langhans Theodor
 1839	10	4	Normand Augustin
 1839	10	29	Picot Jean
 1839	11	18	Dieulafoy Georges
 1839	12	12	Rayet Georges
 1839	12	21	Jungfleisch Emile
 1839	12	30	Lapparent Albert
 1840	2	21	Coppez J
 1840	3	14	Oesterlein Otto
 1840	3	23	Bertin Louis
 1840	5	15	Schalij Jilles
 1840	6	24	Duclaux Pierre
 1840	7	6	Lepine Jacques
 1840	7	7	Profeta Giuseppe
 1840	7	11	Delstanche Charles
 1840	7	17	Hatt Philippe
 1840	8	14	Krafft-Ebing Richard
#此無資料
 1840	9	27	Damaschino Francois
 1840	10	7	Hugues Jean
 1840	11	30	Erb Wilhelm
 1840	12	4	Lannelongue Odilon
 1841	1	2	Amagat Emile
 1841	1	10	Jolyet Felix
 1841	1	16	Lemoine Georges
 1841	1	24	Keppler Friedrich
 1841	1	26	Kelch Louis
 1841	1	30	Dupont Edouard
 1841	3	7	Cornu Marie
 1841	3	17	Ziino Giuseppe
 1841	3	24	Rauber August
 1841	4	6	Bassot Jean
 1841	4	7	Cogniaux Alfred
 1841	5	6	Faraboeuf Louis
#此無資料
 1841	5	7	Bon Gustave Le
 1841	6	3	Kock Anne
 1841	6	8	Considere Armand
 1841	6	9	Chauvel Jules
 1841	6	16	Plateau A
 1841	8	9	Gariel Charles
 1841	8	26	Prunier Leon
 1841	9	11	Huberti Alphonse
 1841	10	3	Pozzi Samuel
 1841	11	6	Joly Arthur
 1841	11	13	Carnoy Joseph
 1841	11	16	Violle Jules
 1841	12	4	Koch Julius
 1841	12	26	Quinquaud Charles
 1841	12	30	Maurel Edouard
 1842	1	17	Hallopeau Francois
 1842	2	26	Queirel Auguste
 1842	2	27	Selenka Emil
 1842	3	7	Napias Henri
 1842	3	13	Boussinesq Valentin
 1842	4	26	Paladino Giovanni
 1842	4	30	Armaingaud Antoine
 1842	5	23	Fournier Ernest
 1842	5	24	Telders Jean
 1842	6	2	Ledresseur Charles
 1842	6	4	Bouchardat Gustave
 1842	6	29	Vincent Louis
 1842	7	2	Maupas Emile
 1842	8	14	Darboux Gaston
 1842	8	26	Mouchet Alphonse
 1842	9	12	Coyne Paul
 1842	9	12	Demons Jean
 1842	9	27	Renard Alphonse
 1842	10	22	Smet Edouard
 1842	10	29	Denis Hector
 1842	11	7	Lossen Hermann
 1842	11	28	Harz Karl
 1842	12	18	Antona Antonino
 1842	12	27	Mayer Siegmund
 1843	1	8	Folet Henri
 1843	2	19	Du Cazal Leon
 1843	2	22	Triaire Paul
 1843	2	24	Titeca Gustave
 1843	4	2	Koester Karl
 1843	4	7	Munier-Chalmas Ernest
 1843	4	15	Voelker Otto
 1843	5	4	Thomas Philippe
 1843	5	11	Filhol Henri
 1843	5	17	Martin Claude
 1843	5	18	Monod Henri
 1843	5	20	Verriest Gustave
 1843	6	1	Sevestre Louis
 1843	7	5	Michel Julius
 1843	8	15	Lucas-Championniere Just
 1843	8	17	Lacassagne Jean
 1843	8	28	Alison Joseph
 1843	9	26	Monod Charles
 1843	9	29	Grancher Joseph
 1843	10	10	Witmeur Henri
 1843	10	20	Ditte Alfred
 1843	11	15	König Josef
 1843	11	19	Peyrot Jean
 1843	12	25	Guyou Emile
 1843	12	29	Deprez Marcel
 1844	1	7	Schede Max
 1844	1	24	Riva Alberto
 1844	2	4	Pinard Adolphe
 1844	2	7	Duval Mathias
 1844	2	16	Spillmann Paul
 1844	4	5	Huchard Henri
 1844	4	12	Dupuy Pierre
 1844	5	9	Perrier Edmond
 1844	5	10	Franchimont Ant
 1844	5	13	Fievez Charles
 1844	5	19	Boehm Rudolf
 1844	5	21	Marvaud Angel
 1844	6	3	Mansion Paul
 1844	6	5	Gross Charles
 1844	6	17	Dittmar Carl
 1844	7	23	Masoin Ernest
 1844	7	24	Rendu Henri
 1844	8	22	Vaucleroy Alfred
 1844	9	16	Pagenstecher Hermann
 1844	9	29	Raymond Fulgence
 1844	10	4	Tillmanns Hermann
 1844	10	23	Branly Edouard
 1844	10	30	Halphen Georges
 1844	11	14	Richelot Louis
 1844	11	18	Laccetti Francesco
 1844	11	24	Jolly Friedrich
 1844	11	29	Benoit Justin
 1844	12	2	Blanquinque Paul
 1844	12	7	Renaut Joseph
 1844	12	10	Hopmann Carl
 1844	12	16	Joffroy Alexis
 1844	12	21	Picard Alfred
 1845	1	6	Berger Paul
 1845	1	13	Tisserand Felix
 1845	1	16	Balland Joseph
 1845	2	14	Zahn Friedrich
 1845	2	19	Carlet Gaston
 1845	2	19	Trepied Jean
 1845	3	11	Debove Georges
 1845	3	24	Strauss Isidore
 1845	3	27	Landouzy Louis
 1845	5	8	Gayon Ulysse
 1845	5	9	Porak Charles
 1845	5	11	Mourlon Michel
 1845	5	21	Gilkinet Alfred
 1845	5	29	Carles Pierre
 1845	6	13	Wauters Jules
 1845	6	18	Laveran Charles
 1845	7	5	Pierret Antoine
 1845	8	8	Fabre Paul
 1845	8	9	Moeller Alphonse
 1845	8	27	Wolffhügel Gustav
 1845	9	12	Fochier Louis
 1845	9	17	Bichat Ernest
 1845	9	19	Riedinger Ferdinand
 1845	10	14	Leichtenstern Otto
 1845	11	3	Gies Theodor
 1845	11	21	Malherbe Albert
 1845	12	19	Perrotin Henri
 1845	12	25	Schech Philipp
 1846	1	3	Arloing Saturnin
 1846	1	12	Bouty Edmond
 1846	1	24	Beely Florian
 1846	2	4	Lorenz Gustav
 1846	2	27	Ducastel Auguste
 1846	3	5	Beneden Edouard
 1846	3	10	Motais Ernest
 1846	3	25	Thiriar Jules
 1846	4	18	Morat Jean
 1846	4	22	Demange Joseph
 1846	5	3	Latorre Felix
 1846	6	2	Wilmart Alexandre
 1846	6	15	Douville Henri
 1846	8	3	Menard Toussaint
 1846	8	8	Terby Francois
 1846	8	10	Müntz Achille
 1846	8	24	Rysselberghue Francois
 1846	8	28	Renou Joseph
 1846	10	4	Cornevin Charles
 1846	10	10	Marion Fortune
 1846	10	12	Galtier Victor
 1846	10	22	Neumann Louis
 1846	12	13	Heger Paul
 1847	1	14	Orth Johannes
 1847	1	14	Zeiller Rene
 1847	1	21	Le Bel Achille
 1847	2	18	Braun Heinrich
 1847	3	1	Perroncito Edoardo
 1847	3	7	Reclus Paul
 1847	3	26	Chirone Vincenzo
 1847	4	2	Mesureur Gustave
 1847	4	17	Lemaistre Justin
 1847	4	28	Colajanni Napoleone
 1847	6	14	Horstmann Carl
 1847	7	3	Burckhardt Hermann
 1847	8	2	Delorme Edmond
 1847	8	6	Rutot Aime
 1847	8	19	Chatin Johannes
 1847	9	19	Robin Albert
 1847	10	7	Zuntz Nathan
 1847	11	16	Winkel Jan
 1847	11	22	Debaisieux Theophile
 1847	11	25	Biedert Philipp
 1847	12	1	Medicus Ludwi
 1847	12	11	Bloch Emil
 1847	12	11	Thoma Richard
 1847	12	24	Guareschi Icilio
 1848	1	6	Hasselt Arend
 1848	1	8	Battandier Jules
 1848	1	14	Wagner Wilhelm
 1848	1	18	Yvon Paul
