# 2154 French Physicians, Military Men and Executives. Serie E, volume 1 : from 1901 to 1963 
# http://cura.free.fr/gauq/902gdE1.html
# 沒有地點的經緯度！
# NUM	  PRO      NAME              	             DAY   MON   YEA     H        CITY                     COD

0467    EX       CORRE Max                       25    02    1912    20:00    Cusset                    03
0468    PH       CORRIOL Jacques                 20    05    1920    20:30    Vincennes                 94
0469    PH       CORTEEL André                   08    08    1914    07:30    Lille                     59
0470    PH       COSSA Paul                      06    06    1901    18:00    Marssille                 13
0471    MI       COSSE BRISSAC Charles de        05    06    1903    14:15    Fontainebleau             77
0472    MI       COSTA DE BEAUREGARD Roland      05    08    1913    09:00    St Bonnet                 58
0473    EX       COTTEAU Gilbert                 05    11    1931    05:00    Busigny                   59
0474    MI       COUDANNE Raymond                28    08    1876    18:30    Dax                       40
0475    PH       COUINAUD Claude                 16    02    1922    20:00    Neuilly sur Seine         92
0476    PH       COULET Gaston                   16    08    1884    10:00    Etain                     55
0477    MI       COULLOUMME-LABARTHE René        19    04    1915    23:00    Orthez                    64
0478    PH       COULON Charles                  07    04    1872    01:00    Lille                     59
0479    MI     L COUPIGNY Jean                   19    04    1912    04:00    Périgueux                 24
0480    EX       COURAU Joseph                   12    03    1902    18:30    Libourne                  33
0481    MI       COURAU René                     22    02    1905    11:30    Libourne                  33
0482    EX       COURAUD Raymond                 27    11    1914    18:00    St Léonard de Noblat      87
0483    EX       COURB0T Henri                   12    02    1902    20:00    Courchelettes             59
0484    PH       COURCHET Jean                   31    08    1913    16:00    St Raphaël                83
0485    PH       COURDURIER Jean                 12    12    1908    21:00    Toulon                    83
0486    PH       COURJARET Jacques               02    12    1913    11:30    Saumur                    49
0487    EX       COURREGES André                 09    03    1923    10:45    Pau                       66
0488    PH       COURSAGET Jean                  02    08    1921    05:30    Confolens                 16
0489    MI       COURSAULT Michel                18    08    1916    06:00    Loches                    37
0490    MI       COURTOT Jean                    18    02    1915    09:00    Nancy                     54
0491    MI       COUTURE Henri                   10    08    1917    17:00    La Rochelle               17
0492    PH       COURTY Edmond                   20    07    1913    14:00    Bages                     66
0493    EX       COUSTEAU Jacques                11    06    1910    13:15    St André de Cubzac        33
0494    EX       COUTAU André                    16    02    1923    13:00    Angers                    49
0495    PH       COUTEAUX René                   23    06    1909    01:00    St Amand les Eaux         59
0496    PH     + COUTELA Henri                   03    11    1876    15:30    Fnntenay sous Bois        94
0497    PH       COUTURIER Paul                  14    09    1911    11:00    St Martin le Vinoux       38
0498    PH       CREMIEUX Albert                 18    05    1895    21:00    Marseille                 13
0499    MI     L CREPIN Jean                     01    09    1908    01:00    Bernaville                80
0500    MI       CREVECOEUR Jean BOUCHER de      17    12    1906    00:30    Pont à Mousson            54
0501    PH     + CREYSSEL Jean                   27    01    1898    08:00    Marseille                 13
0502    PH       CRISTOL Paul                    15    03    1899    20:00    St André de Sangonis      34
0503    PH     + CROIZAT Pierre                  21    01    1898    08:00    Lyon 6ème                 69
0504    PH       CROIZIER Louis                  11    05    1886    23:00    St Etienne                42
0505    PH       CROSNIER Jean                   02    08    1921    04:00    Aubervilliers             93
0506    PH       CRUCHET René                    21    03    1875    03:00    Bordeaux                  33
0507    MI       CUEFF Pierre                    10    07    1891    05:00    Brest                     29
0508    EX       CURIE Eva                       06    12    1904    09:00    Paris 13ème               75
0509    MI       CUSSAC Alain                    18    06    1915    09:00    Boulogne sur Mer          62
0510    PH     - DAILHEU-GEOFFROY Pierre         08    09    1918    01:30    Epineuil                  89
0511    MI       DAILLE Gérard                   06    02    1916    11:00    Jacob-Bellecombette       73
0512    MI       DAILLIER Pierre                 13    09    1905    01:30    Norroy-ls-Sec             54
0513    PH       DALSACE Jean                    23    12    1893    21:50    Epinal                    88
0514    MI     * DAMESME Edouard                 23    01    1807    03:00    Fontainebleau             77
0515    EX       DANCET Joseph                   23    02    1904    08:00    Chambéry                  73
0516    PH       DANES Andre                     23    11    1904    04:30    Armentières               59
0517    PH       DANIAUD Jean                    19    11    1909    03:15    Privas                    07
0518    PH     + DARGET Raymond                  13    03    1888    21:00    Orthez                    64
0519    PH       DARRICAU Jean                   10    11    1911    16:00    Bayonns                   64
0520    EX       DASSAULT Marcel (BLOCH)         22    01    1892    08:30    Paris 9ème                75
0521    MI       DASSAULT Paul (BLOCH)           13    01    1882    19:00    Paris 9ème                75
0522    MI       DASSONVILLE Achille             12    08    1890    23:00    Aubin-Saint Vaast         62
0523    PH       DAUDE Paul                      05    02    1919    02:00    Rieutord de Randon        48
0524    MI       DAUM Noël                       27    12    1910    20:00    Nancy                     54
0525    EX       DAUPHINE André                  25    05    1919    04:00    Hérimoncourt              25
0526    PH       DAUSSAT Charles                 26    03    1873    05:30    Bayonne                   64
0527    PH     + DAUSSET Jean                    19    10    1916    01:00    Toulouse                  31
0528    PH       DAVID Marcel                    20    07    1890    23:00    Angers                    49
0529    MI     * DAVOUT Léopold                  09    08    1829    05:00    Escolives                 89
0530    PH       DAX Lucien                      27    02    1894    23:00    Cherbourg                 50
0531    PH       DAYRAS Jean                     28    07    1890    07:00    Laval                     53
0532    EX       DEBATISSE Michel                01    04    1929    20:00    Palladuc                  63
0533    PH       DEBELUT Jsan                    30    04    1911    16:45    Châteauponsac             87
0534    PH       DEBEYRE Jean                    28    04    1910    13:00    Lille                     59
0535    PH     + DEBRAY Jean-Robert              07    11    1906    11:00    Calais                    62
0536    EX       DEBRIX Jean René                09    05    1906    05:00    Nancy                     54
0537    PH       DEBROUSSE Jean Yves             03    08    1917    06:40    La Ferté-Bernard          72
0538    MI       DEBRUS Henri                    29    02    1908    20:00    Narbonne                  11
0539    EX       DEBUISSON Jacques               17    05    1925    12:45    Neuilly sur Seine         92
0540    EX       DECAUX Jean-Claude              15    09    1937    16:30    Beauvais                  60
0541    PH     + DECHAUME Michel                 23    02    1897    00:30    Villeurbanne              69
0542    EX       DECOCK René                     13    04    1908    08:00    Annappes                  59
0543    PH       DECOULX Pierre                  25    09    1907    04:00    Hautmont                  59
0544    PH       DECROIX Gabrisl                 21    07    1920    02:00    Lille                     59
0545    PH     - DEDET Christian                 12    09    1936    01:00    Cournonterral             34
0546    PH       DEFRETIN René                   31    01    1903    10:00    Lille                     59
0547    EX       DEHAIS Pierre                   08    11    1921    09:00    Mont-St Aignan            76
0548    PH       DEJOURS Pierrs                  29    03    1922    21:00    Courbevoie                92
0549    MI     L DEJUSSIEU-PONTCARRAL Pierre     14    02    1898    22:35    Lyon 6ème                 69
0550    PH     + DELABY Raymond                  20    09    1891    17:00    Lens                      62
0551    PH       DELAITRE René                   08    10    1908    07:00    Challain                  49
0552    PH       DELALANDE Jean                  11    12    1897    13:20    St Just en Chaussée       60
0553    PH     - DELALANDE Michel                15    07    1899    22:30    St Just en Chaussée       60
0554    MI       DELAMALMAISON Paul              05    02    1910    01:00    Vanves                    92
0555    PH       DELATER Jean                    19    09    1914    18:00    Lodève                    34
0556    PH     - DELATRE Georges                 11    09    1917    01:00    Fry                       76
0557    EX       DELATTRE Jean                   25    11    1910    21:30    Neuville St Rémy          59
0558    PH       DELAUNAY Albsrt                 17    10    1910    21:15    Mortagne/Sévres           85
0559    MI       DELAVAL Michel                  25    08    1923    08:30    Le Mans                   72
0560    PH       DELAY Maurice                   12    11    1876    08:00    St Julien en Jaray        42
0561    PH     + DELDARRE Florian                07    09    1918    11:00    Paris 16ème               75
0562    EX       DEL DUCA Simone (NIROUET)       18    07    1912    05:20    St Maur des Fossés        94
0563    MI     * DELEBECQUE Alphonse             28    03    1824    10:00    Douai                     59
0564    EX       DELERIVE Pierre                 10    04    1936    10:45    Lille                     59
0565    MI     * DELFINO Louis                   05    10    1912    01:00    Nice                      06
0566    MI       DELGA Jean                      22    03    1910    10:00    Blaye                     81
0567    PH       DELIGNE Pierre                  24    06    1926    06:00    Fontaines                 85
0568    MI     * DELIGNY Edouard                 12    12    1815    10:00    Ballan                    37
0569    PH       DELL Paul                       03    11    1915    14:00    Haguenau                  67
0570    MI       DELLUS Paul                     19    12    1914    19:00    Espalion                  12
0571    PH     + DELMAS André                    01    09    1910    00:00    Montpellier               34
0572    PH     - DELMAS Georgea                  03    01    1903    07:00    Daglan                    24
0573    PH     - DELNATTE Maurice                22    03    1905    05:00    Tourcoing                 59
0574    PH       DELOUCHE Gaston                 30    05    1913    06:00    Florac                    48
0575    PH     - DEPLA Maurice                   18    07    1912    11:55    Foix                      09
0576    MI       DELTEIL Henri                   25    12    1903    14:00    Riom ès Montagne          15
0577    PH       DELTEIL Pierre                  02    05    1923    10:45    Passage d'Agen            46
0578    MI       DEMARCHI Jean                   06    11    1918    04:55    Annecy                    74
0579    MI       DEMARTY Raymond                 03    09    1916    08:30    Montauban                 82
0580    PH       DEMESSE Lucien                  18    04    1935    18:30    Strasbourg                67
0581    MI       DEMETZ André                    10    12    1902    22:30    Dijon                     21
0582    PH     - DENIS Paul                      12    04    1907    07:15    Montaigu                  85
0583    PH       DEPAULIS Jacques                10    12    1919    05:00    Bordeaux                  33
0584    PH       DEPINOY Jean                    03    02    1922    13:00    Denain                    59
0585    EX       DERAMOND Henri                  25    04    1911    19:30    Pamiers                   09
0586    MI       DERCOURT Edouard                10    02    1917    18:00    Gosnay                    62
0587    PH       DERMENGHEM Jean-François        03    01    1932    01:00    Montpellier               34
0588    PH     + DEROT Maurice                   27    12    1901    22:00    Nice                      06
0589    MI     * DERROJA Joseph                  09    10    1822    11:00    St Hippolyte              66
0590    EX       DERVAL Marie-France(CARLE)      25    08    1895    10:00    Marseille                 13
0591    PH       DESCAMPS Louis                  31    12    1913    01:00    Lille                     59
0592    PH       DESCHAMPS Henri                 04    11    1922    11:00    Grenoble                  38
0593    PH     - DESCHAMPS Jean-Louis            18    02    1891    08:00    Grenoble                  38
0594    PH,EX    DESCHIENS Maurice               22    06    1891    14:00    Ile Saint Denis           93
0595    EX       DESENFANT André                 28    03    1924    09:30    Raismes                   59
0596    MI       DESGREES DU LOU Emmanuel        16    06    1925    16:00    Rennes                    35
0597    PH       DESGREZ Alex                    07    09    1929    12:00    Lapleau                   19
0598    PH     - DESLOUS-PAOLI Philippe          01    01    1926    22:00    Mont de Marsan            40
0599    PH       DESPEYROUX Louis                26    07    1908    22:00    Toulouse                  31
0600    PH     - DESPLANS Théo                   29    10    1899    06:00    Sablet                    84
0601    PH       DESSE georges                   13    04    1908    15:00    Villedieu/L'Indre         36
0602    PH       DESURMONT Michel                12    10    1920    18:00    Tourcoing                 59
0603    PH       DESVIGNES Pierre                09    04    1907    11:00    Egleny                    89
0604    PH       DE THE Guy (BLAUDIN)            05    05    1930    23:00    Marseille                 13
0605    EX       DEUTSCH Benoît-Léon             10    01    1892    21:00    Boulogne sur Mer          62
0606    PH       DEVAMDEZ Jean                   03    10    1922    06:00    Escaudain                 59
0607    EX       DEVAY Jean-François             15    10    1925    17:30    Lyon                      69
0608    MI       DEVIE Pierre                    09    01    1915    11:00    Castres                   81
0609    PH       DEVILLIERS Dernard              03    04    1911    12:00    Sens                      89
0610    MI       DEWATRE René                    10    09    1904    07:00    Bayonne                   64
0611    MI       DEYSSON Guy                     11    04    1913    11:00    Tours                     37
0612    MI     L DEWRAVAIN André (PASSY)         09    06    1911    12:30    Paris 16ème               75
0613    PH       DIDIER Georges                  14    04    1894    12:00    Lille                     59
0614    EX       DIDRY Pierre                    25    06    1920    13:00    Frolois                   54
0615    PH       DIET Jean                       21    06    1922    02:30    St-Dizier                 52
0616    PH       DIGO René                       30    04    1916    17:00    Nantes                    44
0617    MI     L DIO Louis                       14    10    1908    13:00    Vannes                    56
0618    EX       DIOT Michel                     17    06    1930    06:00    Ballon                    72
0619    MI       DOMINO Louis                    07    05    1894    01:00    Bellegarde en Mar         23
0620    PH       DONAT Maurice                   26    03    1913    12:00    Murasson                  12
0621    PH     + DONZELOT Edouard                10    07    1884    21:30    Concarneau                29
0622    PH       DOR Paul                        16    07    1911    08:00    Marseille                 13
0623    MI       DORANGE Andrfi                  10    11    1903    09:00    Tressaint                 22
0624    PH       DOREAU Michel                   11    03    1930    11:00    Coussay                   86
0625    PH     + DOUADY Daniel                   26    09    1904    11:00    Brest                     29
0626    EX       DOUCE Jacques                   22    01    1925    06:30    St-Maurice                94
0627    MI       DOUGUET Max                     16    07    1903    04:00    Port-Launay               29
0628    EX       DOUILLARD Claude                08    02    1928    10:30    Rueil-Malmaison           92
0629    EX       DOUMENG Jean-Baptiste           02    12    1919    05:30    Lacasse                   31
0630    PH       DOURLHES Paul                   10    05    1892    08:00    Tulle                     19
0631    PH       DOUZOU Pierre                   25    08    1926    23:00    Millau                    12
0632    MI     L DREYFOUS-DUCAS Daniel           11    06    1914    05:00    Paris 16ème               75
0633    PH       DRIESSENS Jules                 28    03    1906    15:00    Roubaix                   59
0634    PH       DRIEUX Henri                    29    08    1908    23:00    Dernay                    27
0635    MI     L DRONNE Raymond                  08    03    1908    12:00    Mayet                     72
0636    EX       DROUANT Armand                  16    05    1898    11:30    Lisieux                   14
0637    PH       DUBAR Jean                      23    01    1898    15:30    Armentières               59
0638    PH       DUBARRY Bertrand                24    06    1906    03:00    Joigny                    89
0639    PH       DUBARRY Jean-Jacques            04    09    1906    03:00    Casteljaloux              47
0640    PH       DUBECQ Xavier                   14    08    1895    02:00    Tethieu                   40
0641    PH       DUBOIS de MONTREYNAUD Jean      23    04    1921    22:15    Mourmelon le Grand        51
0642    PH     + DUB0S René                      20    02    1901    10:00    St-Brice                  78
0643    PH     + DUBOST Charles                  01    10    1914    06:00    St-Gaultier               36
0644    EX       DUBREUIL Raymond                13    11    1910    17:00    Chaumont                  52
0645    PH       DUCASSE Armand                  12    04    1900    17:00    Lombez                    32
0646    EX       DUCASSOU Henri                  09    09    1920    19:30    St Nazaire                44
0647    EX       DUCATEL Louis                   13    03    1902    17:30    Frevent                   62
0648    PH       DUCATTEAU Henri                 14    09    1891    14:45    Roubaix                   59
0649    MI       DUCHATELLE Pierre               13    09    1913    21:30    Lilliers                  62
0650    PH       DUCHENE-MARULLAZ Pierre         24    01    1921    00:05    Belfort                   90
0651    MI       DUCOURNAU Paul                  27    10    1910    08:30    Orthez                    64
0652    PH     - DUCROCQ Raoul                   29    01    1920    18:00    Biache St Vaast           62
0653    EX       DUCRU Jean                      07    08    1904    07:00    Luz                       65
0654    MI       DUD0GNON Martial                01    06    1900    22:00    Ambazac                   87
0655    MI       DUFOUR Elie                     05    02    1918    20:00    St-Pompon                 24
0656    EX       DUFOUR Pierre                   09    06    1894    01:00    Cluny                     71
0657    PH       DUGOIS Pierre                   08    08    1905    21:00    Grenoble                  38
0658    MI       DUHAMEL Jean-Marie              16    03    1913    07:00    Pont à Mousson            54
0659    PH       DUHAMEL Joseph                  26    07    1920    04:00    Prades                    66
0660    EX       DUHOUR Clément                  11    12    1911    16:00    Anglet                    64
0661    MI       DULAC André                     05    07    1907    08:00    Beauvais                  60
0662    EX       DULAURENS Andre                 23    06    1918    06:00    Autun                     71
0663    PH       DULCY Jean                      14    04    1908    02:00    Avignon                   84
0664    PH       DUMAS Pierre                    13    04    1921    18:30    Lyon 6ème                 69
0665    MI       DUMAST Maxime (GUERRIER de)     09    07    1894    03:00    Nancy                     54
0666    PH       DUMON Georges                   09    03    1908    05:00    Marseille                 13
0667    MI       DUMONTIER Maurice               01    03    1882    02:00    Bourmont                  52
0668    PH     - DUPARC Léon                     03    08    1907    09:00    Annecy le Vieux           74
0669    PH       DUPAS Jean                      02    12    1900    06:30    Le Mans                   72
0670    PH       DUPERIE Raymond                 16    03    1881    03:00    Agen                      47
0671    PH       DUPLAY Jean                     01    06    1920    02:00    Nice                      06
0672    MI       DUPONT DE DINECHIN Gérard       27    03    1900    20:30    Versailles                78
0673    EX       DUPRAT Pierre-Gilbert           21    08    1911    09:15    Dives sur Msr             14
0674    PH     - DUPRES Pierre                   18    03    1923    09:00    Riencourt lez Cagn        62
0675    EX       DUPREZ Henri                    15    02    1904    22:00    Wattrelos                 59
0676    EX       DUPUY Claude                    05    08    1926    14:00    Cuiseaux                  71
0677    EX       DUPUY Francis                   15    01    1915    07:00    Pessac                    33
0678    PH       DUPUY Raymond                   02    04    1910    00:35    Noailles                  60
0679    EX       DUPUY Roger                     23    08    1899    20:00    Rouen                     76
0680    PH       DURAND Charleg                  25    10    1910    06:00    Béziers                   34
0681    PH       DURAND Claude                   18    11    1916    18:00    Pontoise                  95
0682    PH       DURAND Edouard                  21    02    1905    05:00    Danjoutin                 90
0683    EX       DURAND Roger                    02    06    1914    07:20    Tours                     37
0684    PH       DURAND DE BOUSINGEN Robert      17    05    1928    21:00    Strasbourg                67
0685    PH       DURIEUX Jean                    28    06    1903    08:00    Hergnies                  59
0686    PH       DUROUX Paul-Emile               17    07    1914    22:30    Oullins                   69
0687    MI       DUVAL Maurice                   05    06    1869    14:00    Bayonne                   64
0688    PH       DUVAL René                      20    03    1889    06:00    Percy                     50
0689    MI       DYEVRE Henri                    21    12    1893    23:30    Vannes                    56
0690    PH       EDELMANN Gilles                 20    07    1917    14:00    Nevers                    58
0691    EX       ELVINGER Francis                03    08    1896    14:00    Luxembourg - Grand Duc    LUX
0692    MI       ENGERAND Claude                 11    08    1926    20:30    Remiremont                88
0693    PH       ENJALBERT André                 06    11    1913    04:00    Castres                   81
0694    EX       EPSTEIN Geneviève (PINAY)       18    02    1918    10:00    St Chamond                42
0695    MI       ERNOUL François de              28    11    1906    07:10    Vannes                    56
0695b   PH       ESCANDE Jean-Paul               05    03    1939    09:15    Brive                     19
0696    PH       ESCAT Maurice                   06    02    1906    12:00    Toulouse                  31
0697    PH       ESCOLIER Jean-Claude            28    11    1935    23:30    Auxerre                   89
0698    PH     - ESMENARD Robert                 20    07    1915    10:00    Marseille                 13
0699    MI       ESQUIROL Jean-Paul              26    06    1936    06:00    Bordeaux                  33
0700    PH     - ESQUIROL Pierre                 13    10    1908    16:00    Francescas                47
0701    PH       ESTRADE Jean                    06    03    1910    05:00    Toulouse                  31
0702    EX       ESTRANGIN Louis                 24    07    1914    01:00    Marseille                 13
0703    MI       ETCHEVERRY Jean-Paul            18    08    1919    06:00    Lorient                   56
0704    EX       EXBRAYAT-DURIVAUX Robert        02    08    1909    22:00    St-Etienne                42
0705    MI     L EVENOU Jules Richard            12    07    1908    20:00    Pléguien                  22
0706    PH     - EYLAUD Jaan-Max                 26    04    1896    07:00    Gornac                    33
0707    EX       EYMERY Simone                   30    04    1914    18:00    Marseille                 13
0708    PH       EYQUEM André                    11    05    1916    23:00    Besançon                  25
0709    EX       EYROLLES Marc                   25    01    1909    17:30    Cachan                    94
0710    MI     L EZANNO Yves                     14    07    1912    15:00    Clamart                   92
0711    PH       EZES Henri                      14    10    1904    12:00    Rabastens/Tarn            81
0712    PH     + FABRE Philippe                  10    09    1892    14:00    Rivesaltes                66
0713    PH       FABRE Pierre                    28    02    1900    07:00    Puichéric                 11
0714    EX       FABRE Pierre                    16    04    1926    18:30    Castres                   81
0715    MI       FABRY Georges                   19    04    1911    17:00    Belfort                   90
0716    EX       FALLER André                    01    08    1912    14:00    Mulhouse                  68
0717    EX       FANLAC Pierre (BEAUCORNU)       11    02    1918    08:00    Périgueux                 24
0718    EX       FARAGGI André                   13    12    1897    12:00    Montesson                 78
0719    PH     - FASQUELLE Jacques               10    08    1911    14:30    St Valéry en Caux         76
0720    MI       FAURE Jacques                   02    03    1904    19:00    Bordeaux                  33
0721    MI       FAURE Jacques                   07    09    1906    04:30    Angoulême                 16
0722    PH       FAURE Lucien                    22    07    1907    03:00    Marseille                 13
0723    MI       FAURY Marc                      30    12    1923    13:00    Langeac                   43
0724    PH       FAUVERT René                    12    12    1903    17:00    Pont-Ste-Maxence          60
0725    MI       FAVREAU dean                    13    04    1917    13:00    Libourne                  33
0726    PH       FAVRE-GILLY Jean                11    10    1920    14:00    Lyon 6ème                 69
0727    MI       FAYARD Jean                     24    09    1910    00:00    Genelard                  71
0728    MI       FAYET Georges                   03    10    1902    07:00    Oloron-Ste Marie          64
0729    PH       FEDVRE Henri                    05    08    1922    15:00    Besançon                  25
0730    PH       FENELON François                25    10    1911    18:00    Toulon                    83
0731    PH       FERAUD Jean                     08    10    1923    04:30    Trets                     13
0732    EX       FERAUD Louis                    13    02    1920    18:00    Gagnières                 30
0733    MI       FERAUGE Charles                 19    12    1918    13:00    Joinville                 52
0734    PH       FERDIERE Gaaton                 16    02    1907    04:00    St-Etienne                42
0735    EX       FERES Maria                     07    06    1920    16:00    Pellevoisin               36
0736    EX       FERMAUD Jacques                 25    11    1905    22:30    Angers                    49
0737    PH       FERNEY Jean                     01    11    1927    03:00    St Chamond                42
0738    PH     - FERRAND Pierre                  17    03    1913    14:00    La Saunière               23
0739    MI       FERRANDON Jean                  15    07    1909    05:00    Bernay                    27
0740    EX       FERRARI André                   20    02    1905    02:00    St Donnet le Troncy       69
0741    MI       FERRE André                     21    04    1912    01:15    Limoges                   87
0742    PH       FERRET Pierre                   22    04    1922    01:30    Canet                     11
0743    MI       FERRIERES de SAUVEB0EUF Guy     12    10    1919    22:00    Tours                     37
0744    PH     - FERROIR Jean                    29    11    1908    03:00    Clichy                    93
0745    PH       FEUILLETTE Pierre               28    07    1909    12:00    Boulogne sur Mer          62
0746    MI       FEUVRIER Ch3rles                29    01    1915    01:00    Damprichart               25
0747    EX       FIEL Paul                       25    06    1921    10:00    Champagne au Mt d'Or      69
0748    EX       FIEVET Bernard                  15    07    1909    05:00    Versailles                78
0749    PH       FILHOULAUD Henri                04    05    1909    02:00    Limoges                   87
0750    PH       FILIPPI Max                     22    11    1908    01:00    Le Havre                  76
0751    PH     + FIOLLE Jean                     09    10    1884    12:00    Estagel                   66
0752    PH     - FISCHER Henri                   16    03    1903    06:30    St Jeand'Angely           17
0753    PH       FITZENKAM Alice                 21    07    1912    15:30    Colmar                    68
0754    PH       FLABEAU Fernand                 20    04    1916    14:00    Rully                     71
0755    EX       FLAMAND Paul Henri              25    01    1909    21:00    Aigre                     16
0756    EX       FLECHET Max                     10    05    1901    19:00    Chazelles sur Lyon        42
0757    EX       FLICHY François                 10    07    1913    07:30    Garches                   95
0758    MI       FLICHY Marcel                   08    01    1915    16:30    Néris les Dains           03
0759    PH     + FLOCH Hervé                     03    10    1908    07:30    Brest                     29
0760    EX       FLOIRAT Sylvain                 28    09    1899    03:00    Nailhac                   24
0761    EX       FLORENTIN Jean                  04    05    1903    11:00    Marseille                 13
0762    PH       FLORIO René                     18    08    1911    02:00    Grenoble                  38
0763    EX       FOIGNET Rabert                  11    12    1900    20:20    Clichy                    93
0764    PH       FOLLIASSON André                03    01    1901    22:00    La Buissière              38
0765    EX       FOMBEUR Jean-Jacques            15    03    1912    18:30    Tours                     37
0766    PH     + FONTAINE Maurice                28    10    1904    15:30    Savigny sur Orge          91
0767    PH     + FORESTIER Jacques               27    07    1890    04:30    Aix les Bains             73
0768    PH       FORSTER Emile                   04    11    1910    21:00    Masevaux                  68
0769    MI       FORT Jean-Pierre                15    02    1914    14:00    Cognac                    16
0770    PH       FOUBERT Francis                 20    03    1890    21:30    Dernay                    27
0771    EX       FOUQUET Gaétan                  01    05    1903    08:30    Neuilly-St Front          02
0772    PH       FOURCADE Jean                   28    03    1908    10:00    Montpellier               34
0773    PH       FOURE Jacques                   20    06    1912    09:00    Amiens                    80
0774    PH       FOURMESTRAUX Jean Paul          17    10    1914    10:00    Bourbon-l'Archambt        03
0775    PH     - FOURNIAT Robert                 23    03    1898    09:20    Chateau-Ponsac            87
0776    EX       FOURNIER Marcel                 02    03    1914    01:30    Annecy                    74
0777    PH       FOURNIER Robert                 05    02    1902    18:00    Strasbourg                67
0778    PH       FOURRIER Paul                   10    06    1917    19:30    Louhans                   71
0779    EX       FRAIKIN Gérard                  12    01    1916    02:00    Neuilly sur Seine         92
0780    PH       FRANCOIS René                   06    10    1922    05:00    Vienne                    38
0781    PH       FRANK Paul                      05    08    1919    06:45    Strasbourg                67
0782    EX       FRANTZ Joseph                   07    08    1890    19:00    Beaujeu                   69
0783    PH     - FREDET Maurice                  09    02    1899    21:00    Nantes                    44
0784    EX       FREREJEAN de CHAVAGNEUX Hubert  02    09    1914    08:00    Fareins                   01
0785    PH       FREZAL Jean                     19    08    1922    14:00    Pourges                   18
0786    MI       FREZIERES Henri                 07    03    1917    13:00    Mirepoix                  09
0787    EX       FRIGNET Pierre                  15    04    1920    21:00    Valence                   26
0788    PH       FROEHLICH Frédéric              26    06    1908    18:30    Illkirch                  67
0789    EX       FROMENT Raymond                 17    01    1913    18:00    Lion sur Mer              14
0790    PH     + FROMENT Roger                   18    01    1907    07:00    Lyon 6ème                 69
0791    PH       FROSSARD Henri                  30    08    1928    10:00    Orthez                    64
0792    PH     - FRUGIER Jean                    25    08    1902    05:30    Limoges                   87
0793    PH       GAEHLINGER Henri                15    05    1885    05:00    Vanchy                    01
0794    PH     - GAHINET Maurice                 06    01    1910    04:00    Brest                     29
0795    PH       GAILLARD Jean                   03    03    1922    09:00    Epinal                    88
0796    PH     - GAILLOT Gaston                  30    03    1880    23:30    Montépreux                51
0797    PH       GAJAC Jean Pierre               26    02    1916    17:00    Doulogne sur Mer          62
0798    MI       GALDERT Gabriel de              15    07    1912    01:00    Châlons sur Marne         51
0799    PH       GALEY Jean-Jacques              25    09    1916    21:00    Vierzon                   18
0800    MI       GALIACY Jean                    12    10    1898    17:00    Puy-L'Evéque              46
0801    EX       GALICHON Francis                05    12    1929    13:45    Neuilly sur seine         92
0802    PH       GALLAND Marcel                  31    01    1888    21:30    St Germain du Corbeis     61
0803    MI       GALLERET Paul                   21    07    1902    12:30    Varzy                     58
0804    MI     L GALLEY Robert                   11    01    1921    01:00    Paris 5ème                75
0805    EX       GALLIENNE Georges               19    10    1898    20:00    Levalloie                 92
0806    MI     * GALLIMARD Jacques Léon          14    04    1825    18:00    Meaux                     77
0807    PH       GALTIER Marcel                  07    01    1897    11:00    Arcachon                  33
0808    MI       GALZY Georges                   24    09    1917    19:00    Montpellier               34
0809    MI       GAMEIEZ Fernand                 27    02    1903    13:30    Lille                     59
0810    MI       GANDOET Paul-Louis              02    02    1902    04:00    Rochefort sur Mer         17
0811    PH     - GANIERE Paul                    22    07    1907    01:00    Largentière               07
0812    EX       GARAGNON René                   12    09    1904    02:00    Suze la Rousse            26
0813    PH       GARBAY Michel                   05    08    1924    13:30    Carcassonne               11
0814    MI     L GARBAY Pierre                   04    10    1903    11:00    Gray                      70
0815    MI     L GARDET Roger                    15    04    1900    01:00    Epinal                    88
0816    EX       GARDIEN Jacquee                 19    02    1909    03:00    Dôle                      39
0817    EX       GARET Etienne                   26    12    1925    17:30    Stainville                55
0818    PH       GARNIER Emile                   20    01    1884    20:00    Vialas                    48
0819    MI     * GARNIER Isidore Théodule        03    12    1816    06:00    La Chaussée/Marne         51
0820    PH     - GARRAUD Robert                  04    10    1910    02:00    Eymoutiers                87
0821    EX       GARRIGUES Albert                15    01    1922    07:15    Puymirol                  47
0822    PH       GASSE Henri                     23    04    1907    04:00    Loudéac                   22
0823    MI       GASTINES Hubert de (MACEE de)   01    08    1903    05:00    Alençon                   61
0824    EX       GAUCHARD Fernand                07    12    1899    05:00    La Chapelle-Gauthier      77
0825    PH       GAUFFRE Raymond                 02    07    1909    05:00    Leucate                   11
0826    MI       GAUJOUR Robert                  11    02    1906    01:00    La Machine                58
0827    PH       GAUJOUX Edouard                 03    07    1907    06:00    Montpellier               34
0828    MI       GAULLE Philippe de              28    12    1921    07:15    Paris 15ème               75
0829    EX       GAULON Roger Jean               06    02    1902    21:45    Ancy le Franc             89
0830    EX       GAULT Henry (GAUDICHON)         04    11    1929    12:45    Pacy sur Eure             27
0831    PH       GAUME Pierre                    14    10    1908    14:00    Quimper                   29
0832    MI       GAUTHIER Gabriel                12    09    1916    08:40    Lyon 5ème                 69
