# 2154 French Physicians, Military Men and Executives. Serie E, volume 1 : from 1901 to 1963 
# http://cura.free.fr/gauq/902gdE1.html
# 沒有地點的經緯度！
# NUM	  PRO      NAME              	             DAY   MON   YEA     H        CITY                     COD

1602    EX       PARIS Henri de                  05    07    1908    08:30    Nouvion en Thier          02
1603    MI       PARISELLE Pierre                06    11    1921    03:30    Lille                     59
1604    PH       PARNEIX Henri                   18    02    1904    04:00    Chamboulive               19
1605    MI     L PARODI Alexandre                01    06    1901    06:00    Paris 17ème               75
1606    EX       PAROISSIN Jean                  07    03    1909    17:00    Moulins                   03
1607    MI       PARUIT Raymond                  13    07    1909    01:30    Epinal                    88
1608    MI       PASCAL Jean                     27    11    1917    11:00    Valence                   26
1609    PH     - PASCHETTA Vincent               13    04    1904    13:00    Nice                      06
1610    PH       PASQUIE Maurice                 01    04    1918    19:00    Castelsarrasin            82
1611    MI     L PATOU André                     05    07    1910    16:00    Parthenay                 79
1612    PH     + PAUFIQUE Louis                  22    06    1899    21:00    Lyon 2ème                 69
1613    PH     - PAUGAM Paul                     30    11    1911    21:00    Plounevez-Lochrist        29
1614    PH       PAUL Charles                    23    03    1879    13:00    Boulogne sur Mer          62
1615    MI       PAULHAC Fernand                 18    10    1893    05:00    Cours les Barres          18
1616    PH       PAULY Robert                    21    02    1905    09:00    Seyches                   47
1617    EX       PAUWELS Louis                   02    08    1920    08:00    Paris 15ème               75
1618    PH       PAYRAU Paul                     13    08    1911    13:00    L'Isle en Dodon           31
1619    MI       PECHAUDRA Roger                 11    01    1909    08:30    Limoges                   87
1620    PH       PECKER Jean                     23    01    1921    16:30    Colombelles               14
1621    PH       PEDINIELLI Laurent              20    02    1923    12:00    Sartène                   20
1622    PH     - PENAUD Guy                      04    03    1908    03:00    Barbezieux                16
1623    EX       PENGUILLY Jacques de            02    09    1919    07:00    St Lormel                 22
1624    EX       PENINOU Georges                 22    11    1926    08:00    St Pé-de-Bigorre          65
1625    PH       PEQUIGNOT Henri                 14    08    1914    02:00    Toulon                    83
1626    MI       PEQUIGNOT Jean                  09    09    1921    20:00    Toulouse                  31
1627    PH       PERCEVAULT René                 17    01    1897    09:30    Chatellerault             86
1628    MI       PERCIER Alexandre               07    01    1919    05:00    Brest                     29
1629    PH       PERDONCINI Guy                  19    05    1914    12:00    Nice                      06
1630    EX       PERDRIEL Claude                 25    10    1926    17:05    Le Havre                  76
1631    MI       PERDRIEL Georges                07    04    1922    05:00    Pontivy                   56
1632    MI       PERDRIZET Maurice               11    07    1912    11:00    Crest                     26
1633    MI       PERDU Rémond                    04    01    1915    09:00    Etivey                    89
1634    MI     L PERETTI Achille                 13    06    1911    09:00    Ajaccio                   20
1635    MI       PERIES Paul                     27    09    1899    08:00    Châlons sur Marne         51
1636    EX       PERILHOU Etienne                15    08    1887    19:00    Meximieux                 01
1637    PH       PERIN Lucien                    28    10    1887    18:15    Montdidier                80
1638    MI       PERNOT DU BREUIL Henry          24    02    1899    15:30    Mirecourt                 88
1639    EX       PERNOUD Régine                  17    06    1909    10:30    Château-Chinon            58
1640    PH       PERRIN André                    26    04    1921    02:15    Lyon 1er                  69
1641    PH       PERRIN-FAYOLLE Max              17    07    1930    10:00    Lyon 6ème                 69
1642    PH       PERROTIN Jean                   22    05    1916    23:15    Chalon sur Saône          71
1643    EX       PERSON Jean                     23    01    1913    08:00    Chateauroux               36
1644    EX       PERTUY Augustin                 24    06    1927    21:00    Jarny                     54
1645    MI       PETCHOT-BACQUE Louis            09    03    1907    16:00    Bordeaux                  33
1646    MI       PETIT Edmond                    19    11    1914    02:30    Nevers                    58
1647    EX       PEYRAUD Michel                  04    10    1935    20:00    Chambery                  73
1648    MI       PEZERAT Jean-Marie              28    05    1888    15:00    Chalon sur Saône          71
1649    MI       PHLIPONEAU Pierre               11    09    1913    09:00    Poitiers                  86
1650    MI       PIATIER Henri                   23    05    1917    02:00    Bar le Duc                55
1651    MI       PIATTE Jean                     20    02    1900    10:00    Sussac                    87
1652    PH       PICAMAL Jacques                 26    07    1909    02:45    Avignon                   84
1653    PH       PICARD Dominique                15    07    1914    23:00    Lyon 4ème                 69
1654    MI       PICARD Jean                     01    09    1910    22:30    St Gelais                 79
1655    MI     * PICARD Joseph Alexandre         20    06    1813    15:00    Lavigny                   39
1656    PH       PICAUD Just                     19    01    1908    11:00    Nontron                   24
1657    MI     * PICQUART Georges Marie          06    09    1854    19:00    Strasbourg                67
1658    EX       PIEDS Bernard                   03    08    1919    05:45    Villy-le-Maréchal         10
1659    PH       PIERI Jean-Baptiste             30    01    1896    19:00    Marseille                 13
1660    EX       PIERRE(Abbé) (GROUES Henri)     05    08    1912    08:00    Lyon 1er                  69
1661    PH       PIERRE Maurice                  02    12    1917    04:00    Châlon sur Saône          71
1662    PH     + PIERRET Robert Charles          18    05    1884    17:30    Bron                      69
1663    PH       PIERRON Emile                   07    05    1900    15:00    Nancy                     54
1664    EX       PIERSON André                   15    10    1904    13:00    Messincourt               08
1665    MI     L PINEAU Christian                14    10    1904    01:00    Chaumont                  52
1666    EX       PINEAU Henri                    14    08    1914    03:00    Fontenay sous Bois        94
1667    PH       PINELLI Jean                    04    06    1902    11:00    La Croisille              87
1668    MI       PINSON Robert                   08    05    1898    21:00    Jaulnay                   37
1669    MI       PIROT Robert                    07    08    1902    20:15    Brest                     29
1670    PH       PISTOR Michel                   15    12    1924    22:30    Metz                      57
1671    MI       PLANES Georges                  05    06    1901    16:00    Canohès                   66
1672    MI     L PLANTEVIN Jean                  13    03    1913    13:00    Orange                    84
1673    EX       PLAS Bernard Yves de            20    08    1901    08:30    St Quentin                02
1674    PH       PLAZY Maurice                   20    08    1907    16:15    Toulon                    83
1675    EX       PLECY Albert                    26    08    1914    01:00    Wormhout                  59
1676    MI     * PLESSIS de GRENEDAN Gaston      10    12    1828    19:00    Rennes                    35
1677    MI       POIRIER Lucien                  11    01    1908    11:45    Orléans                   45
1678    PH       POIROT Jean-Claude              31    05    1918    19:00    Ventron                   88
1679    MI       POIRRE René                     20    03    1916    09:00    Magnac-Laval              87
1680    EX       POITEVIN André                  02    01    1920    18:00    Marseille                 13
1681    MI     * POLI-MARCHETTI Jean             18    09    1879    08:00    Talazani                  20
1682    EX       POMATHIOS Michel                18    03    1924    11:30    Bourg en Bresse           01
1683    MI     L PONCHARDIER Dominique           03    03    1917    09:30    St-Etienne                42
1684    MI    *L PONCHARDIER Pierre              04    10    1909    23:00    St-Etienne                42
1685    PH     - PONS Bernard                    18    07    1926    08:00    Béziers                   34
1686    MI       PONTICH Guy                     20    01    1917    18:00    Vinca                     66
1687    PH     + PORCHER Pierre                  13    01    1897    20:45    Charenton                 94
1688    PH     + PORTMANN Georges                01    07    1890    11:30    St Jean de Maurienne      73
1689    PH       PORTMANN Michel                 31    05    1924    21:40    Bordeaux                  33
1690    EX       POSTEL Maurice                  17    05    1899    14:30    Savenay                   44
1691    EX       POSTEL Michel                   07    04    1926    14:45    Belfort                   90
1692    PH       POTIE Michel                    16    09    1922    10:00    Armentières               59
1693    MI     L POULIQUEN Joseph                20    11    1897    07:00    St Malo                   35
1694    EX       POURET Edouard                  29    04    1920    12:00    Limoges                   87
1695    EX       POTEZ Henri                     30    09    1891    11:30    Méaulte                   80
1696    EX       POUJADE Pierre                  01    12    1920    01:00    St-Céré                   46
1697    PH       POUYANNE Louis                  04    07    1906    11:00    Orthez                    66
1698    MI       PRAYER Gilbert                  20    08    1915    18:00    Lus la Croix Haute        26
1699    EX       PRETET René                     19    02    1906    18:00    Anost                     71
1700    PH       PREVOST Henri                   24    01    1921    02:30    Douai                     59
1701    PH     + PREVOT André-Romain             22    07    1894    18:00    Douai                     59
1702    MI       PRIEUR Robert                   30    12    1909    14:00    Chatellerault             86
1703    EX       PROUVOST Jean                   24    04    1885    01:00    Roubaix                   59
1704    EX       PROUVOST Pierre                 23    12    1899    10:30    Roubaix                   59
1705    MI       PRUNETA Antoine                 29    11    1879    03:00    Bastia                    20
1706    PH       PUECH Albert                    20    07    1895    21:00    Montpellier               34
1707    PH       PUECH Paul                      16    11    1925    04:00    Montpellier               34
1708    PH     - PUECHBERTY Georges              21    12    1922    03:00    Pampelonne                81
1709    MI     * PUJO Bertrand                   21    08    1878    14:00    Orignac                   65
1710    EX       PUJOL Marcel                    23    09    1921    23:00    Alan                      31
1711    EX       PUZENAT Claude                  02    02    1932    12:30    Boulogne-Billt            92
1712    MI       QUAREZ Jean                     05    12    1919    02:00    St Amand les Eaux         59
1713    PH       QUEGUINER André                 08    11    1909    08:15    Roscoff                   29
1714    PH       QUENEE André                    07    08    1905    07:00    Béthune                   62
1715    EX       QUENETTE Jean                   11    03    1906    04:00    Ste Foy les Lyon          69
1716    MI       QUENEY Georges                  21    01    1912    08:00    Montbéliard               25
1717    PH       QUEVAUVILLER André              20    09    1910    23:15    St Aubin les Elbeuf       76
1718    MI     L QUILICHINI Robert               27    12    1912    00:15    Neuillé le Lierre         37
1719    EX       QUILLERY Henri                  22    10    1904    12:00    Belonchamp                70
1720    PH       RACHET Marcel                   06    07    1897    06:30    Honfleur                  14
1721    MI,EX  L RAGUENEAU Philippe              19    11    1917    18:30    Orléans                   45
1722    MI       RAIFFAUD André                  21    07    1917    20:00    Pré en Pail               53
1723    PH     - RAMAIN Paul                     20    08    1895    13:00    Thonon les Bains          74
1724    PH       RAMBERT Paul                    18    01    1908    15:00    Rouen                     76
1725    EX       RAMILLON René                   13    09    1907    05:00    Grenoble                  38
1726    MI       RANCOURT de MIMERAND Henry      04    07    1910    16:30    Cernoy-en-Berry           45
1727    EX       RAUCH Madeleine de (BOURGEOIS)  25    08    1896    07:40    Ville d'Avray             92
1728    PH       RAUL Pierre                     17    08    1896    05:30    Chatenois                 67
1729    PH     - RAULO Jean                      11    01    1910    14:30    La Croix-St Leufroy       27
1730    PH       RAVAULT Pierre                  30    11    1899    23:30    Charolles                 71
1731    EX       RAVEAU Georges                  06    08    1905    12:30    La Châtre                 36
1732    MI       RAYNAUD Francis                 16    06    1918    03:00    Millas                    66
1733    EX       RAYON Robert                    03    02    1904    03:00    Menton                    06
1734    PH       RAZEMON Jean-Pierre             22    01    1927    16:00    Lille                     59
1735    PH       RAZEMON Pierre                  03    01    1899    08:00    Oignies                   62
1736    MI       REALS Antoine (BOSCALS de)      22    11    1915    05:00    Nantes                    44
1737    PH       REBOUL Jean                     16    09    1911    20:00    Nancy                     54
1738    MI       REBUFFEL Gabriel                03    07    1897    06:00    Toulon                    83
1739    MI       REBUT Pierre                    05    08    1910    04:00    Brionne                   27
1740    PH       RECORDIER Maurice               10    09    1905    06:00    Eyguières                 13
1741    EX       REDELE Jean                     17    05    1922    11:15    Dieppe                    76
1742    MI       REDON Maurice                   20    02    1905    01:00    Albertville               73
1743    PH     - REIGNIER Jacques                23    08    1911    10:00    La Flèche                 72
1744    PH       REILINGER Alfred                15    11    1900    02:00    Gundershoffen             67
1745    PH     - REME Bertrand                   12    08    1908    12:00    Plumelec                  56
1746    EX       REMERY Roger                    26    01    1922    18:00    Seveux                    70
1747    PH     + RENARD Gabriel                  16    06    1894    02:00    Chalus                    87
1748    EX       RENARD Robert                   30    01    1915    01:00    Marchéville               28
1749    MI       RENARD Pierre                   08    07    1903    18:30    Toulon                    83
1750    EX       RENAULT Camille                 02    05    1904    07:00    Trie-Château              60
1751    PH       RENAULT Raymond                 02    06    1921    13:00    Aubervilliers             93
1752    PH       RENDU Charles                   06    07    1909    10:30    St Quentin/Isère          38
1753    PH       RENE Louis                      21    08    1918    14:00    St-Gilles                 30
1754    MI       RENON Charles                   16    06    1909    14:45    Vernon                    27
1755    PH       RENY Jean-Francois              05    10    1901    01:00    Longwy                    54
1756    PH       RERAT Alain                     16    07    1926    03:30    Nancy                     54
1757    MI       RESCANIERES André               08    03    1909    21:30    Pamiers                   09
1758    EX       REUCHER Paul                    29    03    1927    11:00    Denain                    59
1759    MI       REVOL Jacques                   24    10    1909    10:00    Toulon                    83
1760    PH     - REY Louis                       21    08    1931    23:00    La Tronche                38
1761    PH       REYDELLET Maurice               06    07    1910    13:00    Le Faulq                  14
1762    PH       REYNAUD Jean-Baptiste           08    04    1914    18:00    Nîmes                     30
1763    MI       REYNIERS François               13    12    1902    19:30    Auxerre                   89
1764    EX       RIBER Jean-Claude               14    09    1934    15:00    Mulhouae                  68
1765    PH       RIBEREAU-GAYON Jean             13    02    1905    08:20    Bordeaux                  33
1766    EX       RICARD Paul                     09    07    1909    10:00    Marseille-Ste Marthe      13
1767    EX       RICHARD André                   03    06    1889    23:30    Vanves                    92
1768    PH       RICHARD Auguste                 16    01    1904    18:00    Mercurey                  71
1769    MI       RICHARD Benoni                  26    10    1897    05:00    Le Mans                   72
1770    MI       RICHARD Jacques                 06    12    1911    06:00    Brive                     19
1771    MI       RICHARD Jean                    09    09    1920    14:00    Mirecourt                 88
1772    EX       RICHARD Jean                    18    04    1921    23:00    Bessines                  79
1773    EX       RICHARD Pierre-Maxence          07    07    1922    13:45    Strasbourg                67
1774    EX       RICHARDOT Michel                28    08    1929    23:40    Metz                      57
1775    EX       RICHAUDEAU François             11    02    1920    10:00    Fouras les Bains          17
1776    EX       RICHEROT Louis                  18    08    1898    18:00    Tenay                     01
1777    PH       RICHIR Claude                   07    08    1926    13:30    Roubaix                   59
1778    PH     - RICHOU Maxime                   14    08    1911    01:30    Najac                     12
1779    EX       RIEUF Henri                     30    03    1905    09:00    Massiac                   15
1780    PH       RIEUNAU Georges                 04    02    1907    08:00    Carmaux                   81
1781    MI     * RIEUNIER Adrien Henri           06    03    1833    06:00    Castelsarrazin            82
1782    EX       RIFFAULT Hélène                 01    07    1921    20:00    Meudon                    78
1783    PH     - RIGAUD Jean-Emile               09    05    1912    23:00    Colmars                   04
1784    MI       RIGAUD Pierre                   05    09    1920    14:00    Montélimar                26
1785    PH       RIMBAUD Pierre                  06    04    1905    13:00    Montpellier               34
1786    PH       RINALDI Renaud                  28    08    1908    02:30    Gap                       05
1787    PH       RISCH Hubert                    04    10    1924    17:00    Mulhouse                  68
1788    EX       RISTON Jean                     15    07    1926    18:00    Malzéville                54
1789    MI       RIVALS-MAZERES Guillaume        11    09    1908    10:00    Fiac                      81
1790    EX       RIVAUD Michel                   18    11    1921    22:00    Villejuif                 94
1791    PH       RIVAULT Marcel                  01    04    1911    00:30    Angers                    49
1792    MI       RIVIERE Edouard                 11    02    1908    17:00    Le Tréport                76
1793    MI     L RIVIERE Paul                    22    11    1912    07:00    Montagny                  42
1794    PH       RIVOIRE Raymond                 17    07    1900    08:00    Nice                      06
1795    MI       ROBERT André                    30    11    1893    17:00    Lorient                   56
1796    PH     - ROBERT Armand                   14    09    1899    18:00    Avignon                   84
1797    PH       R0BERT François                 15    09    1914    15:00    St-Avold                  57
1798    PH       ROBERT Jacques                  08    02    1928    14:30    Lons le Saunier           39
1799    PH       ROBIN Victor                    01    12    1886    20:00    Romagne                   86
1800    MI       ROBITAILLIE Louis               09    09    1913    06:30    Vescovato                 20
1801    PH       R0BLIN Jean                     24    06    1914    11:00    Guer                      56
1802    PH     - ROCHAIS Aurèle                  01    05    1904    23:45    Azay-le-Rideau            37
1803    PH       ROCHAIX Paul                    28    01    1884    05:00    Vaugneray                 69
1804    PH     + ROCHE Jean                      14    01    1901    10:30    Sorgues                   84
1805    PH       ROCHER Christian                10    06    1908    15:00    Bordeaux                  33
1806    PH     + ROCHER Louis                    27    05    1876    16:00    Bordeaux                  33
1807    EX       ROCHETTE François               17    06    1911    00:15    Le Puy                    43
1808    EX       ROCQUIGNY Régis de              17    06    1924    23:30    Hallecourt                80
1809    PH       RODALLEC Marcel                 25    06    1913    19:15    Hennebont                 56
1810    PH       ROGER Henri                     01    05    1881    09:00    Béziers                   34
1811    PH       ROGET Jean                      14    05    1909    10:00    Coublevie                 38
1812    PH       ROHMER Francis                  20    02    1915    21:00    Colmar                    68
1813    MI       ROL-TANGUY Henri (TANGUY)       12    06    1908    20:00    Morlaix                   29
1814    PH       ROMAGNY Gabriel                 08    04    1912    07:00    Grenoble                  38
1815    PH     - ROMAIN René                     21    02    1925    02:00    Glageon                   59
1816    MI,EX  L ROMANS-PETIT Henri              13    02    1897    22:00    Firminy                   42
1817    MI       ROMBOUT Emile                   30    01    1918    01:00    Bollezeele                59
1818    PH       ROMETTI Aldo-Joseph             21    02    1912    18:00    Nice                      06
1819    EX       ROMIEU André                    29    11    1905    01:00    Montpellier               34
1820    MI       RONDOT Pierre                   02    06    1904    22:00    Versailles                78
1821    PH       ROQUEJEOFFRE Pierre             16    08    1901    12:00    Monsempron-Libos          47
1822    EX       ROQUEMAUREL Ithier de           15    09    1914    11:30    Villetoureix              24
1823    PH     - ROSANOFF Georges                13    05    1906    02:00    Nice                      06
1824    PH     - ROSENSTIEL-HELLER Pierre        24    07    1929    20:00    Strasbourg                67
1825    PH       ROSSERT André                   14    07    1898    05:00    Valenciennes              59
1826    MI       ROSSET René                     07    08    1898    04:00    Clermont-Ferrand          63
1827    EX       ROSTANG Pierre                  16    01    1902    16:00    Bordeaux-Caudéran         33
1828    PH       ROUAULT de la VIGNE Alain       03    11    1915    11:00    Rouen                     76
1829    EX       ROUAUX Marcel                   05    04    1910    18:45    Dingé                     35
1830    EX       ROUBACH Marcelle (BLOCH)        14    06    1896    23:30    Metz                      57
1831    PH     - ROUCOULES Léon                  18    01    1906    21:00    Montbazin                 34
1832    EX       ROUET Jacques                   14    08    1917    04:00    Gisors                    27
1833    MI       ROUGE Alphonse                  27    06    1903    22:00    Chalabre                  11
1834    PH       ROUGIER Gilberte                10    05    1913    22:30    Clermont-Ferrand          63
1835    PH     - ROUGIER Jean                    02    07    1885    10:00    Cahors                    46
1836    MI       ROUILLON Gaston                 11    10    1915    12:00    Souvigny                  03
1837    EX       ROULEAU Paul                    30    06    1911    08:00    Luxeuil les Bains         70
1838    PH       ROUMAJON Yves                   13    12    1914    01:00    Aix en Provence           13
1839    MI     L ROUMEGUERE Jacques              09    04    1917    11:45    Le Havre                  76
1840    EX       ROUQUETTE Maurice               22    03    1906    17:00    Limoges                   87
1841    EX       ROUSSEAU Claude                 28    11    1928    05:00    Dinard                    35
1842    PH       ROUSSEAU René                   14    10    1890    18:30    Tiercé                    49
1843    EX       ROUSSEL Michel                  05    01    1927    09:30    Le Petit-Quevilly         76
1844    MI     * ROUSSEL de COURCY Philippe      30    05    1827    12:00    Orléans                   45
1845    PH,EX    ROUSSELET Jean                  22    05    1921    08:00    Lure                      70
1846    MI     L ROUSSELOT Henri                 22    03    1912    17:40    Gap                       05
1847    EX       ROUSSET David                   18    01    1912    14:00    Roanne                    42
1848    MI     * ROUSSIN Albert                  02    08    1821    22:00    Brest                     29
1849    EX       ROUX Bernard                    15    08    1934    08:20    St Raphaël                83
1850    PH     - ROUX Jean                       06    08    1914    21:00    Commercy                  55
1851    PH       ROUX Marcel                     25    07    1909    10:00    Ajaccio                   20
1852    PH       ROUX Maurice                    09    09    1907    03:00    Oradour                   15
1853    MI       ROUX-ALIC Jean-Baptiste         30    06    1910    22:00    Marseille                 13
1854    EX       ROUYER-GUILLET Suzanne          25    08    1900    10:40    Cognac                    16
1855    PH       ROUZAUD Marcel                  23    05    1910    08:00    Lezat-sur-Lèze            09
1856    EX       ROWAN Charles                   07    02    1911    21:00    Bonnétable                72
1857    MI       ROY Hervé                       08    10    1912    14:30    Châteauneuf/Loire         45
1858    PH       ROY Robert                      09    08    1917    13:00    Vanves                    92
1859    EX       ROYER Jean Michel               27    02    1933    23:45    Poitiers                  86
1860    EX       ROZAN de MAZILLY Maurice        01    06    1893    20:00    St-Cyr                    78
1861    PH       ROZIER Marcel                   17    04    1914    14:00    Nantua                    01
1862    MI       RUBY Frédéric                   22    12    1883    14:00    Beaujeu                   69
1863    PH     - RUDAUX Philippe                 18    08    1910    06:00    Le Vésinet                78
1864    EX       RUELLAN Francis                 30    09    1894    07:00    Rennes                    35
1865    PH       RUFFIE Jacques                  22    11    1921    14:00    Limoux                    11
1866    EX       RUSTERHOLZ Jean                 10    09    1910    16:00    Florac                    48
1867    PH       SABLON Fernand                  23    04    1915    02:00    Epernay                   51
1868    EX       SACHOT Raymond-Eugène           27    01    1902    21:00    Semur-en-Auxois           21
1869    PH       SADOUL Paul                     01    05    1918    01:00    Tours                     37
1870    EX       SAILLARD Claude                 08    10    1926    17:00    Le Mans                   72
1871    MI       SAINT-ANDRE Jean de             18    06    1912    11:00    Toulouse                  31
1872    MI       SAINT-CRICQ Maurice             07    11    1921    03:30    Pau                       64
1873    MI     L SAINTENY Jean                   29    05    1907    04:20    Le Vésinet                78
1874    MI     L SAINT-HILLIER Bernard           29    12    1911    06:00    Dôle                      39
1875    EX       SALACROU Armand                 09    08    1899    10:30    Rouen                     76
1876    PH       SALASC Jean                     25    05    1911    13:00    Bar le Duc                55
1877    MI       SALMON Charles                  30    03    1910    04:00    Chaumont                  52
1878    MI       SALMON Omer                     20    01    1896    13:00    Nîmes                     30
1879    MI       SALTET Paul                     05    05    1868    06:00    St Jean du Gard           30
1880    MI       SALVAGNIAC André                29    06    1915    18:15    Montauban                 82
1881    EX       SALVET Robert                   07    07    1913    06:00    Rivesaltes                66
1882    PH       SALVY Jean                      22    07    1907    14:00    Castres                   81
1883    MI       SANTINI Pascal                  22    08    1908    23:00    Rodez                     12
1884    PH       SARAUX Henri                    08    09    1927    11:30    Niort                     79
1885    EX       SARGUEIL Jean                   24    04    1920    01:00    Egletons                  19
1886    PH       SARRADON Paul                   23    08    1907    18:00    Gallargues                30
1887    EX       SARRAZIN Maurice                18    03    1925    01:30    Toulouse                  31
1888    EX       SARRAZIN Pierre                 29    06    1914    19:30    Billezois                 03
1889    PH       SARTORY René                    22    03    1900    13:00    Versailles                78
1890    EX       SATURNE Paul                    13    07    1912    14:00    Castelnaudary             11
1891    MI       SAUBESTRE Vincent               19    01    1906    11:00    Aubervilliers             93
1892    PH       SAUBIER Eugène                  19    01    1920    06:00    Villeurbanne              69
1893    EX       SAULIEU François de             19    02    1907    03:00    Lucay-le-Libre            36
1894    EX       SAUVY Alfred                    31    10    1898    06:30    Villeneuve de la R        66
1895    EX       SCHAEFFER Pierre                14    08    1910    16:00    Nancy                     54
1896    EX       SCHICK Robert                   01    11    1909    02:30    St-Maur                   94
1897    PH     - SCHMITT Bernard                 26    01    1923    16:55    Strasbourg                67
1898    MI     * SCHMITZ Isidore Pierre          21    07    1820    01:30    Neuilly sur Marne         93
1899    EX       SCHNEBELEN Pierre               10    06    1935    13:30    Mulhouse                  68
1900    EX       SCHNEIDER Bertrand              11    03    1929    15:00    Grenoble                  38
1901    EX       SCHNEIDER Camille               29    11    1900    13:00    Molsheim                  67
1902    PH       SCHNEIDER Jean                  10    07    1911    07:45    Fontenay sous Bois        94
1903    EX       SCIANDRA Pierre                 16    10    1921    14:00    Toulon                    83
1904    MI     L SCITIVAUX DE GREISCHE Philippe  08    08    1911    07:00    Rosnay                    36
1905    PH       SCLAFER Jacques                 18    05    1914    11:00    Jonzac                    17
1906    PH       SECAIL Jean                     27    06    1921    15:30    Foix                      09
1907    EX       SECHET Philippe                 19    10    1928    23:45    Nogent sur Marne          94
1908    EX       SECRETAIN Roger                 25    08    1902    03:00    Orléans                   45
1909    EX       SEGARD Hubert                   24    04    1930    13:50    Tourcoing                 59
1910    EX       SEGARD Roger                    21    12    1924    11:00    Hazebrouck                59
1911    MI       SEGUINS PAZZIS Hubert de        16    12    1913    14:00    Orleans                   45
1912    PH       SEIGNEURIN Raymond              10    05    1912    17:00    Bergerac                  24
1913    MI       SELLON Georges                  06    08    1912    08:50    Marseille                 13
1914    PH       SENDRAIL Marcel                 31    08    1900    20:00    Toulouse                  31
1915    PH       SENEZ Jacques                   14    01    1915    01:00    Marseille                 13
1916    PH     - SERAFINI Victor                 29    09    1925    02:30    Bastia                    20
1917    PH       SERINGE Philippe                22    06    1909    17:00    Meudon                    92
1918    EX       SERVAL Alain                    29    05    1936    06:45    Boulogne-Billt            92
1919    PH       SERVELLE Marceau                26    04    1912    01:00    Auxonne                   21
1920    MI     * SEVEZ François                  22    11    1891    10:00    Chambéry                  73
1921    EX       SEXE Henri                      17    09    1918    20:30    Besançon                  25
1922    PH       SEYER Jean                      20    11    1914    06:00    Rouen                     76
1923    PH       SIEUR Marcel                    05    07    1888    06:00    Niort                     79
1924    PH       SIGALAS Raymond                 04    04    1892    17:00    Bordeaux                  33
1925    EX       SIGNORET Edmond                 02    04    1904    10:00    Cavaillon                 84
1926    EX       SIMAKIS Jacques (Constantin)    31    03    1919    19:35    Choisy le Roi             94
1927    MI       SIMARD Pierre                   27    02    1919    09:00    Charmes                   88
1928    MI     L SIMON Jean                      30    04    1912    17:00    Brest                     29
1929    MI       SIMON Jean                      02    02    1913    16:00    Le Relecq-Kerhuon         29
1930    EX       SIMON Jean-Marie                13    05    1914    18:00    Nancy                     54
1931    PH       SIMON Pierre                    03    01    1925    01:30    Metz                      57
1932    PH       SIMON René                      20    02    1890    12:00    Nancy                     54
1933    PH     + SIMONNET Henri                  07    08    1891    09:45    Meudon                    78
1934    PH       SIVADON Paul                    10    01    1907    22:30    Moncoutant                79
1935    MI       SIZAIRE Robert                  02    03    1904    18:00    Cassel                    59
1936    EX       SKAWINSKI Pierre                23    12    1912    12:00    Bordeaux                  33
1937    MI       SOISSONS Jean                   24    02    1919    11:15    Bar le Duc                55
1938    MI       SOL Alphonse                    06    07    1893    08:00    Quimper                   29
1939    EX       SONIER André                    03    11    1912    03:00    Menton                    06
1940    PH     - SONRIER Robert                  06    08    1908    18:00    Les Loges-Margueron       10
1941    EX       SOREAU Gaston                   29    07    1921    12:00    Cherancé                  72
1942    EX       SOUCHON Pierre                  26    02    1912    02:00    Mons en Baroeul           59
1943    MI       SOUFFLET Pierre                 15    10    1919    05:00    Moyenneville              80
1944    PH       SOULAIRAC André                 17    06    1913    07:30    Maubeuge                  59
1945    PH     * SOULIÉ Pierre                   05    09    1903    17:00    Montpellier               34
1946    PH     - SOULIER Jean                    01    02    1875    08:00    Polignac                  43
1947    PH       SOULIER Jean-Pierre             14    09    1915    01:00    Etretat                   76
1948    PH       SOULLARD Jacques                07    06    1910    00:15    Loudun                    86
1949    EX       SOUMAGNE Jacques                25    02    1928    07:30    Tours                     37
1950    PH       SOURDILLE Gabriel               03    10    1901    11:00    Nantes                    44
1951    PH       SOUTOUL Jean-Henri              11    07    1925    02:00    Nîmes                     30
1952    MI       SOUVIAT Jacques                 10    03    1920    06:00    St-Aulaye                 24
1953    PH       SOYER Gérard                    18    05    1924    02:00    Bois-Colombes             92
1954    MI       SPILLMANN Georges               31    07    1899    11:00    St Lunaire                35
1955    EX       SPRUNCK Emile                   11    09    1912    17:45    Walschbronn               57
1956    PH       STAGNARA Pierre                 16    01    1917    11:00    Loriol                    26
1957    MI       STEHLIN Martin                  11    05    1920    00:30    Audincourt                25
1958    PH       STEWART Walter                  31    05    1907    21:00    Mont Saint Aignan         76
1959    EX       STIEBEL Christian               16    08    1901    14:35    Orsay                     91
1960    PH       STOLL Georges                   11    05    1920    06:30    Mulhouse                  68
1961    MI       STORELLI André                  21    01    1911    09:00    Cour-Cheverny             41
1962    EX       STRIBICK Jean-Charles           12    06    1905    01:00    St-Etienne                42
1963    EX       SULITZER Paul-Loup              22    07    1946    19:20    Boulogne-Billt            92
1964    MI       SUQUET Jean                     27    09    1903    23:00    Toulon                    83
1965    PH       SWYNGEDAUW Jean                 03    03    1903    19:00    Lille                     59
1966    PH       TABART Emmanuel                 04    11    1875    21:00    St Hilaire-St Mesmin      45
1967    PH       TAILHEFER André                 28    07    1896    01:00    Toulouse                  31
1968    EX       TAINTURIER Pierre               15    03    1901    21:30    Dijon                     21
