# YEA	MON	DAY	NAME

 1856	4	1	Bretonneau Louis
 1856	5	24	Durietz Daniel
 1856	6	23	Mestres Eugene
 1856	7	5	Guillier Arthur
 1856	7	24	Brisy Rene
 1856	9	12	Gillet Ernest
 1856	9	27	Bernadaux Charles
 1856	11	18	Malet Baptiste
 1856	12	25	Morel Noel
 1856	12	27	Berthelier Jean
 1856	12	27	Gedalge Andre
 1857	1	3	Choisnel Marie
 1857	3	3	Bruneau Louis
 1857	3	8	Ducheron Pierre
 1857	3	21	Puzenat Emile
 1857	7	11	Lambert Charles
 1857	7	28	Rouher Edouard
 1857	10	20	Bilbaut Justin
 1858	1	10	Auvray Georges
 1858	2	8	Schvartz Emile
 1858	3	12	Sega Antoine
 1858	4	20	Chapuis Auguste
 1858	5	6	Hue Georges
 1858	5	19	Le Rey Frederic
 1858	7	10	Aubert Cesar
 1858	8	13	Jeannin Paul
 1858	8	17	Cazajus Jean
 1858	9	15	Franck Jules
 1858	10	20	Selmer Chery
 1859	2	12	Bernard Gustave
 1859	2	22	Bonniol Pierre
 1859	2	24	Neerman Auguste
 1859	2	25	Georges Alexandre
 1859	3	5	Defossez Desire
 1859	3	31	Baretty Charles
 1859	5	5	Caron Benoui
 1859	9	1	Guiard Eugene
 1859	10	12	Honnore Leon
 1859	10	14	Chevillard Paul
 1859	11	15	Vidal Bernard
 1859	12	17	Brousse Pierre
 1860	1	5	Naninck Charles
 1860	1	26	Erb Marie
 1860	3	9	Leroux Emile
 1860	5	9	Decret Claire
 1860	5	16	Marty Eugene
 1860	6	10	Hillemacher Lucien
 1860	6	25	Charpentier Gustave
 1860	8	12	Pellegrin Georges
 1860	9	26	Imbert Louis
 1860	10	8	Dreyfuss Louis
 1861	2	21	Breville Pierre
 1861	3	13	Cognier Achille
 1861	4	2	Cabilliot Georges
 1861	6	12	Missa Edmond
 1861	7	16	Richaud Leon
 1861	8	31	Mabille Henri
 1861	12	13	Paradis Henri
 1862	1	5	Galipeau Leon
 1862	2	3	Heisser Eugene
 1862	4	5	Ganne Gustave
 1862	5	2	Emmanuel Maurice
 1862	5	3	Clerc Jules
 1862	6	26	Fery Aime
 1862	7	1	Grand-Jany Anatole
 1862	7	15	Melodia Jules
 1862	8	22	Debussy Achille
 1862	8	28	Doucet Alfred
 1862	9	25	Boellmann Leon
 1862	10	1	Joly Edouard
 1862	11	8	Hayot Eugene
 1862	11	24	Leclere Pierre
 1862	12	4	Courrouy Francois
 1863	1	4	Ortmans Thomas
 1863	1	5	Couppas Vergne
 1863	4	4	Lechien Desire
 1863	5	25	Erlanger Camille
 1863	6	16	Vidal Paul
 1863	6	21	Aragon Francois
 1863	8	6	Andrieu Vincent
 1863	8	16	Pierne Gabriel
 1863	9	12	Valleray Ernest
 1863	9	20	Gennaro Mario
 1863	11	24	Allary Henri
 1863	11	29	Bonnifleau Eugene
 1864	2	19	Bonnet Antoine
 1864	3	5	Andres Francois
 1864	3	29	Lutz Charles
 1864	4	13	Dubroqua Simon
 1864	6	15	Ropartz Joseph
 1864	6	19	Cornu Paul
 1864	7	4	Sabathier Nicolas
 1864	7	19	Debuchy Albert
 1864	7	20	Carraud Michel
 1864	10	7	Selmer Alexandre
 1864	10	17	Leruste Roger
 1864	11	21	Brousse Joseph
 1864	11	23	Hiver Charles
 1864	12	4	Blemant Louis
 1865	1	31	Morfaux Leon
 1865	2	18	Bruneau Clement
 1865	4	14	Grenaud Paul
 1865	5	18	Caillol Francois
 1865	5	26	Requin Louis
 1865	6	9	Magnard Alberic
 1865	6	16	Bailly Cyrille
 1865	8	14	Dupin Paul
 1865	8	28	Fauthoux Pierre
 1865	9	29	Roux Arsene
 1865	10	1	Dukas Paul
 1865	10	17	Lagrange Bernard
 1865	10	29	Pinot Francois
 1865	11	13	Bacqueville Charles
 1865	12	7	Flament Achille
 1865	12	17	Boin Felicien
 1866	1	4	Abbiate Louis
 1866	2	6	Letocart Victor
 1866	4	14	Desmidt Samuel
 1866	4	22	Giraud Pierre
 1866	5	17	Satie Erik
 1866	6	11	Marichelle Jules
 1866	8	4	Routhier Eugene
 1866	8	15	Blanc Joseph
 1866	9	2	Pujol Ernest
 1866	9	13	Oudin Gustave
 1866	10	7	Delamothe Jean
 1866	10	8	Bonnet Clement
 1866	11	23	Pellenc Leon
 1867	1	27	Terrasse Claude
 1867	2	13	Mahaut Jean
 1867	6	19	Fichet Raymond
 1867	7	11	Gaspard Pierre
 1867	7	23	Charpentier Victor
 1867	9	1	Bondon Georges
 1867	10	26	Bourgeois Leon
 1867	10	27	Richard D'Ivry Charles
 1867	11	27	Koechlin Charles
 1867	12	27	Christine Henri
 1868	1	7	Aubry Georges
 1868	2	9	Bele Desire
 1868	2	10	Guichemerre Jean
 1868	5	4	Lubineau Emile
 1868	5	25	Fabre Emile
 1868	6	22	Furet Charles
 1868	6	28	Cappe Paul
 1868	7	3	Lamart Octave
 1868	7	4	Dupre Germain
 1868	8	26	Boblin Fernand
 1868	8	29	Longy Gustave
 1868	10	18	Lalanne Francois
 1868	11	2	Roillet Eugene
 1868	11	17	Argaing Rene
 1868	12	13	Gaudard Charles
 1869	2	4	Lussiez Theophile
 1869	2	13	Vuillermoz Louis
 1869	2	14	Ausseill Francois
 1869	3	2	Selz Joseph
 1869	3	29	Aubrespy Odener
 1869	4	5	Roussel Albert
 1869	6	8	Carre Alexandre
 1869	10	4	Bardout Alexandre
 1869	10	22	Bourdeau Eugene
 1869	11	14	Jousselin Louis
 1869	12	15	Libert Henri
 1870	1	20	Lekeu Guillaume
 1870	1	22	Tournemire Charles
 1870	3	12	Darnis Auguste
 1870	3	26	Runner Joseph
 1870	5	22	Dubois Jean
 1870	5	25	Coyaux Charles
 1870	6	4	Andre Rene
 1870	6	8	Grenier Jean
 1870	9	28	Schmitt Florent
 1870	10	1	Laigre Paul
 1870	10	8	Vierne Louis
 1870	12	2	Casadesus Francis
 1871	1	14	Vialet Jules
 1871	1	27	Beaudouin Camille
 1871	3	17	Espagnet Jean
 1871	3	24	Desoubrie Augustin
 1871	3	29	Barthel Alfred
 1871	4	15	Deliance Louis
 1871	4	28	Beyls Yvon
 1871	4	30	Balay Guillaume
 1871	5	3	Pieyre Auguste
 1871	5	19	Moret Victor
 1871	6	9	Baume Joseph
 1871	6	13	Berger Georges
 1871	10	31	Fouache Henri
 1872	1	16	Busser Henri
 1872	3	3	Bulteau Paul
 1872	4	8	Carre Felix
 1872	4	12	Plouchart Alphonse
 1872	4	15	Debeir Joseph
 1872	4	28	Dubois Leon
 1872	6	18	Delahaigue Albert
 1872	7	9	Agnellet Martin
 1872	7	17	Hudier Victor
 1872	7	20	Severac Deodat De
 1872	7	26	Bertelin Albert
 1872	8	25	Brisset Louis
 1872	9	15	Rinuccini Charles
 1872	12	6	Choinet Henri
 1872	12	24	Aubert Louis
 1873	1	14	Bloch Andreas
 1873	2	12	Bourges Pierre
 1873	2	22	Greiner Nicolas
 1873	3	21	Rey Albert
 1873	4	3	Castera Rene
 1873	4	14	Mercier Pierre
 1873	4	18	Milice Gustave
 1873	4	18	Roger-Ducasse
 1873	5	4	Letorey Omer
 1873	5	13	Dubois Jacques
 1873	5	14	Boucher Henri
 1873	6	23	Rousseau Julien
 1873	7	17	Willaume Albert
 1873	7	21	Do Casimir
 1873	8	25	Mager Paul
 1873	9	4	Robineau Leon
 1873	10	11	Morpain Denis
 1873	10	18	Bosc Elzear
 1873	11	10	Rabaud Henri
 1873	11	13	Jamme Emile
 1874	2	9	Barbe Adrien
 1874	2	22	Carcanade Rene
 1874	3	28	Excoulas Eugene
 1874	4	13	Gazilhou Louis
 1874	4	21	Cavailles Emile
 1874	4	26	Bleuzet Louis
 1874	5	1	Clerjot Maurice
 1874	7	27	Leroy Henri
 1874	8	25	Joly Louis
 1874	9	22	Briol Maurice
 1874	12	16	Chevalier Jean
 1874	12	30	Schmitt Alexandre
 1874	12	31	Loiseau Emile
 1875	1	1	Perrier Louis
 1875	1	13	Loyraux Jean
 1875	1	16	Creusot Armand
 1875	2	24	Boudoux Edmond
 1875	3	7	Ravel Maurice
 1875	4	29	Gouard Henri
 1875	6	13	Ollone Max
 1875	7	17	Capdevielle Jacques
 1875	8	6	Labey Marcel
 1875	8	30	Bret Gustave
 1875	10	2	Fevrier Henry
 1875	10	25	Pichon Jules
 1875	10	29	Daunis Franck
 1875	11	17	Mesnard Charles
 1875	11	22	Jeanjean Paul
 1875	12	1	Schmitt Alphonse
 1875	12	11	Chartier Paul
 1875	12	22	Mariotte Antoine
 1876	1	24	Delorme Alexandre
 1876	1	25	Hirschann Henri
 1876	2	24	Poueigh Jean
 1876	3	19	Boffy Leon
 1876	4	6	Delacroix Henri
 1876	4	28	Morel Florentin
 1876	5	13	Laparra Raoul
 1876	8	11	Bizet Joseph
 1876	8	22	Borrel Eugene
 1876	9	7	Andlauer Louis
 1877	1	14	Boudier Charles
 1877	1	23	Penable Antoine
 1877	2	11	Langrand Eugene
 1877	2	19	Aubert Louis
 1877	2	28	Castel Joseph
 1877	3	29	Boucherit Jules
 1877	4	10	Haudebert Lucien
 1877	4	24	Cuvillier Charles
 1877	5	11	Filleul Henry
 1877	5	11	Sailler Henri
 1877	6	2	Blanquart Gaston
 1877	6	2	Samazeuilh Gustave
 1877	7	8	Fournier Louis
 1877	8	22	Garban Lucien
 1877	9	8	Lecussant Louis
 1877	9	17	Hure Jean
 1877	10	20	Bernard Edouard
 1877	10	31	Estyle Abel
 1877	12	8	Ladmirault Paul
 1877	12	31	Mignion Ernest
 1878	1	24	Delfosse Gustave
 1878	2	27	Crepy Maurice
 1878	3	1	Dupont Gabriel
 1878	6	21	Joly Gustave
 1878	8	9	Domergue Charles
 1878	8	26	Durand Joseph
 1878	9	7	Piriou Adolphe
 1878	10	10	Degageux Lucien
 1878	10	15	Brun Pierre
 1878	10	19	Larmanjat Jacques
 1878	11	23	Caplet Andre
 1878	12	9	Couillaud Henri
 1878	12	24	Mallet Gaston
 1878	12	29	Hebrard Pierre
 1879	1	20	Rey Rachel
 1879	3	29	Chambris Henri
 1879	4	4	Grovlez Gabriel
 1879	4	6	Bastide Paul
 1879	4	6	Mazellier Jules
 1879	4	26	Chazeau Jean
 1879	5	19	Martin Henri
 1879	5	22	Cras Jean
 1879	7	4	Gaubert Philippe
 1879	7	10	Sorel Leon
 1879	8	12	Courtois Andre
 1879	9	5	Baton Rhene
 1879	9	20	Niverd Adolphe
 1879	9	22	Clerc Charles
 1879	10	21	Canteloube Joseph
 1879	12	5	Vignal Pierre
 1879	12	19	Vuillemin Louis
 1880	4	4	Mellin Francois
 1880	6	3	Buffet Emile
 1880	7	12	Cahusac Louis
 1880	8	21	Flament Edouard
 1880	9	17	Inghelbrecht Desire
 1880	10	3	Cottin Louis
 1880	11	16	Morel Georges
 1880	11	27	Leitert Maurice
 1880	12	31	Alphonse Jean
 1881	1	7	Gaubert Lucien
 1881	3	5	Fauchard Auguste
 1881	6	3	Chailley Francois
 1881	7	3	Pesse Marius
 1881	8	27	Couzin Maurice
 1881	10	25	Baillon Pierre
 1881	11	13	Le Flem Paul
 1881	12	6	Alibert Joseph
 1881	12	31	Vinck Octave
 1882	4	12	Dorson Jean
 1882	4	24	Drouet Georges
 1882	4	29	Cardon Gustave
 1882	5	25	Le Boucher Maurice
 1882	6	13	Bailly Louis
 1882	6	21	Delacroix Paul
 1882	7	11	Dusausoy Fernand
 1882	9	16	Bauduin Urbain
 1882	9	20	Lermyte Andre
 1883	4	12	Commette Edouard
 1883	6	28	Levy Maurice
 1883	10	30	Arcouet Gontran
 1883	12	22	Varese Edgar
 1884	1	4	Arambourou Charles
 1884	3	6	Huc Hector
 1884	4	14	Vieux Maurice
 1884	7	22	Billa Rene
 1884	8	7	Aulas Francisque
 1885	2	19	Moreau Robert
 1885	4	6	Salzedo Charles
 1885	11	9	Krieger Marie
 1885	11	23	Vandernotte Vital
 1885	12	1	Lioncourt Guy
 1885	12	24	Bastide Edmond
 1886	3	4	Bazelaire Paul
 1886	3	17	Monfeuillard Rene
 1886	5	3	Dupre Marcel
 1886	5	24	Paray Paul
 1886	6	23	Dere Jean
 1887	4	15	Andraud Jean
 1887	9	8	Boulnois Lucien
 1888	1	12	Delvincourt Claude
 1888	3	21	Samson Joseph
 1888	5	27	Durey Louis
 1888	7	5	La Presle Jacques
 1888	11	28	Belliard Maxime
 1889	3	29	Vellones Pierre
 1890	8	15	Ibert Jacques
 1890	12	29	Nat Yves
 1891	2	12	Yvain Maurice
 1891	2	27	Migot Georges
 1892	3	10	Honegger Arthur
 1892	5	31	Fourestier Louis
 1892	9	4	Milhaud Darius
 1895	6	29	Beydts Louis
 1895	12	2	Dandelot Georges
 1896	7	21	Rivier Jean
 1898	7	9	Delannoy Marcel
 1898	9	13	Desormiere Roger
 1898	10	29	Bondeville Emmanuel
 1899	1	1	Loucheur Raymond
 1899	1	7	Poulenc Francis
 1900	1	3	Jaubert Maurice
 1900	1	6	Ferroud Pierre
 1900	4	23	Barraud Henri
 1901	8	17	Tomasi Henri
 1902	1	11	Durufle Maurice
 1903	7	25	Fleury Andre
 1904	6	13	Goue Emile
 1905	2	7	Passani Emile
 1905	3	25	Caby Robert
 1905	4	2	Bozza Eugene
 1906	1	13	Jacob Maxime
 1906	5	2	Thiriet Maurice
 1906	12	1	Cartan Jean
 1907	2	15	Langlais Jean
 1907	5	19	Bernard Guy
 1907	9	14	Alix Rene
 1908	12	10	Messiaen Olivier
 1909	8	11	Litaize Gaston
 1910	4	30	Lantier Pierre
 1911	2	2	Grunenwald Jean
 1911	2	3	Alain Jehan
 1912	2	7	Desenclos Alfred
 1912	5	23	Francais Jean
 1912	11	8	Martinet Jean
 1913	10	24	Gobbi Tito
 1915	2	18	Landowski Marcel
 1916	1	22	Dutilleux Henri
 1922	4	21	Petit Pierre
 1924	9	13	Jarre Maurice
 1925	3	26	Boulez Pierre
 1928	1	27	Damase Jean
