# http://cura.free.fr/gauq/902gdE2e.html
# 11370 New Birth Data (PARIS 15). Series E, volume 2e
# Children born in the years 1923 to 1929 and 1933 to 1935 (Unpublished Data)
# Series E: Planetary Heredity. A Reappraisal on 50,000 subjects (Volume 2e)
# by Michel et Françoise GAUQUELIN
# [3rd CURA's edition, revised by Patrice Guinard : February 2009]
# 沒有醫院資料 , 地點都在巴黎

# Notice , 8224沒有NUM ,手動補上

# NUM : Number : from 1 to 11371 (n. 8870 doesn't exist)
# SEX : M = mother ; F = father ; D = daughter ; S = son
# 沒有 PL (出生地點) !
# DAY : Day of birth
# MON : Month of birth
# YEA : Year of birth
# H : Hour of birth ; Birthtime is converted to standard time, either for zone 0 (= GMT) or -1 (= CET)
# MN : Minutes
# SEC : Seconds
# Ci : Ci code (see the Introduction), sometimes missing
# TZ : Time Zone at the place of birth and date of birth (0 or -1)
# LAT : Latitude of Birth place
# LON : Longitude of Birth place
# COD : Abbreviated Code of Birth place indicating the French "Département"
# (The Birth place is not mentioned)

# 0    1   2   3   4  5  6   7   8   9       10      11  12
# NUM	SEX	DAY	MON	YEA	H	MN	SEC	Ci	TZ      LAT     LON	COD

303	F	19	04	1886	14	20	40	12	0	48N50	2E20	75
304	M	09	12	1886	20	50	40	07	0	48N50	2E20	75
305	D	26	10	1923	06	25	0	04	0	48N50	2E20	75
306	S	15	08	1925	09	15	0	01	0	48N50	2E20	75
307	F	01	05	1886	15	50	40	10	0	48N50	2E20	75
308	M	09	07	1893	10	50	40	01	0	48N50	2E20	75
309	D	14	08	1927	19	10	0	04	0	48N50	2E20	75
310	F	24	07	1886	0	50	40	05	0	48N50	2E20	75
311	M	14	10	1891	12	50	40	05	0	48N50	2E20	75
312	S	29	04	1923	17	15	0	02	0	48N50	2E20	75
313	F	23	08	1886	14	50	40	08	0	48N50	2E20	75
314	M	19	12	1892	22	20	40	08	0	48N50	2E20	75
315	D	06	09	1923	11	0	0	0	0	48N50	2E20	75
316	F	02	09	1886	06	50	40	02	0	48N50	2E20	75
317	M	30	10	1893	09	50	40	07	0	48N50	2E20	75
318	D	09	09	1923	03	0	0	09	0	48N50	2E20	75
319	F	21	09	1886	03	50	40	13	0	48N50	2E20	75
320	M	14	12	1902	15	20	40	02	0	48N50	2E20	75
321	S	10	03	1923	16	0	0	01	0	48N50	2E20	75
322	S	24	05	1927	09	0	0	02	0	48N50	2E20	75
323	S	27	02	1929	04	0	0	19	0	48N50	2E20	75
324	F	13	10	1886	21	50	40	09	0	48N50	2E20	75
325	M	09	01	1894	13	50	40	04	0	48N50	2E20	75
326	S	12	04	1925	06	50	0	09	0	48N50	2E20	75
327	F	14	10	1886	0	50	40	07	0	48N50	2E20	75
328	M	15	03	1898	15	50	40	20	0	48N50	2E20	75
329	D	14	11	1924	15	35	0	06	0	48N50	2E20	75
330	S	19	06	1927	16	30	0	0	0	48N50	2E20	75
331	F	17	10	1886	10	50	40	08	0	48N50	2E20	75
332	M	20	05	1894	06	50	40	06	0	48N31	2W45	22
333	S	02	10	1926	02	0	0	03	0	48N50	2E20	75
334	F	10	11	1886	17	50	40	03	0	48N50	2E20	75
335	M	22	07	1897	01	50	40	10	0	48N50	2E20	75
336	S	06	01	1935	19	20	0	0	0	48N50	2E20	75
337	F	26	11	1886	09	50	40	05	0	48N50	2E20	75
338	M	05	04	1888	08	20	40	12	0	48N50	2E20	75
339	D	24	01	1924	18	0	0	11	0	48N50	2E20	75
340	F	27	11	1886	05	50	40	02	0	48N50	2E20	75
341	M	30	05	1893	02	50	40	16	0	48N50	2E20	75
342	D	05	07	1924	10	0	0	01	0	48N50	2E20	75
343	F	04	12	1886	22	50	40	11	0	48N50	2E20	75
344	M	29	11	1892	19	50	40	05	0	48N50	2E20	75
345	D	28	03	1924	19	0	0	01	0	48N50	2E20	75
346	F	09	12	1886	06	50	40	03	0	48N50	2E20	75
347	M	06	07	1901	08	50	40	06	0	48N50	2E20	75
348	S	30	07	1924	08	0	0	0	0	48N50	2E20	75
349	D	28	09	1926	16	0	0	0	0	48N50	2E20	75
350	F	05	02	1887	03	50	40	09	0	48N50	2E20	75
351	M	20	10	1894	09	50	40	05	0	48N50	2E20	75
352	D	14	02	1925	11	0	0	04	0	48N50	2E20	75
353	F	04	06	1887	19	50	40	02	0	48N50	2E20	75
354	M	18	12	1893	20	50	40	01	0	48N50	2E20	75
355	D	26	11	1926	02	55	0	03	0	48N50	2E20	75
356	F	11	06	1887	06	50	40	07	0	48N50	2E20	75
357	M	01	04	1891	02	50	40	13	0	48N50	2E20	75
358	D	09	06	1925	03	30	0	01	0	48N50	2E20	75
359	F	22	07	1887	18	20	40	0	0	48N50	2E20	75
