# 新版 http://cura.free.fr/gauq/902gdA5.html
# 舊版 http://cura.free.fr/gauq/11gdA5a.txt
# Actor 演員 , 1408位

# PRO	NUM	COU	DAY	MON	YEA	H	MN	SEC	TZ	LAT	LON	COD	CITY	

A	706	F	29	5	1929	0	0	0	0	48N42	6E12	54	NANCY
A	707	F	25	7	1863	16	52	0	0	49N 0	2E 0	95	ARGENTEUIL
A	708	F	31	5	1823	20	55	40	0	49N26	1E 5	76	ROUEN
A	709	F	18	5	1858	5	50	40	0	48N50	2E20	75	PARIS
A	710	F	23	6	1903	0	50	40	0	45N11	5E43	38	SAINT-CHEF
A	711	F	21	1	1928	17	45	0	0	48N36	2E20	91	BRUNOY
A	712	F	3	8	1846	23	50	40	0	48N50	2E20	75	PARIS
A	713	F	29	5	1871	13	50	4	0	48N47	2E29	94	VINCENNES
A	714	F	15	11	1878	12	38	32	0	43N18	5E22	13	MARSEILLE
A	715	F	13	12	1886	2	38	32	0	43N18	5E22	13	MARSEILLE
A	716	F	17	1	1851	12	39	8	0	46N12	5E13	01	BOURG
A	717	F	18	12	1900	5	50	40	0	48N 7	1W40	35	ST-SERVAN-S-MER
A	718	F	27	10	1912	7	0	0	0	47N35	1E20	41	LA FERTE-IMBAUL
A	719	F	7	9	1873	13	50	40	0	48N50	2E20	75	PARIS 15E
A	720	F	1	6	1901	8	35	40	0	48N50	2E20	75	PARIS 5E
A	721	F	28	10	1877	13	51	16	0	48N50	2E11	92	CHAVILLE
A	722	F	15	5	1850	22	49	20	0	48N33	2E40	77	MONTEREAU-FAUT-
A	723	F	23	1	1905	19	50	40	0	36N47	3E 0	ALG	ALGER
A	724	F	17	8	1934	13	0	0	0	43N42	7E16	06	NICE
A	725	F	10	9	1771	1	42	48	0	52N 6	4E18	N	LA HAYE
A	726	F	18	4	1865	17	1	48	0	46N19	0W27	79	NIORT
A	727	F	9	10	1907	2	50	40	0	48N50	2E 8	78	LE PECQ
A	728	F	12	5	1924	1	0	0	0	48N55	2E30	93	PANTIN
A	729	F	17	7	1923	2	0	0	0	43N32	6E28	83	BANDOL
A	730	F	23	2	1862	22	50	40	0	48N50	2E20	75	PARIS 20E
A	731	F	25	4	1837	8	54	0	0	48N27	1E30	28	LA BAZOCHE-GOUE
A	732	F	9	7	1835	11	50	40	0	48N50	2E20	75	PARIS
A	733	F	24	8	1923	21	55	0	0	47N48	3E35	89	ST-BRIS-LE-VINE
A	734	F	29	5	1830	17	50	40	0	48N50	2E20	75	PARIS
A	735	F	6	9	1850	8	35	16	0	49N 7	6E11	57	FAULQUEMONT
A	736	F	1	6	1937	10	35	0	0	43N32	6E28	83	LA SEYNE-S-MER
A	737	F	8	12	1855	4	2	16	0	43N40	0E36	32	LE HOUGA
A	738	F	25	7	1923	19	25	0	0	48N50	2E 8	78	SARTROUVILLE
A	739	F	24	9	1883	1	57	36	0	44N50	0W34	33	BLAYE
A	740	F	18	5	1913	16	0	0	0	43N12	2E21	11	NARBONNE
A	741	F	13	7	1858	4	46	40	0	46N34	3E20	03	MOULINS
A	742	F	23	3	1830	21	50	40	0	48N50	2E20	75	PARIS
A	743	F	1	7	1918	4	30	0	0	49N26	1E 5	76	ROUEN
A	744	F	12	3	1918	11	0	0	0	43N37	3E53	34	SETE
A	745	F	19	12	1831	9	50	40	0	48N50	2E20	75	PARIS
A	746	F	30	1	1931	23	30	0	0	36N47	3E 0	ALG	ALGER
A	747	F	5	2	1817	6	50	40	0	48N50	2E20	75	PARIS
A	748	F	21	8	1892	16	50	40	0	48N 7	1W40	35	RENNES
A	749	F	30	9	1868	7	57	36	0	44N50	0W34	33	BORDEAUX
A	750	F	23	10	1937	3	0	0	0	48N47	2E29	94	VILLECRESNES
A	751	F	2	10	1906	6	50	40	0	48N 7	1W40	35	RENNES
A	752	F	2	7	1863	12	51	28	0	48N50	2E 8	78	VERSAILLES
A	753	F	30	4	1873	10	50	36	0	43N12	2E21	11	SALLELES-D AUDE
A	754	F	13	1	1910	9	50	40	0	48N50	2E11	92	VANVES
A	755	F	1	12	1933	9	30	0	0	48N 0	4W 6	29	PONT-L ABBE
A	756	F	16	3	1819	11	49	20	0	48N33	2E40	77	CRECY
A	757	F	16	4	1937	22	0	0	0	48N35	7E45	67	STRASBOURG
A	758	F	9	1	1924	4	0	0	0	48N55	2E30	93	ST-DENIS
A	759	F	23	11	1923	16	0	0	0	48N47	2E29	94	ST-MANDE
A	760	F	20	3	1923	4	15	0	0	48N50	2E11	92	CLAMART
A	761	F	10	3	1920	5	30	0	0	48N50	2E11	92	VILLE D AVRAY
A	762	F	26	11	1919	8	0	0	0	45N47	3E 5	63	CLERMOND-FERRAND
A	763	F	5	3	1903	9	20	40	0	45N47	3E 5	63	ST-AMANT-TALLEN
A	764	F	11	2	1883	7	59	20	0	45N39	0E10	16	BAIGNES
A	765	F	25	3	1912	15	0	0	0	43N37	3E53	34	SETE
A	766	F	6	4	1904	0	50	40	0	43N18	5E22	13	MARSEILLE
A	767	F	2	2	1850	1	20	40	0	48N50	2E20	75	PARIS
A	768	F	24	3	1917	10	30	0	0	46N 9	1W10	17	ST-JEAN-D'ANGELY
A	769	F	29	8	1885	7	50	4	0	48N47	2E29	94	ST-MAUR
A	770	F	5	8	1921	2	0	0	0	45N54	6E 7	74	THONES
A	771	F	27	5	1932	19	30	0	0	46N49	1E41	36	FREDILLE
A	772	F	22	3	1924	1	10	0	0	46N59	3E 9	58	NEVERS
A	773	F	24	1	1897	19	50	40	0	45N11	5E43	38	CLAIX
A	774	F	11	5	1846	2	53	16	0	46N49	1E41	36	LE BLANC
A	775	F	25	5	1899	13	50	40	0	49N34	3E37	02	LAON
A	776	F	13	8	1865	0	20	40	0	48N50	2E20	75	PARIS 4E
A	777	F	3	11	1895	11	50	40	0	43N18	0W22	64	BAYONNE
A	778	F	29	6	1868	10	47	40	0	50N39	3E 5	59	BOLLEZEELE
A	779	F	26	11	1836	1	50	40	0	48N50	2E20	75	PARIS
A	780	F	9	12	1867	12	50	40	0	48N50	2E20	75	PARIS 18E
A	781	F	4	10	1864	22	10	40	0	45N46	4E50	69	OULLINS
A	782	F	23	9	1906	15	50	40	0	43N37	3E53	34	BEZIERS
A	783	F	6	10	1904	6	20	40	0	45N50	1E15	87	BELLAC
A	784	I	25	6	1900	23	0	0	-1	45N30	9E15	MI	MILANO
A	785	I	7	10	1913	21	0	0	-1	44N36	11E15	MO	MODENA
A	786	I	17	8	1917	0	30	0	-1	39N24	9E 0	CA	CAGLIARI
A	787	I	3	12	1837	18	6	0	-1	38N 0	13E30	PA	COLLESANO
A	788	I	3	6	1890	0	10	4	-1	40N30	17E30	TA	TARANTO
A	789	I	2	9	1932	7	15	0	-1	45N 0	12E15	RO	ROMA
A	790	I	28	4	1915	23	0	0	-1	40N54	14E 0	NA	NAPOLI
A	791	I	28	12	1905	20	0	0	-1	45N30	11E 0	BS	BRESCIA
A	792	I	26	7	1876	22	40	4	-1	37N30	15E 0	CT	CATANIA
A	793	I	23	12	1921	4	30	0	-1	45N30	12E30	VE	VENEZIA-MALAMOC
A	794	I	5	7	1916	18	45	0	-1	38N 6	15E30	RC	PALMI
A	795	I	25	2	1874	11	10	4	-1	45N 0	12E15	RO	CIVITAVECCHIA
A	796	I	21	2	1902	5	45	0	-1	45N 0	8E 0	TO	TORINO
A	797	I	29	10	1932	21	40	0	-1	45N 0	12E15	RO	ROMA
A	798	I	4	8	1914	1	30	0	-1	44N30	11E 0	BO	BOLOGNA
A	799	I	22	7	1909	14	0	0	-1	45N 0	12E15	RO	ROMA
A	800	I	28	8	1917	6	0	0	-1	40N24	18E45	LE	LECCE
A	801	I	15	7	1893	12	50	4	-1	45N 0	12E15	RO	ROMA
A	802	I	18	2	1926	18	0	0	-1	45N 0	12E15	RO	ROMA
A	803	I	1	12	1888	5	40	4	-1	45N 0	12E15	RO	ROMA
A	804	I	19	11	1921	10	30	0	-1	44N48	10E45	PR	PARMA
A	805	I	5	12	1919	7	0	0	-1	44N42	12E30	FE	FERRARA
A	806	I	23	7	1899	12	50	0	-1	44N30	11E 0	BO	BOLOGNA
A	807	I	2	5	1896	22	0	0	-1	40N54	14E 0	NA	NAPOLI
A	808	I	28	8	1875	23	10	4	-1	45N 0	8E 0	TO	TORINO
A	809	I	6	2	1901	6	0	0	-1	45N30	9E15	MI	MILANO
A	810	I	9	12	1883	20	10	4	-1	45N 0	8E 0	TO	TORINO
A	811	I	25	4	1901	12	0	0	-1	43N42	11E30	FI	FIRENZE
A	812	I	22	4	1906	14	45	0	-1	43N18	11E45	SI	SIENA
A	813	I	24	6	1882	23	40	4	-1	45N30	9E15	MI	MILANO
A	814	I	13	5	1902	13	0	0	-1	43N42	11E30	FI	FIRENZE
A	815	I	19	5	1904	19	15	0	-1	45N12	11E 0	MN	MANTOVA
A	816	I	1	1	1900	18	30	0	-1	44N48	10E45	PR	PARMA-GOLESE
A	817	I	4	11	1879	5	10	4	-1	40N42	15E15	SA	CAVA DEI TIRREN
A	818	I	4	5	1926	13	0	0	-1	40N54	14E 0	NA	NAPOLI
A	819	I	9	1	1897	21	0	0	-1	41N36	13E15	FR	FROSINONE
A	820	I	18	9	1916	5	15	0	-1	44N30	11E 0	BO	BOLOGNA
A	821	I	31	3	1895	8	30	0	-1	45N 0	12E15	RO	ROMA
A	822	I	16	4	1912	22	40	0	-1	43N18	11E45	SI	SIENA
A	823	I	6	10	1895	7	0	0	-1	45N 0	12E15	RO	ROMA
A	824	I	16	8	1908	6	20	0	-1	43N42	11E30	FI	FIRENZE
A	825	I	7	9	1909	9	0	0	-1	43N42	11E30	FI	PRATO
A	826	I	5	2	1909	20	10	0	-1	43N42	11E30	FI	CERTALDO
A	827	I	6	5	1884	20	40	4	-1	45N 0	12E15	RO	ROMA
A	828	I	16	12	1877	4	10	4	-1	43N42	11E30	FI	FIRENZE
A	829	I	5	10	1906	20	0	0	-1	45N 0	8E 0	TO	TORINO
A	830	I	9	2	1916	18	0	0	-1	45N30	9E15	MI	LEGNANO
A	831	I	2	1	1889	5	40	4	-1	44N54	8E30	AT	ASTI
A	832	I	21	12	1869	9	55	4	-1	45N12	11E 0	CR	CREMONA
A	833	I	20	5	1907	16	30	0	-1	44N12	12E30	FO	FORLI
A	834	I	6	9	1893	12	30	4	-1	38N 0	15E30	ME	STA-TERESA DI R
A	835	I	25	10	1906	14	0	0	-1	46N 0	13E30	UD	SEQUALS
A	836	I	4	11	1880	19	45	4	-1	44N30	11E 0	BO	BOLOGNA
A	837	I	25	7	1895	12	0	0	-1	45N30	12E 0	VI	VICENZA
A	838	I	10	6	1911	5	0	0	-1	45N 0	8E 0	TO	TORINO
A	839	I	23	2	1889	20	40	4	-1	45N 0	12E15	RO	ROMA
A	840	I	23	8	1904	10	0	0	-1	45N48	9E15	CO	LECCO
A	841	I	3	5	1901	21	0	0	-1	44N30	11E 0	BO	BOLOGNA
A	842	I	13	4	1897	22	0	0	-1	45N36	12E45	TV	TREVISO
A	843	I	21	10	1916	17	0	0	-1	43N42	11E30	FI	FIRENZE
A	844	I	29	11	1871	14	10	4	-1	42N18	14E15	CH	CHIETI
A	845	I	19	7	1891	8	20	4	-1	45N 0	12E15	RO	ROMA
A	846	I	8	2	1885	19	10	4	-1	40N54	14E 0	NA	NAPOLI
A	847	I	29	12	1902	7	0	0	-1	42N24	14E30	PE	TORRE DEI PASSE
A	848	I	2	2	1924	3	0	0	-1	45N 0	8E 0	TO	TORINO
A	849	I	27	9	1891	20	10	4	-1	40N54	14E 0	NA	NAPOLI
A	850	I	20	5	1915	11	0	0	-1	45N 0	12E15	RO	ROMA
A	851	I	26	2	1897	4	30	0	-1	44N54	8E30	AT	ASTI
A	852	I	6	4	1907	5	30	0	-1	45N30	12E30	VE	S MICHELE AL TA
A	853	I	16	9	1929	20	0	0	-1	40N54	14E 0	NA	NAPOLI
A	854	I	1	5	1905	7	0	0	-1	40N54	14E 0	NA	NAPOLI
A	855	I	5	2	1888	16	10	4	-1	43N42	11E30	FI	FIRENZE
A	856	I	26	8	1909	8	0	0	-1	40N54	14E 0	NA	NAPOLI
A	857	I	16	7	1912	18	0	0	-1	43N42	11E30	FI	FIRENZE
A	858	I	22	11	1899	14	0	0	-1	45N 0	12E15	RO	ROMA
A	859	I	24	5	1900	15	0	0	-1	40N54	14E 0	NA	NAPOLI
A	860	I	26	8	1903	18	0	0	-1	40N54	14E 0	NA	NAPOLI
A	861	I	3	7	1898	4	0	0	-1	40N54	14E 0	NA	NAPOLI
A	862	I	12	6	1917	9	0	0	-1	40N54	14E 0	NA	NAPOLI
A	863	I	12	5	1934	22	30	0	-1	45N30	9E15	MI	MILANO
A	864	I	2	12	1925	23	0	0	-1	40N54	14E 0	NA	NAPOLI
A	865	I	6	7	1890	20	5	4	-1	45N 0	8E 0	TO	TORINO
A	866	I	8	5	1854	2	4	0	-1	40N54	14E 0	NA	NAPOLI
A	867	I	7	10	1865	19	48	0	-1	40N36	18E 0	BR	BRIDISI
A	868	I	7	7	1901	11	0	0	-1	41N36	13E15	FR	SORA
A	869	I	10	7	1907	14	30	0	-1	40N48	8E30	SS	ALGHERO
A	870	I	4	12	1872	10	40	4	-1	45N 0	8E 0	TO	TORINO
A	871	I	6	12	1860	10	4	0	-1	40N54	14E 0	NA	NAPOLI
A	872	I	22	8	1916	22	45	0	-1	45N 0	12E15	RO	ROMA
A	873	I	23	10	1847	1	10	0	-1	38N 0	12E30	TP	TRAPANI
A	874	I	5	7	1889	13	10	4	-1	40N54	14E 0	NA	NAPOLI
A	875	I	8	9	1865	11	4	0	-1	40N54	14E 0	NA	NAPOLI
A	876	I	11	2	1895	15	30	0	-1	45N 0	12E15	RO	ROMA
A	877	I	6	5	1903	2	0	0	-1	45N30	12E30	VE	VENEZIA
A	878	I	19	11	1893	7	0	0	-1	45N 0	12E15	RO	ROMA
A	879	I	3	10	1858	2	24	0	-1	45N12	9E 0	PV	VIGEVANO
A	880	I	11	2	1847	18	24	0	-1	45N 0	9E 0	AL	MORANO SUL PO
A	881	I	10	8	1850	19	4	0	-1	40N54	14E 0	NA	NAPOLI
A	882	I	6	7	1871	19	10	4	-1	45N 0	12E15	RO	ROMA
A	883	I	1	2	1905	3	0	0	-1	44N30	11E 0	BO	BOLOGNA
A	884	I	4	4	1869	5	30	4	-1	43N42	11E30	FI	FIRENZE
A	885	I	4	8	1914	18	0	0	-1	40N54	14E 0	NA	NAPOLI
A	886	I	24	7	1908	9	0	0	-1	41N12	17E 0	BA	BARI
A	887	I	8	5	1915	15	0	0	-1	43N42	11E30	FI	CALENZANO
A	888	I	1	5	1906	12	30	0	-1	45N 0	12E15	RO	ROMA
A	889	I	21	10	1919	10	0	0	-1	45N 0	12E15	RO	ROMA
A	890	I	6	8	1929	7	0	0	-1	45N 0	12E15	RO	ROMA
A	891	I	5	7	1869	23	10	4	-1	45N30	9E15	MI	MILANO
A	892	I	24	7	1892	9	10	4	-1	40N54	14E 0	NA	NAPOLI
A	893	I	20	8	1809	20	21	0	-1	45N 0	9E45	PC	PIACENZA
A	894	I	6	12	1877	13	10	4	-1	45N30	9E15	MI	MILANO
A	895	I	3	4	1909	5	30	0	-1	44N30	11E 0	BO	BOLOGNA
A	896	I	10	4	1867	20	10	4	-1	44N30	11E 0	BO	CASTEL S PIETRO
A	897	I	1	5	1868	1	10	4	-1	45N12	9E 0	PV	S ZENONE AL PO
A	898	I	19	7	1908	17	0	0	-1	40N54	14E 0	NA	NAPOLI
A	899	I	28	1	1908	4	25	0	-1	41N36	14E45	CB	MONTENERO DI BI
A	900	I	19	7	1888	20	10	4	-1	40N54	14E 0	NA	NAPOLI
A	901	I	17	9	1888	12	25	4	-1	43N42	11E30	FI	FIRENZE
A	902	I	12	12	1883	5	10	4	-1	43N42	11E30	FI	FIRENZE
A	903	I	12	2	1893	7	10	4	-1	39N18	16E30	CS	MONTALTO
A	904	I	29	3	1939	15	5	0	-1	45N30	12E30	VE	VENEZIA
A	905	I	25	3	1935	17	0	0	-1	45N 0	12E15	RO	ROMA
A	906	I	16	8	1899	22	40	0	-1	45N 0	12E15	RO	ROMA
A	907	I	3	8	1901	9	0	0	-1	40N54	14E 0	NA	NAPOLI
A	908	I	30	8	1908	5	40	0	-1	45N 0	12E15	RO	ROMA
A	909	I	24	10	1913	4	30	0	-1	45N30	12E 0	VI	BASSANO DEL GRA
A	910	I	6	2	1906	13	0	0	-1	44N24	12E15	RA	LUGO DI ROMAGNA
A	911	I	25	10	1874	4	10	4	-1	44N48	10E45	PR	BORGO SAN DOMIN
A	912	I	19	4	1883	0	30	4	-1	45N30	9E15	MI	MILANO
A	913	I	13	1	1903	5	0	0	-1	44N36	11E15	MO	NONANTOLA
A	914	I	2	2	1916	21	45	0	-1	45N30	9E15	MI	MILANO
A	915	I	22	1	1908	14	0	0	-1	40N54	14E 0	NA	NAPOLI
A	916	I	25	3	1827	20	4	0	-1	40N54	14E 0	NA	NAPOLI
A	917	I	5	12	1914	23	50	0	-1	45N 0	12E15	RO	ROMA
A	918	I	2	1	1900	11	10	0	-1	43N42	11E 0	LU	LUCCA
A	919	I	3	7	1912	16	0	0	-1	43N42	11E30	FI	FIRENZE
A	920	I	13	10	1882	11	40	4	-1	44N42	12E30	FE	FERRARA
A	921	I	27	5	1902	11	0	0	-1	45N 0	8E 0	TO	TORINO
A	922	I	8	4	1880	14	10	4	-1	40N54	14E 0	NA	NAPOLI
A	923	I	28	7	1908	21	0	0	-1	45N30	9E15	MI	MILANO
A	924	I	24	8	1881	2	40	4	-1	37N 0	15E30	SR	SIRACUSA
A	925	I	2	2	1844	20	4	0	-1	40N54	14E 0	NA	NAPOLI
A	926	I	8	8	1904	16	0	0	-1	45N24	11E 0	VR	VERONA
A	927	I	11	7	1908	2	30	0	-1	43N42	11E30	FI	FIRENZE
A	928	I	2	8	1895	0	0	0	-1	40N48	8E30	SS	TEMPIO PAUSANIA
A	929	I	4	6	1892	5	25	4	-1	43N42	11E30	FI	FIRENZE
A	930	I	18	8	1925	15	0	0	-1	45N 0	12E15	RO	ROMA
A	931	I	23	7	1912	20	0	0	-1	45N12	9E 0	PV	PAVIA
A	932	I	16	10	1885	11	10	4	-1	44N36	10E45	RE	REGGIO EMILIA
A	933	I	17	4	1892	21	10	4	-1	39N 0	17E30	CZ	VIBO VALENTIA
A	934	I	29	6	1899	17	0	0	-1	45N30	9E15	MI	MILANO
A	935	I	10	5	1887	18	10	4	-1	40N54	14E 0	NA	NAPOLI
A	936	I	29	4	1887	5	10	4	-1	41N36	13E15	FR	FROSINONE
A	937	I	1	1	1881	8	40	4	-1	45N 0	8E 0	TO	TORINO
A	938	I	5	7	1917	13	0	0	-1	45N30	9E15	MI	MILANO
A	939	I	25	5	1907	22	0	0	-1	40N54	14E 0	NA	NAPOLI
A	940	I	2	12	1836	20	4	0	-1	40N54	14E 0	NA	NAPOLI
A	941	I	6	12	1908	16	0	0	-1	40N54	14E 0	NA	NAPOLI
A	942	I	19	1	1912	20	0	0	-1	40N54	14E 0	NA	NAPOLI
A	943	I	18	12	1871	4	10	4	-1	37N30	15E 0	CT	CATANIA
A	944	I	30	1	1913	19	30	0	-1	40N30	15E45	PZ	TRAMUTOLA
A	945	I	28	2	1831	12	4	0	-1	40N54	14E 0	NA	NAPOLI
A	946	I	4	12	1891	7	40	4	-1	43N42	11E30	FI	FIRENZE
A	947	I	20	11	1887	13	15	4	-1	44N30	11E 0	BO	BOLOGNA
A	948	I	31	5	1896	21	45	0	-1	44N30	11E 0	BO	BOLOGNA
A	949	I	31	12	1920	22	0	0	-1	40N54	14E 0	NA	NAPOLI
A	950	I	26	2	1911	7	30	0	-1	44N 0	10E30	MS	CARRARA
A	951	I	21	3	1880	3	40	4	-1	45N 0	12E15	RO	ROMA
A	952	I	3	8	1863	5	8	0	-1	43N 0	13E 0	PG	PERUGIA
A	953	I	1	6	1901	1	0	0	-1	45N 0	12E15	RO	ROMA
A	954	I	3	6	1905	21	0	0	-1	45N 0	12E15	RO	ROMA
A	955	I	24	11	1906	9	0	0	-1	45N 0	12E15	RO	ROMA
A	956	I	15	7	1932	1	0	0	-1	44N30	11E 0	BO	VERGATO
A	957	I	7	1	1930	14	0	0	-1	40N54	14E 0	NA	NAPOLI
A	958	I	11	11	1881	10	10	4	-1	43N24	13E15	MC	MACERATA
A	959	I	11	7	1907	10	0	0	-1	45N30	9E15	MI	MILANO
A	960	I	17	2	1899	14	0	0	-1	45N 0	8E 0	TO	TORINO
A	961	I	13	10	1848	16	4	0	-1	40N54	14E 0	NA	NAPOLI
A	962	I	29	6	1890	18	10	4	-1	43N42	11E30	FI	FIRENZE
A	963	I	4	3	1874	16	10	4	-1	43N42	11E30	FI	FIRENZE
A	964	I	17	10	1842	23	9	0	-1	45N36	12E45	TV	MOGLIANO VENETO
A	965	I	20	3	1913	15	0	0	-1	40N54	14E 0	NA	NAPOLI
A	966	I	28	2	1892	18	10	4	-1	40N54	14E 0	NA	NAPOLI
A	967	I	17	10	1917	2	0	0	-1	45N30	9E15	MI	MILANO
A	968	I	3	4	1903	0	15	0	-1	45N24	12E15	PD	PADOVA
A	969	I	8	9	1881	9	10	4	-1	44N42	12E30	FE	COPPARO
A	970	I	25	10	1897	17	0	0	-1	44N54	8E30	AT	ASTI
A	971	I	16	4	1904	2	0	0	-1	44N54	8E30	AT	ASTI
A	972	I	22	7	1822	19	4	0	-1	40N54	14E 0	NA	NAPOLI
A	973	I	2	2	1890	13	25	4	-1	44N 0	13E 0	PS	SERRUNGARINA
A	974	I	22	5	1884	23	50	4	-1	45N30	9E15	MI	MILANO
A	975	I	8	3	1883	2	10	4	-1	45N 0	12E15	RO	ROMA
A	976	I	6	2	1888	18	55	4	-1	45N 0	12E15	RO	ROMA
A	977	I	21	5	1910	15	30	0	-1	44N36	10E45	RE	MONTECCHIO EMIL
A	978	I	19	1	1911	1	0	0	-1	44N30	11E 0	BO	BOLOGNA
A	979	I	24	2	1898	20	0	0	-1	40N54	14E 0	NA	NAPOLI
A	980	I	28	12	1874	21	10	4	-1	42N18	14E15	CH	CHIETI
A	981	I	26	6	1906	18	40	0	-1	45N30	9E15	MI	MILANO
A	982	I	14	11	1889	6	35	4	-1	44N30	11E 0	BO	BOLOGNA
A	983	I	21	9	1888	8	10	4	-1	44N36	10E45	RE	SAN MARTINO IN
A	984	I	29	4	1885	8	10	4	-1	45N30	11E 0	BS	LONATO
A	985	I	6	5	1900	23	0	0	-1	45N48	9E 0	VA	CASTELLANZA
A	986	I	17	8	1893	22	40	4	-1	45N 0	9E45	PC	BOBBIO
A	987	I	16	1	1862	5	15	0	-1	44N36	11E15	MO	MODENA
A	988	I	2	10	1910	7	15	0	-1	43N 0	13E 0	PG	PERUGIA
A	989	I	27	9	1899	20	5	0	-1	43N42	11E30	FI	FIRENZE
A	990	I	7	8	1895	4	0	0	-1	40N30	17E30	TA	TARANTO
A	991	I	26	11	1889	1	10	4	-1	45N 0	12E15	RO	ROMA
A	992	I	14	9	1918	6	0	0	-1	45N 0	12E15	RO	ROMA
A	993	I	8	6	1909	5	0	0	-1	45N 0	8E 0	TO	TORINO
A	994	I	5	10	1903	23	0	0	-1	45N30	9E15	MI	MILANO
A	995	I	14	11	1871	7	40	4	-1	44N 0	13E 0	PS	FANO
A	996	I	9	7	1899	23	0	0	-1	45N 0	12E15	RO	ROMA
A	997	I	2	10	1904	9	0	0	-1	45N 0	12E15	RO	ROMA
A	998	I	28	8	1882	7	10	4	-1	40N54	14E 0	NA	NAPOLI
A	999	I	14	3	1853	0	4	0	-1	40N54	14E 0	NA	NAPOLI
A	1000	I	4	5	1876	6	10	4	-1	40N54	14E 0	NA	NAPOLI
A	1001	I	19	4	1900	22	0	0	-1	45N 0	8E 0	TO	IVREA
A	1002	I	10	12	1888	7	25	4	-1	45N30	9E15	MI	MILANO
A	1003	I	31	5	1917	7	0	0	-1	45N36	12E45	TV	ODERZO
A	1004	I	29	11	1900	7	0	0	-1	41N36	13E15	FR	PRILLY
A	1005	I	5	2	1897	5	30	0	-1	45N 0	8E 0	TO	TORINO
A	1006	I	21	1	1891	11	10	4	-1	45N 0	8E 0	TO	TORINO
A	1007	I	13	12	1907	22	0	0	-1	38N 0	13E30	PA	CORLEONE
A	1008	I	11	3	1898	11	30	0	-1	44N12	12E30	FO	VERGHERETO DI F
A	1009	I	7	7	1897	17	30	0	-1	45N 0	9E 0	AL	BORGO S MARTINO
A	1010	I	15	6	1939	5	30	0	-1	45N 0	12E15	RO	ROMA
A	1011	I	2	6	1878	18	10	4	-1	40N54	14E 0	NA	NAPOLI
A	1012	I	9	3	1905	13	0	0	-1	45N30	12E30	VE	STRA
A	1013	I	2	5	1835	19	4	0	-1	40N54	14E 0	NA	NAPOLI
A	1014	I	27	12	1886	6	40	4	-1	44N30	11E 0	BO	BOLOGNA
A	1015	I	4	3	1903	22	0	0	-1	45N30	12E30	VE	VENEZIA
A	1016	I	16	6	1906	19	0	0	-1	45N 0	12E15	RO	ROMA
A	1017	I	8	7	1842	12	4	0	-1	40N54	14E 0	NA	NAPOLI
A	1018	I	21	12	1846	4	4	0	-1	40N54	14E 0	NA	NAPOLI
A	1019	I	11	3	1899	22	0	0	-1	40N24	18E45	LE	SALICE SALENTIN
A	1020	I	15	1	1896	15	15	0	-1	40N24	18E45	LE	CAMPI SALENTINA
A	1021	I	11	6	1857	11	6	0	-1	42N24	13E30	AQ	AVEZZANO
A	1022	I	28	8	1907	5	0	0	-1	40N54	14E 0	NA	NAPOLI
A	1023	I	13	9	1910	8	45	0	-1	39N18	16E30	CS	AJETA
A	1024	I	14	4	1878	0	40	4	-1	45N30	9E15	MI	MILANO
A	1025	I	25	9	1871	8	10	4	-1	43N42	11E30	FI	FIRENZE
A	1026	I	20	8	1886	17	35	4	-1	45N 0	12E15	RO	ROMA
A	1027	I	17	9	1874	18	40	4	-1	43N42	13E45	AN	ANCONA
A	1028	I	3	2	1911	15	0	0	-1	45N36	9E45	BG	CASNIGO
A	1029	I	12	7	1906	8	0	0	-1	43N42	11E30	FI	FIRENZE
A	1030	I	9	8	1913	10	0	0	-1	41N12	17E 0	BA	CANOSA DI PUGLI
A	1031	I	22	2	1914	8	30	0	-1	45N24	12E15	PD	PADOVA
A	1032	I	21	3	1901	22	0	0	-1	40N54	14E 0	NA	NAPOLI
A	1033	I	14	1	1847	11	17	0	-1	44N48	10E45	PR	PARMA
A	1034	I	18	6	1892	4	10	4	-1	45N 0	8E 0	TO	BUSSOLENO
A	1035	I	8	7	1876	14	40	4	-1	44N42	12E30	FE	FERRARA
A	1036	I	19	1	1913	15	0	0	-1	37N30	15E 0	CT	CATANIA
A	1037	I	4	10	1872	22	10	4	-1	42N24	14E30	PE	TOCCO DA CASAUR
A	1038	I	4	3	1907	11	0	0	-1	45N 0	12E15	RO	ROMA
A	1039	I	13	8	1914	16	0	0	-1	41N54	12E30	RM	SARACINESCO
A	1040	I	5	2	1892	10	10	4	-1	43N42	11E30	FI	FIRENZE
A	1041	I	19	2	1895	7	40	0	-1	45N30	9E15	MI	MILANO
A	1042	I	3	12	1897	4	0	0	-1	45N 0	8E 0	TO	TORINO
A	1043	I	4	6	1912	4	0	0	-1	40N54	14E 0	NA	NAPOLI
A	1044	I	9	1	1886	2	25	4	-1	40N54	14E 0	NA	CASTELLAMARE DI
A	1045	I	5	10	1885	2	30	4	-1	40N54	14E 0	NA	CASTELLAMARE DI
A	1046	I	14	9	1857	6	17	0	-1	44N36	10E45	RE	MONTECCHIO DI R
A	1047	I	11	8	1923	16	0	0	-1	39N24	9E 0	CA	CAGLIARI
A	1048	I	2	5	1867	4	10	4	-1	45N30	9E15	MI	MILANO
A	1049	G	12	6	1885	6	20	0	-1	52N 0	10E 0	NIED-SA	BRAUNSCHWEIG
