# http://cura.free.fr/gauq/902gdE2c.html
# 13109 New Birth Data (PARIS 14). Series E, volume 2c
# Children born in the years 1923, 1924 and 1929 in Port-Royal Maternity (Unpublished Data)
# Series E: Planetary Heredity. A Reappraisal on 50,000 subjects (Volume 2c)
# by Michel et Françoise GAUQUELIN
# [3rd CURA's edition, revised by Patrice Guinard : February 2009]
# Port-Royal Maternity 皇家港婦產醫院

# Notice #5822 出現 Feb/31 , 移除 , 原始檔案 #8224無NUM , 手動填上

# NUM : Number (from 1 to 13116)
# SEX : M = mother ; F = father ; D = daughter ; S = son
# 沒有 PL (出生地點) !
# DAY : Day of birth
# MON : Month of birth
# YEA : Year of birth
# H : Hour of birth ; Birthtime is converted to standard time, either for zone 0 (= GMT) or -1 (= CET)
# MN : Minutes
# SEC : Seconds
# Ci : Ci code (see the Introduction), sometimes missing
# TZ : Time Zone at the place of birth and date of birth (0 or -1)
# LAT : Latitude of Birth place
# LON : Longitude of Birth place
# COD : Abbreviated Code of Birth place indicating the French "Département"
# (The Birth place is not mentioned)

# 0    1   2   3   4  5  6   7   8   9       10      11  12
#NUM	SEX	DAY	MON	YEA	H	MN	SEC	Ci	TZ      LAT     LON	COD

285	D	03	05	1924	0	05	0	02	0	48N50	2E20	75
286	F	13	06	1880	15	39	20		0	48N46	5E10	55
287	M	29	03	1886	06	50	40	12	0	48N50	2E20	75
288	D	10	12	1929	20	30	0	07	0	48N50	2E20	75
289	F	17	07	1880	11	50	40		0	48N50	2E20	75
290	M	05	03	1894	02	50	40	03	0	48N50	2E20	75
291	D	11	10	1923	0	25	0	09	0	48N50	2E20	75
292	F	30	07	1880	22	45	32		0	49N34	3E37	02
293	M	29	09	1886	08	17	24	05	0	46N59	3E09	58
294	D	12	04	1924	21	40	0	02	0	48N50	2E20	75
295	F	28	10	1880	11	35	32		0	45N54	6E07	74
296	M	29	06	1887	16	36	20	05	0	45N34	5E55	73
297	D	08	01	1923	05	45	0	01	0	48N50	2E20	75
298	F	24	11	1880	20	04	20		0	49N07	1W05	50
299	M	13	12	1891	01	50	40	08	0	48N50	2E20	75
300	D	09	03	1923	04	0	0	01	0	48N50	2E20	75
301	F	05	12	1880	12	49	20		0	48N33	2E40	77
302	M	23	03	1881	21	59	40		0	48N26	0E05	61
303	D	24	08	1923	14	10	0	07	0	48N50	2E20	75
304	F	18	02	1881	05	05	40		0	46N40	1W25	85
305	M	29	05	1887	23	20	40	01	0	48N50	2E20	75
306	D	27	12	1929	03	10	0	02	0	48N50	2E20	75
307	F	14	04	1881	04	50	40		0	48N50	2E20	75
308	M	24	03	1888	0	05	40	04	0	48N50	2E20	75
309	D	25	05	1929	21	30	0	08	0	48N50	2E20	75
310	F	17	04	1881	08	47	40		0	50N39	3E05	59
311	M	07	09	1884	02	49	44	05	0	44N21	2E34	12
312	S	08	06	1923	10	30	0	01	0	48N50	2E20	75
313	F	29	05	1881	02	46	0		0	44N31	3E30	48
314	M	05	10	1890	16	11	0	09	0	48N31	2W45	22
315	S	12	10	1923	06	15	0	07	0	48N50	2E20	75
316	F	23	06	1881	08	45	40		0	47N48	3E35	89
317	M	19	02	1890	02	39	28	10	0	48N07	5E08	52
318	D	17	02	1924	22	10	0	06	0	48N50	2E20	75
319	F	25	07	1881	08	42	32		0	48N57	4E22	51
320	M	01	11	1896	10	50	40	02	0	48N50	2E20	75
321	D	31	03	1929	15	15	0	02	0	48N50	2E20	75
322	F	26	07	1881	22	46	40		0	46N34	3E20	03
323	M	01	05	1887	22	46	40	06	0	46N34	3E20	03
324	S	10	08	1923	05	15	0	02	0	48N50	2E20	75
325	F	02	12	1881	22	46	0		0	44N31	3E30	48
326	M	05	05	1892	15	50	40	11	0	44N31	3E30	48
327	S	25	08	1929	21	0	0	0	0	48N50	2E20	75
328	F	06	12	1881	22	41	36		0	44N44	4E36	07
329	M	23	12	1887	03	39	08	01	0	46N12	5E13	01
330	S	28	08	1923	02	55	0	01	0	48N50	2E20	75
331	F	07	12	1881	05	59	40		0	43N14	0E05	65
332	M	30	06	1895	09	50	40	11	0	44N27	1E26	46
333	D	15	08	1923	15	30	0	07	0	48N50	2E20	75
334	F	02	01	1882	0	54	40		0	47N35	1E20	41
335	M	16	04	1889	08	54	40	0	0	47N35	1E20	41
336	S	13	05	1923	09	30	0	01	0	48N50	2E20	75
337	F	21	01	1882	13	16	24		0	48N 0	4W06	29
338	M	16	12	1889	01	16	24	03	0	48N 0	4W06	29
339	D	11	11	1923	06	55	0	01	0	48N50	2E20	75
340	F	26	02	1882	02	47	40		0	50N39	3E05	59
341	M	09	08	1887	03	17	40	02	0	50N39	3E05	59
342	S	25	04	1923	0	10	0	02	0	48N50	2E20	75
343	F	06	03	1882	06	50	40		0	48N50	2E20	75
