# YEA	MON	DAY	NAME

 1860	8	16	Calbet Antonin
 1860	9	2	Brunier Joseph
 1860	10	1	Bertier Charles
 1860	10	22	Lenoir Charles
 1860	11	3	Chaix Auguste
 1860	11	22	Chigot Eugene
 1860	12	19	Roussel Georges
 1861	1	26	Anquetin Louis
 1861	1	27	Amoretti Gabriel
 1861	1	31	Le Meilleur Georges
 1861	3	14	Tinayre Jean
 1861	3	16	Kampf Eugen
 1861	3	23	Point Armand
 1861	5	17	Maufra Maxime
 1861	6	14	Tapissier Edmond
 1861	7	23	Leydet Victor
 1861	7	26	Leheutre Gustave
 1861	7	27	Vivin Louis
 1861	8	14	Samberger Leo
 1861	8	25	Barbotin William
 1861	9	10	Decamps Albert
 1861	9	27	Balay Charles
 1861	9	28	Pasini Lazzaro
 1861	12	7	Nardi Francois
 1861	12	19	Picard Edmond
 1861	12	31	Prinet Rene
 1862	1	15	Schiff Mathias
 1862	1	22	Bail Joseph
 1862	1	31	Bindewald Friedrich
 1862	2	23	Deturck Julien
 1862	3	22	Donnay Auguste
 1862	4	6	Petersen Walter
 1862	7	15	Laurent Desrousseaux Henri
 1862	7	23	Leandre Charles
 1862	7	27	Hochard Gaston
 1862	8	5	Baschet Marcel
 1862	9	26	Chabas Maurice
 1862	10	27	Manceaux Louis
 1862	12	12	Maillaud Fernand
 1863	4	5	Pleuer Hermann
 1863	4	16	Friant Emile
 1863	5	25	Kricheldorf Carl
 1863	6	24	Gerbault Henry
 1863	7	12	Cottet Jacques
 1863	8	19	Jobert Paul
 1863	9	11	Hollenweger Jules
 1863	9	28	Legrand Louis
 1863	11	22	Sem Marie
 1863	11	29	Muenier Jules
 1864	3	2	Charreton Victor
 1864	5	12	Billiard Victor
 1864	6	14	Chenard-Huche Georges
 1864	7	2	Grosjean Henry
 1864	8	30	Aste Jean
 1864	9	14	Feron Julien
 1864	9	14	Marche Ernest
 1864	9	28	Kampf Arthur
 1864	11	14	Didier-Pouget William
 1864	11	24	Toulouse-Lautrec Henri
 1865	1	17	Maroniez Georges
 1865	3	13	Pape Jean
 1865	4	30	Binet Georges
 1865	5	13	Enjolras Delphin
 1865	7	8	Adler Jules
 1865	7	14	Moteley Jules
 1865	8	24	Achille-Fould Georges
 1865	9	13	Mignon Lucien
 1865	9	23	Valadon Marie
 1865	9	25	Lebasque Henri
 1865	9	30	Levy-Dhurmer Lucien
 1865	10	7	Tanoux Adrien
 1865	12	30	Fabry Emile
 1866	1	26	Godeby Charles
 1866	2	6	Decisy Eugene
 1866	2	12	Ridel Louis
 1866	3	30	Phillippi Peter
 1866	4	17	Le Bail Louis
 1866	4	21	Sauter George
 1866	5	16	Capgras Georges
 1866	5	22	Matisse Auguste
 1866	6	3	Renaudin Alfred
 1866	7	24	Agazzi Ermegildo
 1866	9	11	Stratmann Carl
 1866	10	10	Mange Joseph
 1866	10	27	Cachoud Francois
 1866	12	3	Gorter Arnold
 1866	12	4	Richir Hermann
 1867	1	6	Bernardeau Henri
 1867	1	19	Delville Jean
 1867	2	11	Watelet Charles
 1867	2	19	Sinet Andre
 1867	3	7	Merite Edouard
 1867	3	9	Orange Maurice
 1867	3	28	Jung Otto
 1867	3	30	Faivre Jules
 1867	4	12	Le Riche Henri
 1867	4	13	Perrault Henri
 1867	4	17	Villard Antoine
 1867	5	31	Marcotte Marie
 1867	6	15	Seyssaud Rene
 1867	6	26	Duvent Charles
 1867	7	6	Delahogue Alexis
 1867	7	28	Madelain Gustave
 1867	8	4	Saedeler Valerus
 1867	8	12	Alizard Joseph
 1867	9	4	Voigt Wilhelm
 1867	9	6	Bonnardel Alexandre
 1867	9	21	Etcheverry Denis
 1867	10	1	Kricheldorf Hermann
 1867	10	2	Chretien Rene
 1867	10	3	Bonnard Pierre
 1867	10	13	Dethomas Maxime
 1867	11	11	Pelletier Pierre
 1867	12	1	Dabadie Henri
 1867	12	10	Roussel Ker
 1868	4	28	Bernard Emile
 1868	5	18	Bastide Alice
 1868	6	9	Murdfield Carl
 1868	6	21	Dechenaud Adolphe
 1868	8	16	Linde-Walther Heinrich
 1868	9	3	Wery Emile
 1868	9	18	Verkade Jan
 1868	9	28	Beckerath Willy
 1868	11	12	Vuillard Edouard
 1868	12	15	Filliard Ernest
 1869	1	22	Royer Henri
 1869	2	14	Feldbauer Max
 1869	3	18	Kron Paul
 1869	3	24	Dupuy Paul
 1869	4	2	Mutter Karl
 1869	4	6	Raemaekers Louis
 1869	4	23	Fouqueray Charles
 1869	5	10	Schönnenbeck Adolf
 1869	5	14	Auffray Alexandre
 1869	7	8	Stoskopf Gustave
 1869	8	8	Valtat Louis
 1869	9	15	Vallet Alexis
 1869	9	20	Bek-Gran Hermann
 1869	10	22	Gaul August
 1869	12	25	Fougerat Emmanuel
 1869	12	30	Rabier Benjamin
 1869	12	31	Matisse Henri
 1870	1	19	Mussini Augusto
 1870	3	15	Roux-Renard Antonin
 1870	4	30	Tardieu Victor
 1870	6	10	Chadel Jules
 1870	6	20	Dufrenoy Georges
 1870	7	20	Stüber Hanny
 1870	7	22	Hanicotte Augustin
 1870	8	14	Espagnat Georges
 1870	10	8	Gilles Nicolas
 1870	11	6	Coraboeuf Jean
 1870	11	25	Denis Maurice
 1871	2	25	Groh August
 1871	2	28	König Leo
 1871	3	9	Leleu Alexandre
 1871	5	1	Besse Albert
 1871	6	4	Suau Edmond
 1871	7	9	Flandrin Jules
 1871	7	18	Balla Giacomo
 1871	7	24	Tos Arturo
 1871	8	27	Costetti Romeo
 1871	9	9	Bertram Abel
 1871	9	17	Maxence Edgard
 1871	9	30	Roux-Champion Joseph
 1871	10	30	Valery Paul
 1871	11	23	Richebe Horace
 1871	12	12	Milliere Maurice
 1872	1	27	Mondineu Jean
 1872	2	5	Leverd Rene
 1872	3	7	Jourdan Louis
 1872	3	7	Mondriaan Peter
 1872	3	29	Bersani Stefano
 1872	4	3	Giusti Giuseppe
 1872	4	4	Bataille Henry
 1872	4	18	Galand Leon
 1872	5	17	Bigot Raymond
 1872	5	21	Falize Andre
 1872	6	5	Sureda Andre
 1872	6	7	Erlanger Rodolphe
 1872	7	18	Milcendeau Edmond
 1872	8	20	Lesage Pierre
 1872	8	31	Mathieu Paul
 1872	9	2	Tiberti Alessandro
 1872	9	12	Balestrieri Lionello
 1872	10	3	Evenepoel Henri
 1872	10	6	Gaudy Georges
 1872	10	6	Maury Georges
 1872	11	14	Depaquit Jules
 1873	1	5	Lehmann Leon
 1873	2	23	Hansi Jean
 1873	4	23	Planquette Felix
 1873	4	24	Bauchant Andre
 1873	5	28	Abeille Jack
 1873	6	5	Bourgeois Louis
 1873	6	28	Graf Herman
 1873	7	7	Oppenheim Alfred
 1873	7	11	Steppes Edmund
 1873	7	17	Benner Emmanuel
 1873	7	25	Kiederich Frank
 1873	8	2	Thienhaus Rudolf
 1873	9	15	Scattola Ferruccio
 1873	10	1	Rotig Georges
 1873	12	2	Zo Henri
 1873	12	5	Torelli Vieri
 1874	2	24	Deletang Robert
 1874	2	28	Lavrut Louise
 1874	3	21	Dourouze Daniel
 1874	3	21	Huen Victor
 1874	4	10	Kempen Hans
 1874	4	18	Mascart Paul
 1874	5	7	Selmy Eugene
 1874	5	14	Sabatte Fernand
 1874	5	17	Sonrel Elisabeth
 1874	5	31	Willaume Louis
 1874	6	3	Orant Marthe
 1874	6	21	Malespina Louis
 1874	7	12	Urtin Paul
 1874	8	1	Bertieri Pilade
 1874	8	4	Rigaud Pierre
 1874	8	8	Klingsor Tristan
 1874	8	14	Baratta Paolo
 1874	8	14	Berne-Bellecour Jean
 1874	9	18	Bonneton Germain
 1874	10	10	Marliave Francois
 1874	10	26	Beaumont Hugues
 1874	12	25	Discovolo Antonio
 1874	12	30	Beaussier Emile
 1875	1	4	Touttain Andre
 1875	1	17	Jurres Johannes
 1875	2	21	Guerin Charles
 1875	3	1	Urbain Alexandre
 1875	3	7	Pierre Gustave
 1875	3	9	Schlumberger Eugene
 1875	3	13	Ansingh Maria
 1875	3	27	Marquet Pierre
 1875	4	1	Bastianini Augusto
 1875	4	15	Pascau J
 1875	5	3	Mignon Jules
 1875	7	31	Villon Jacques
 1875	9	18	Point Maurice
 1875	10	12	Weiss Emil
 1875	12	8	Cusin Federico
 1876	1	4	Lempereur Edmond
 1876	2	26	Chapront Henry
 1876	3	11	Rameau Claude
 1876	3	24	Beaufrere Adolphe
 1876	4	25	Dusouchet Pierre
 1876	5	10	Zardo Alberto
 1876	6	26	Pastour Louis
 1876	7	9	Caro-Delvaille Henry
 1876	7	12	Jacob Max
 1876	10	25	Rossi Giuseppe
 1876	11	7	Puy Jean
 1876	11	11	Naudin Bernard
 1876	11	23	Dufresne Georges
 1876	11	24	Martini Alberto
 1876	12	12	Le Petit Alfred
 1876	12	27	Morchain Paul
 1877	1	12	Namur Paul
 1877	1	26	Dongen Kees van
 1877	2	15	His Rene
 1877	3	2	Lambert Jacques
 1877	3	15	Lang Fritz
 1877	3	25	Mirande Henry
 1877	4	10	Ottmann Henry
 1877	5	26	Freida Raphael
 1877	6	3	Dufy Raoul
 1877	6	28	Delpy Jacques
 1877	7	21	Biagetti Biagio
 1877	8	16	Laboureur Jean
 1877	11	21	Robinet Gustave II
 1878	1	25	Mussino Attilio
 1878	1	29	Bertin Emile
 1878	2	6	Dezire Henri
 1878	4	6	Deltombe Paul
 1878	4	26	Charlot Louis
 1878	5	31	Carre Georges
 1878	6	17	Allard Rene
 1878	6	29	Wolf-Ferrari Teodoro
 1878	7	4	Bauer-Bredt Eduard
 1878	7	15	Paerels Willem
 1878	7	28	Mortier Robert
 1878	9	11	Bornet Paul
 1878	10	11	Alaux Francois
 1878	10	11	Hofer Karl
 1879	2	6	Friesz Othon
 1879	2	6	Poulbot Francisque
 1879	2	21	Fernaud-Trochain Jean
 1879	4	6	Alfano Andrea
 1879	4	7	Soffici Ardengo
 1879	5	20	Bach Marcel
 1879	6	2	Renefer Jean
 1879	6	10	Mazurier Albert
 1879	6	21	Brunelleschi Umberto
 1879	6	29	Recher Peter
 1879	7	31	Jacquemot Charles
 1879	8	13	Carena Felice
 1879	8	19	Montagne Agricol
 1879	10	5	Prat Loys
 1879	10	14	Schiaffino Antonio
 1879	11	8	Dorignac Georges
 1879	12	16	Busset Maurice
 1879	12	17	Durante Domenico
 1880	1	10	Baude Francois
 1880	1	15	Reol Marie
 1880	4	8	Jonas Lucien
 1880	4	10	Purrmann Hans
 1880	4	18	Aubry Emile
 1880	5	1	Rosenstock Isidore
 1880	5	6	Kirchner Ernst
 1880	5	26	Decorchemont Francois
 1880	5	31	Balande Gaston
 1880	6	3	Eberz Joseph
 1880	6	4	Magri Alberto
 1880	6	6	Tealdi Ascanio
 1880	6	17	Derain Andre
 1880	8	10	Roy Pierre
 1880	9	25	Desligneres Andre
 1881	1	15	Abonnel Michel
 1881	2	4	Leger Fernand
 1881	2	7	Martin-Sauvaigo Charles
 1881	2	11	Carra Carlo
 1881	2	17	Rosso Gustavo
 1881	6	14	Rousseau-Decelle Rene
 1881	7	5	Lefauconnier Henri
 1881	7	22	Jungnickel Ludwi
 1881	7	28	Spilliaert Leon
 1881	9	28	Grillon Roger
 1881	10	3	Baillergeau Yves
 1881	10	11	Reboussin Roger
 1881	12	17	Sluyters Jan
 1881	12	25	Abeloos Victor
 1882	4	29	Herbin Auguste
 1882	5	13	Braque Georges
 1882	5	16	Guarino Antonio
 1882	5	21	Meheut Mathurin
 1882	6	24	Asselin Maurice
 1882	7	5	Barbarroux Edmond
 1882	8	21	Wouters Rik
 1882	8	25	Zingg Jules
 1882	8	28	Ladureau Pierre
 1882	9	28	Troendle Hugo
 1882	10	3	Chabaud Auguste
 1882	10	30	Cecchi-Pieraccini Leonetta
 1882	11	27	Lategahn Wilhelm
 1882	12	16	Baccarini Domenico
 1883	1	29	Gondouin G
 1883	2	3	Bombois Camille
 1883	2	4	Cerf Ivan
 1883	2	9	Goulinat Jean
 1883	3	5	Aillet Edgard
 1883	3	26	Henschen Konrad
 1883	3	31	Reviglione Mario
 1883	4	7	Severini Gino
 1883	4	13	Crema Giambattista
 1883	5	9	Montagnac Pierre
 1883	6	3	Meid Hans
 1883	6	24	Metzinger Jean
 1883	7	12	Allard-L'Olivier Fernand
 1883	8	24	Bocchi Amedeo
 1883	8	30	Frisia Donato
 1883	11	1	Gir Charles
 1883	11	3	Pertus Ferdinand
 1883	11	21	Buratti Domenico
 1883	12	16	Doucet Henri
 1883	12	24	Jodelet Emmanuel
 1883	12	31	Chereau Claude
 1884	1	26	Ceria Edmond
 1884	2	6	Bottema Tjeerd
 1884	5	1	Amato Orazio
 1884	5	27	Savreux Maurice
 1884	7	6	Dunoyer De Segonzac Andre
 1884	7	12	Modigliani Amedeo
 1884	8	22	Pissarro Paul
 1884	9	1	Joets Jules
 1884	9	23	Fontan Leon
 1884	10	13	Quelvee Francois
 1884	12	20	De Vincenzi Giorgio
 1884	12	25	Drouard Maurice
 1885	1	31	Mare Andre
 1885	3	16	Loutreuil Maurice
 1885	4	8	Goebel Hermann
 1885	4	10	Valmier Georges
 1885	4	29	Isselmann Ernst
 1885	4	30	Russolo Luigi
 1885	6	7	Narbonne Eugene
 1885	7	5	Lhote Andre
 1885	7	11	La Fresnaye Roger
 1885	8	4	Mainssieux Lucien
 1885	9	23	Figari Filippo
 1886	2	10	Desgranges Guillaume
 1886	3	1	Springolo Nino
 1886	3	19	Despujols Jean
 1886	4	15	Ozenfant Amedee
 1886	5	29	Simon-Levy
 1886	6	25	Moggioli Umberto
 1886	7	5	Sidoli Giuseppe
 1886	7	13	Gai Ernesto
 1886	7	31	Permeke Constant
 1886	8	19	Bascoules Jean
 1886	9	22	Bissiere Jean
 1886	9	29	Checchi Arturo
 1886	10	8	Giachetti Giulio
 1886	10	29	Dubois Paul
 1886	10	30	Jodi Casimiro
 1886	11	9	Francalancia Riccardo
 1886	11	28	Pizzirani Guglielmo
 1887	1	29	Seevagen Lucien
 1887	3	6	Midy Arthur
 1887	4	14	Herve Jules
 1887	6	19	Osterlind Anders
 1887	7	28	Duchamp Marcel
 1887	8	21	Alaux Gustave
 1887	10	5	Caprotti Guido
 1887	10	18	Fraye Andre
 1887	11	13	Bizard Charles
 1887	12	18	Thil Jeanne
 1887	12	27	Toschi Orazio
 1888	1	8	Bacci-Baccio Maria
 1888	2	19	Ferroni Guido
 1888	3	10	Micheletti Mario
 1888	3	12	Dufy Jean
 1888	3	16	Ball-Demont Adrienne
 1888	4	5	Lascaux Elie
 1888	4	28	Beaume Emile
 1888	5	8	Sauvage Sylvain
 1888	7	3	Grandi Alfredo
 1888	9	27	Hueber Luc
 1888	10	13	Cochet Gerard
 1888	11	11	Dottori Gerardo
 1888	12	19	Vitturi Albano
 1889	3	4	Domergue Jean
 1889	3	12	Socrate Carlo
 1889	7	5	Cocteau Jean
 1889	7	25	Oppi Ubaldo
 1889	7	26	Welsch Paul
 1889	9	17	Valinotti Domenico
 1889	10	30	Montanari Giuseppe
 1889	11	19	Feyerabend Erich
 1889	12	16	Chareun Raoul
 1890	1	11	Font Constantin
 1890	4	28	Peugniez Pauline
 1890	6	24	Pechaubes Eugene
 1890	7	5	La Patelliere Amedee
 1890	7	20	Morandi Giorgio
 1890	8	19	Alix Yves
 1890	9	10	Bagge Eric
 1890	10	7	Pomi Alessandro
 1890	12	9	Sobrero Emilio
 1890	12	18	Bisi Carlo
 1890	12	26	Berjonneau Jules
 1891	1	20	Clerge Auguste
 1891	1	30	Notte Emilio
 1891	2	12	Leprin Marcel
 1891	3	2	Monti Cesare
 1891	3	21	Souverbie Jean
 1891	4	23	Sabatier Leon
 1891	7	11	Latapie Louis
 1891	8	23	Mergier Paul
 1891	9	8	Dubreuil Pierre
 1892	1	2	Bachelet Emile
 1892	1	29	Rossi Joseph
 1892	2	8	Pratelli Esodo
 1892	2	21	De Bernardi Domenico
 1892	2	26	Sacchi Bortolo
 1892	3	15	Salietti Alberto
 1892	4	26	Santi Bruno
 1892	5	4	Laclau Armand
 1892	5	17	Bracchi Luigi
 1892	6	6	Cadorin Guido
 1892	6	27	Colin Paul
 1892	7	1	Lurcat Jean
 1892	7	12	Salvat Francois
 1892	7	17	Moreau Serge
 1892	7	24	Gromaire Marcel
 1892	7	25	Pucci Silvio
 1892	8	4	Fischer Oskar
 1892	9	29	Mattio Laurent
 1893	1	3	Bacchelli Mario
 1893	2	11	Stefani Pierangelo
 1893	4	28	Touchagues Louis
 1893	5	26	Gabriel-Fournier Gabriel
 1893	8	6	Martin-Ferriere Jac
 1893	8	22	Perron Charles
 1893	11	10	Myr Louis
 1893	12	6	Baccarini Lino
 1894	1	6	Caligiani Alberto
 1894	1	11	Nakache Armand
 1894	4	20	Prampolini Enrico
 1894	6	18	Corneau Eugene
 1894	7	3	Roux Tony
 1894	7	25	Noury Pierre
 1894	9	30	Desnoyer Francois
 1894	10	17	Savin Maurice
 1894	10	25	Ciardo Vincenzo
 1894	10	29	Durand-Roy Rene
 1894	12	2	Pasinetti Giovanni
 1895	1	15	Malfroy Henry
 1895	2	4	Baranelli Domenico
 1895	2	6	Radziwill Joh
 1895	3	8	Lombard Jean
 1895	3	11	Lebreton Constant
 1895	4	28	Rosai Ottone
 1895	5	20	Novati Marco
 1895	5	25	Celada Ugo
 1895	7	13	Antral Louis
 1895	7	27	Rose Georges
 1895	8	11	Dani Franco
 1895	10	1	Beaumont Jean
 1895	10	31	Tozzi Mario
 1895	12	21	Blanc Charles
 1896	1	4	Masson Andre
 1896	1	21	Baille Herve
 1896	3	8	Maguet Richard
 1896	3	13	Jahns Rudolf
 1896	5	11	Tibertelli De Pisis Luigi
 1896	7	19	Montanari Dante
 1896	8	4	Walch Charles
 1896	10	2	Heupel-Siegen Zarita
 1896	10	11	Valente Anton
 1896	11	22	Farina Guido
 1897	1	6	Rizzo Pippo
 1897	1	14	Scarpa Natale
 1897	2	3	Kohl Pierre
 1897	2	11	Oeser Willy
 1897	3	28	Creytens Julien
 1897	4	27	Ricchetti Luciano
 1897	5	12	Michau Raoul
 1897	6	4	Poncelet Maurice
 1897	7	23	Prax Valentine
 1897	7	27	Cherubini Carlo
 1897	8	22	Corazza Corrado
 1897	8	24	Charbonnier Pierre
 1897	12	13	Schober Peter
 1897	12	17	Isola Raffaello
 1898	2	10	Neillot Louis
 1898	3	8	Gimel Georges
 1898	4	10	Planson Andre
 1898	8	11	Olive-Tamari Henri
 1898	8	27	Delatousche Germain
 1898	10	6	Lapicque Charles
 1898	11	22	Launois Jean
 1899	1	11	Brianchon Maurice
 1899	2	5	Ceracchini Gisberto
 1899	4	3	Menzio Francesco
 1899	7	20	Gandon Pierre
 1899	7	29	Schaal Solange
 1899	9	18	Privato Cosimo
 1899	10	29	Suire Louis
 1899	12	27	Besse Raymond
 1900	1	1	Cami Robert
 1900	1	19	Colacicchi Giovanni
 1900	3	12	Levrel Rene
 1900	3	26	Untersteller Nicolas
 1900	4	4	Margantin Louis
 1900	7	6	Fleury Pierre
 1900	7	8	Pascal Leopold
 1900	7	11	Marembert Jean
 1900	7	12	Modotto Angilotto
 1900	8	22	Mattiuzzi Ernesto
 1900	9	9	Belle Narcisse
 1900	10	6	Eve Jean
 1900	10	27	Fillon Arthur
 1900	10	29	Graziani Alfio
 1901	2	12	Mazo Maurice
 1901	4	7	Parturier Marcel
 1901	6	20	Cavailles Jean
 1901	10	16	Samartino Edoardo
 1902	2	21	Saetti Bruno
 1902	2	22	Regner Alfred
 1902	3	10	Cesetti Giuseppe
 1902	3	13	De Rocchi Francesco
 1902	3	23	Bret Paul
 1902	6	14	Graumann Erwin
 1903	2	5	Rambaldi Emanuele
 1903	3	19	Touttain Jacques
 1903	3	28	De Salvo Giambattista
 1903	4	29	Cerisier Simone
 1903	5	1	Saint-Saens Marc
 1903	6	8	Gischia Leon
 1904	2	25	Scipione Gino
 1904	3	28	Perissinoto Giorgio
 1904	4	21	Helion Jean
 1904	5	2	Esteve Maurice
 1904	8	2	Bordoni Enrico
 1904	8	17	Cattiaux Louis
 1904	9	3	Bovis Marcel
 1904	12	13	Coutaud Lucien
 1904	12	16	Tourte Suzanne
 1905	2	4	Berthomme-St-Andre Louis
 1905	2	12	Pignon Edouard
 1905	4	12	Ponti Pino
 1905	5	1	Mahe Edouard
 1905	5	12	Aujame Jean
 1905	7	3	Rey-Millet Constant
 1905	8	19	Bournet Josette
 1905	9	1	Soulas Louis
 1905	11	8	Ronsin Jean
 1905	12	10	Birolli Renato
 1905	12	12	Tal-Coat Pierre
 1906	3	16	Cantatore Domenico
 1906	7	22	Montanarini Luigi
 1906	11	3	Seibezzi Fioravante
 1906	12	5	Poulain Michel
 1907	1	16	Ambrogiani Pierre
 1907	2	2	Vinay Jean
 1907	2	10	Marchand Andre
 1907	5	13	Humblot Robert
 1907	6	19	Worms Roger
 1907	6	20	Perot Edmond
 1907	7	4	Guberti Baldo
 1907	9	26	Santomaso Giuseppe
 1907	11	18	Brayer Yves
 1907	12	22	Palazzi Bernardino
 1908	4	12	Sospizio Seve
 1908	8	30	D'Anna Giulio
 1908	9	9	Lorjou Bernard
 1908	12	17	Bernard Jean
 1909	2	11	Singier Gustave
 1909	3	22	Mascaret Roland
 1909	7	13	Russac-Clairefond Lucienne
 1909	7	19	Lautrec Lucien
 1909	8	4	Gentilini Franco
 1909	10	30	Le Moal Jean
 1909	12	1	Rumeau Jean
 1910	2	7	Tomea Fiorenzo
 1911	12	5	Manessier Alfred
 1912	3	4	Basaldella Afro
 1912	3	7	Despierre Jacques
 1912	3	15	Gruber Francis
 1912	7	12	Perrot Rene
 1914	7	29	Gaudin Auguste
 1914	11	7	Cluseau-Lanauve Jean
 1915	3	3	Ravel Daniel
 1915	7	16	Delaunay Claude
 1916	1	16	Trevedy Yves
 1916	12	17	Bechillon Marc
 1917	5	25	Patrix Michel
 1918	2	19	Toulouse Roger
 1918	4	14	Calmettes Jean
 1918	6	30	Pallut Pierre
 1918	7	22	Theron Pierre
 1918	10	22	Dalmbert Daniel
 1919	8	31	Ciry Michel
 1922	10	4	Palmieri Georges
 1923	6	22	Quentin Bernard
 1923	8	15	Pouget Marcel
 1924	10	14	Carrier Alain
 1925	7	26	Nelck Annelies
 1926	11	3	Rebeyrolle Paul
