# 新版 http://cura.free.fr/gauq/902gdA6.html
# 舊版 http://cura.free.fr/gauq/11gdA6.txt
# Writer 作家 , 1352位

# 有 name , list size = 1285
# 無 name , list size =   67

# PRO	NUM	COU	DAY	MON	YEA	H	MN	SEC	TZ	LAT	LON	COD	CITY	

W	693	F	4	12	1907	22	50	40	0	47N40	2W44	56	QUISTINIC
W	694	F	19	1	1912	22	0	0	0	48N31	2W45	22	PLOUGUERNEVEL
W	695	F	4	5	1914	10	0	0	0	35N40	0W30	ALG	ORAN
W	696	F	30	1	1831	2	50	40	0	48N50	2E20	75	PARIS
W	697	F	29	1	1866	1	47	24	0	46N59	3E 9	58	CLAMECY
W	698	F	8	7	1903	3	5	40	0	47N24	0E42	37	TOURS
W	699	F	29	12	1846	8	53	16	0	46N49	1E41	36	CHATEAUROUX
W	700	F	26	8	1885	11	44	28	0	45N 3	3E53	43	ST JULIEN CHAPT
W	701	F	1	4	1868	16	38	32	0	43N18	5E22	13	MARSEILLE
W	702	F	24	9	1922	7	30	0	0	45N50	1E15	87	BUJALEUF
W	703	F	5	1	1925	23	0	0	0	49N26	1E 5	76	MONT ST AIGNAN
W	704	F	8	8	1818	4	38	32	0	43N18	5E22	13	SAINT REMY DE P
W	705	F	23	9	1871	23	5	52	0	47N15	6E 2	25	LAISSEY
W	706	F	20	1	1877	5	50	40	0	48N50	2E20	75	PARIS
W	707	F	27	10	1913	8	0	0	0	46N35	0E20	86	POITIERS
W	708	F	18	1	1912	14	0	0	0	45N26	4E23	42	ROANNE
W	709	F	22	1	1911	8	50	40	0	43N18	5E22	13	MARSEILLE
W	710	F	9	3	1897	0	50	40	0	43N18	5E22	13	AIX-EN-PROVENCE
W	711	F	21	6	1926	9	0	0	0	43N42	7E16	06	NICE
W	712	F	22	10	1907	17	50	40	0	36N47	3E 0	ALG	ROVIGO
W	713	F	21	4	1830	5	6	20	0	47N13	1W35	44	NANTES
W	714	F	4	6	1871	3	38	32	0	43N18	5E22	13	AIX-EN-PROVENCE
W	715	F	26	8	1922	21	0	0	0	44N56	4E54	26	ROMANS
W	716	F	21	6	1935	10	0	0	0	44N27	1E26	46	CAJARC
W	717	F	23	12	1804	10	48	56	0	50N18	2E46	62	BOULOGNE/MER
W	718!	F	29	6	1900	9	5	40	0	45N46	4E50	69	LYON
W	719	F	18	9	1891	21	20	40	0	46N19	0W27	79	MELLERAN
W	720	F	19	5	1876	5	51	16	0	48N50	2E11	92	RUEIL
W	721	F	15	1	1861	6	38	32	0	43N18	5E22	13	MARSEILLE-ST HE
W	722	F	9	8	1899	10	20	40	0	49N26	1E 5	76	ROUEN
W	723	F	3	4	1858	8	47	40	0	50N39	3E 5	59	LILLE
W	724	F	19	2	1811	6	52	32	0	46N17	1E52	23	AUBUSSON
W	725	F	8	10	1827	0	50	40	0	48N36	2E20	91	DOURDAN
W	726	F	13	1	1897	4	20	40	0	47N13	1W35	44	NANTES
W	727!	F	21	6	1905	18	35	40	0	48N50	2E20	75	PARIS
W	728	F	20	7	1883	10	35	40	0	46N40	1W25	85	LA ROCHE-S-YON
W	729	F	25	9	1909	5	50	40	0	44N56	4E54	26	VALENCE
W	730	F	31	10	1898	6	20	40	0	42N42	2E55	66	VILLENEUVE DE L
W	731	F	26	5	1877	3	30	36	-1	48N 5	7E21	68	GUEBWILLER
W	732	F	21	1	1841	8	29	0	0	48N35	7E45	67	STRASBOURG
W	733	F	23	2	1884	0	35	12	0	48N42	6E12	54	NANCY
W	734	F	23	8	1867	8	51	16	0	48N50	2E11	92	CHAVILLE
W	735	F	17	2	1894	0	50	40	0	45N11	5E43	38	PONT DE CHERUY
W	736	F	29	1	1873	16	6	20	0	47N13	1W35	44	NANTES
W	737!	F	20	3	1875	14	1	28	0	43N18	0W22	64	BAYONNE
W	738!	F	14	1	1878	4	16	24	0	48N 0	4W 6	29	BREST
W	739	F	25	6	1917	11	0	0	0	45N11	0E44	24	PERIGUEUX
W	740	F	23	2	1913	21	0	0	0	44N12	0E38	47	VILLENEUVE/LOT
W	741	F	21	4	1875	9	10	40	0	49N26	1E 5	76	LE HAVRE
W	742	F	4	5	1918	4	0	0	0	47N37	6E 9	70	LURE
W	743	F	18	4	1837	1	50	40	0	48N50	2E20	75	PARIS
W	744	F	2	2	1889	8	52	56	0	45N16	1E46	19	TULLE
W	745	F	27	12	1814	3	10	56	0	47N40	2W44	56	LORIENT
W	746	F	13	8	1842	1	1	28	0	49N11	0W22	14	HONFLEUR
W	747	F	2	11	1847	22	4	20	0	49N 7	1W 5	50	CHERBOURG
W	748	F	15	1	1874	1	42	36	0	43N51	4E21	30	LAUDUN
W	749	F	21	8	1869	0	40	40	0	49N26	1E 5	76	LE HAVRE
W	750	F	9	9	1903	1	50	40	0	43N57	4E50	84	LAURIS-DU-LUBER
W	751	F	23	12	1800	17	53	40	0	42N58	1E35	09	FOIX
W	752	F	2	8	1897	2	50	40	0	48N50	2E11	92	CHAVILLE
W	753	F	15	4	1806	23	46	24	0	48N 0	4W 6	29	MORLAIX
W	754	F	28	7	1868	20	35	12	0	48N42	6E12	54	NANCY
W	755	F	12	6	1868	11	38	32	0	43N18	5E22	13	MARSEILLE
W	756	F	19	4	1880	13	59	20	0	45N39	0E10	16	ANGOULEME
W	757	F	26	1	1804	18	50	40	0	48N50	2E20	75	PARIS
W	758	F	16	3	1839	3	50	40	0	48N50	2E20	75	PARIS
W	759	F	16	4	1854	10	14	40	0	43N14	0E 5	65	TARBES
W	760	F	21	4	1828	15	41	4	0	49N46	4E44	08	VOUZIERS
W	761	F	27	5	1922	16	40	0	0	48N50	2E 8	78	MAISONS-LAFFITT
W	762	F	30	8	1795	18	35	16	0	49N 7	6E11	57	METZ
W	763	F	1	5	1881	6	47	40	0	45N47	3E 5	63	ORCINES
W	764	F	9	5	1877	9	25	0	0	45N50	1E15	87	SAINT-JUNIEN
W	765	F	18	5	1874	14	55	0	0	45N50	1E15	87	SAINT-JUNIEN
W	766	F	18	6	1891	5	50	40	0	45N50	1E15	87	LIMOGES
W	767	F	8	10	1833	6	21	28	0	48N50	2E 8	78	MARLY-LE-ROI
W	768	F	1	4	1874	14	40	40	0	46N18	4E50	71	TOURNUS
W	769	F	10	5	1795	20	54	40	0	47N35	1E20	41	BLOIS
W	770	F	30	9	1914	20	0	0	0	45N39	0E10	16	SOYAUX
W	771	F	11	4	1801	0	47	24	0	46N59	3E 9	58	CLAMECY
W	772	F	19	1	1874	6	50	40	0	48N50	2E20	75	PARIS
W	773	F	25	5	1904	6	20	40	0	45N39	0E10	16	CONFOLENS
W	774	F	15	8	1903	6	50	40	0	48N 1	0E12	72	MEZERAY
W	775	F	5	6	1867	9	1	28	0	43N18	0W22	64	PAU
W	776	F	17	3	1803	23	2	8	0	47N28	0W32	49	MONTREUIL-BELLA
W	777	F	17	3	1889	16	52	56	0	45N16	1E46	19	TULLE
W	778	F	18	5	1913	16	0	0	0	43N12	2E21	11	NARBONNE
W	779	F	24	9	1885	14	12	44	0	50N48	4E19	B	UCCLE
W	780	F	29	7	1809	1	39	28	0	48N 7	5E 8	52	TORCENAY
W	781	F	2	8	1939	3	0	0	0	47N48	3E35	89	VILLENEUVE/YONN
W	782	F	19	11	1819	8	55	40	0	49N26	1E 5	76	VILLEQUIER
W	783	F	7	5	1924	6	10	0	0	50N39	3E 5	59	RONCHIN
W	784	F	30	10	1871	18	44	28	0	43N37	3E53	34	SETE
W	785	F	11	6	1832	9	44	28	0	45N 3	3E53	43	LE PUY
W	786	F	3	7	1874	9	57	36	0	44N50	0W34	33	ST MEDARD-EN-JAL
W	787	F	4	5	1907	3	50	40	0	50N39	3E 5	59	ROUBAIX
W	788	F	24	1	1934	22	0	0	0	48N42	6E12	54	NANCY
W	789	F	10	9	1883	0	51	16	0	48N50	2E11	92	PLESSIS-ROBINSON
W	790	F	21	12	1886	0	34	8	0	43N32	6E28	83	TOULON
W	791	F	8	1	1894	22	20	40	0	48N 1	0E12	72	LE MANS
W	792	F	4	8	1913	17	0	0	0	43N42	7E16	06	NICE
W	793	F	30	3	1844	20	35	16	0	49N 7	6E11	57	METZ
W	794	F	8	2	1828	12	6	20	0	47N13	1W35	44	NANTES
W	795	F	17	11	1900	4	50	40	0	45N39	0E10	16	BELLON
W	796	F	11	10	1813	15	52	24	0	47N54	1E54	45	BOYNES
W	797	F	18	9	1898	8	20	40	0	48N55	2E30	93	ST DENIS
W	798	F	10	3	1920	5	30	0	0	48N50	2E11	92	VILLE D'AVRAY
W	799	F	25	5	1913	3	45	0	0	48N50	2E11	92	CHATILLON
W	800	F	27	3	1797	21	57	12	0	47N24	0E42	37	LOCHES
W	801	F	22	11	1882	19	50	40	0	48N50	2E20	75	PARIS
W	802	F	7	11	1838	3	11	0	0	48N31	2W45	22	ST-BRIEUC
W	803	F	4	4	1902	5	50	40	0	48N36	2E20	91	VERRIERES-LE-BU
W	804	F	17	11	1899	10	50	40	0	44N27	1E26	46	PINSAC
W	805	F	25	2	1848	2	30	56	0	43N42	7E16	06	NICE
W	806	F	15	2	1920	6	0	0	0	47N15	6E 2	25	PIERREFONTAINE
W	807	F	25	5	1888	5	38	32	0	43N18	5E22	13	MARSEILLE
W	808	F	5	8	1906	9	15	0	0	50N50	4E22	B	IXELLES
W	809	F	25	1	1893	15	50	40	0	50N18	2E46	62	ARRAS
W	810	F	8	6	1903	8	0	0	0	50N50	4E20	B	BRUXELLES
W	811	F	8	9	1866	21	21	28	0	48N50	2E 8	78	LOUVECIENNES
W	812	F	12	10	1927	11	40	0	0	49N26	2E 5	60	CHAUMONT EN VEX
W	813	F	2	4	1840	22	50	40	0	48N50	2E20	75	PARIS
W	814	I	20	8	1884	13	40	4	-1	40N30	17E30	TA	TARANTO
W	815	I	4	2	1878	4	25	4	-1	45N24	11E 0	VR	VERONA
W	816	I	8	5	1902	19	0	0	-1	44N24	7E15	CN	CARAMAGNA
W	817	I	2	5	1908	4	0	0	-1	45N48	9E 0	VA	CANTELLO
W	818	I	2	1	1900	9	0	0	-1	37N30	15E 0	CT	VIAGRANDE
W	819	I	10	3	1889	13	10	4	-1	39N24	9E 0	CA	CAGLIARI
W	820	I	19	4	1891	12	10	4	-1	44N30	11E 0	BO	BOLOGNA
W	821	I	8	2	1889	15	10	4	-1	45N24	11E 0	VR	VERONA
W	822	I	5	7	1884	6	40	4	-1	44N42	12E30	FE	FERRARA
W	823	I	3	12	1872	2	40	4	-1	45N24	11E 0	VR	VERONA
W	824	I	3	1	1902	19	30	0	-1	37N30	15E 0	CT	ACIREALE
W	825	I	5	8	1897	3	45	0	-1	43N42	11E30	FI	FIRENZE
W	826	I	12	8	1877	7	40	4	-1	43N42	11E30	FI	PRATO IN TOSCAN
W	827	I	2	7	1880	15	10	4	-1	44N24	7E15	CN	CUNEO
W	828	I	23	1	1899	8	5	0	-1	45N 0	8E 0	TO	TORINO
W	829	I	4	2	1892	4	12	4	-1	43N24	13E15	MC	CAMERINO
W	830	I	16	7	1891	15	40	4	-1	45N30	12E 0	VI	VICENZA
W	831	I	16	5	1905	6	0	0	-1	43N24	13E15	MC	MATELICA
W	832	I	21	5	1896	10	0	0	-1	44N24	7E15	CN	SALUZZO
W	833	I	21	3	1896	7	15	0	-1	43N42	11E 0	LU	LUCCA
W	834	I	18	7	1892	1	10	4	-1	43N18	11E45	SI	SIENA
W	835	I	8	11	1890	22	40	4	-1	45N12	11E 0	MN	DOSOLO
W	836	I	25	11	1904	3	30	0	-1	43N42	11E30	FI	FIRENZE
W	837	I	12	5	1878	0	40	4	-1	45N48	9E15	CO	COMO
W	838	I	24	7	1907	20	0	0	-1	37N 0	15E30	SR	PACHINO
W	839	I	7	12	1885	6	10	4	-1	45N24	12E15	PD	PADOVA
W	840	I	1	1	1884	6	10	4	-1	38N 0	15E30	ME	CASTROREALE
W	841	I	9	8	1888	12	10	4	-1	45N30	12E30	VE	VENEZIA
W	842	I	19	1	1871	22	10	4	-1	37N 0	15E30	SR	AVOLA
W	843	I	7	6	1875	12	55	4	-1	41N36	15E30	FG	PANNI
W	844	I	23	12	1899	23	0	0	-1	43N 0	13E 0	PG	PERUGIA
W	845	I	30	7	1895	6	0	0	-1	41N12	17E 0	BA	BARI
W	846	I	21	1	1902	15	15	0	-1	38N 6	15E30	RC	PALMI
W	847	I	6	11	1877	21	40	4	-1	46N 0	13E30	UD	UDINE
W	848	I	1	9	1885	3	10	4	-1	38N 0	15E30	ME	MESSINA
W	849	I	1	11	1891	9	10	4	-1	43N42	11E30	FI	PRATO
W	850	I	15	3	1885	9	25	4	-1	37N 0	14E45	RG	POZZALLO
W	851	I	19	10	1897	5	30	0	-1	38N 6	15E30	RC	CITTANOVA
W	852	I	4	7	1884	21	10	4	-1	43N42	11E30	FI	FIRENZE
W	853	I	15	1	1886	7	10	4	-1	44N24	12E15	RA	FAENZA
W	854	I	29	7	1876	4	10	4	-1	43N42	11E30	FI	BORGO SAN LOREN
W	855	I	10	8	1878	12	40	4	-1	44N12	12E30	FO	FORLI
W	856	I	12	6	1882	7	40	4	-1	43N 0	13E 0	PG	ASSISI
W	857	I	3	10	1895	20	20	0	-1	45N36	12E45	TV	TREVISO
W	858	I	29	6	1906	3	30	0	-1	45N30	9E15	MI	LEGNANO
W	859	I	18	3	1895	3	30	0	-1	40N18	10E 0	NU	TORTOLI
W	860	I	12	5	1887	16	35	4	-1	43N42	10E30	PI	PISA
W	861	I	3	1	1884	15	40	4	-1	44N 0	10E15	SP	LA SPEZIA
W	862	I	25	2	1866	14	6	0	-1	42N24	13E30	AQ	PESCASSEROLI
W	863	I	17	12	1883	16	40	4	-1	42N18	14E15	CH	VASTO
W	864	I	12	3	1863	8	2	0	-1	42N24	14E30	PE	PESCARA
W	865	I	19	10	1920	2	0	0	-1	46N 0	13E30	UD	UDINE
W	866	I	22	8	1896	1	0	0	-1	43N42	11E30	FI	FIRENZE
W	867	I	10	6	1907	11	40	0	-1	44N36	11E15	MO	MODENA
W	868	I	11	9	1906	1	10	0	-1	41N30	13E 0	LT	FONDI
W	869	I	17	12	1892	8	10	4	-1	42N30	13E 0	TR	BASCHI
W	870	I	21	7	1883	7	40	4	-1	38N 0	13E30	PA	PALERMO
W	871	I	2	1	1891	8	40	4	-1	46N 0	13E30	UD	CIVIDALE DEL FR
W	872	I	22	11	1884	7	10	4	-1	43N 0	13E 0	PG	GUALDO TADINO
W	873	I	30	3	1888	16	25	4	-1	40N54	14E 0	NA	CASTELLAMARE DI
W	874	I	30	8	1894	11	0	0	-1	46N 0	13E30	UD	TARCENTO
W	875	I	6	3	1907	5	15	0	-1	44N42	12E30	FE	FERRARA
W	876	I	20	12	1876	18	25	4	-1	43N18	11E45	SI	CETONA
W	877	I	11	11	1897	11	0	0	-1	46N 0	13E30	UD	OSOPPO
W	878	I	12	10	1901	13	30	0	-1	40N54	14E 0	NA	FRATTAMAGGIORE
W	879	I	31	8	1893	18	40	4	-1	41N12	17E 0	BA	GIOVINAZZO
W	880	I	26	10	1900	2	0	0	-1	44N12	12E30	FO	DOVADOLA
W	881	I	3	6	1900	6	30	0	-1	42N24	13E30	AQ	L'AQUILA
W	882	I	12	4	1894	22	45	0	-1	46N 0	12E 0	TN	ROVERETO
W	883	I	27	10	1891	6	10	4	-1	41N18	15E 0	BN	COLLE SANNITA
W	884	I	18	9	1910	23	30	0	-1	45N 0	8E 0	TO	TORINO
W	885	I	7	2	1900	12	0	0	-1	44N24	12E15	RA	LUGO DI ROMAGNA
W	886	I	18	4	1878	15	10	4	-1	43N36	9E30	LI	PORTOFERRAIO
W	887	I	19	11	1883	11	10	4	-1	43N42	11E30	FI	BORGO S.LORENZO
W	888	I	21	4	1898	0	30	0	-1	43N 0	13E45	AP	RIPATRANSONE
W	889	I	30	10	1891	8	10	4	-1	43N 0	13E 0	PG	NOCERA UMBRA
W	890	I	28	8	1902	18	50	0	-1	45N30	11E 0	BS	BEDIZZOLE DI BR
W	891	I	2	7	1891	20	40	4	-1	44N30	11E 0	BO	CAPANNE
W	892	I	6	12	1871	4	10	4	-1	45N 0	12E15	RO	LENDINARA
W	893	I	11	9	1902	11	0	0	-1	45N30	12E30	VE	VENEZIA
W	894	I	14	10	1891	23	14	4	-1	40N54	14E 0	NA	POZZUOLI
W	895	I	15	7	1877	21	10	4	-1	45N12	11E 0	CR	CREMA
W	896	I	18	5	1887	15	50	4	-1	45N 0	8E 0	TO	MONTALTO DORA
W	897	I	29	10	1884	7	40	4	-1	44N42	12E30	FE	TAMARA
W	898	I	25	12	1867	5	10	4	-1	37N30	15E 0	CT	ACIREALE
W	899	I	13	7	1898	23	45	0	-1	41N36	13E15	FR	VILLALATINA
W	900	I	24	7	1900	13	15	0	-1	37N 0	14E45	RG	COMISO
W	901	I	2	8	1899	7	0	0	-1	44N30	11E 0	BO	BOLOGNA
W	902	I	24	8	1902	22	5	0	-1	45N12	11E 0	MN	OSTIGLIA
W	903	I	2	9	1877	14	55	4	-1	44N30	11E 0	BO	BOLOGNA
W	904	I	11	4	1893	2	40	4	-1	43N42	11E30	FI	SCARPERIA
W	905	I	15	12	1898	3	0	0	-1	39N 0	17E30	CZ	CATANZARO
W	906	I	18	10	1891	18	10	4	-1	40N42	15E15	SA	CASALBUONO
W	907	I	5	12	1896	18	7	0	-1	38N 0	13E30	PA	USTICA
W	908	I	8	6	1899	3	30	0	-1	43N18	11E45	SI	SIENA
W	909	I	9	6	1898	23	0	0	-1	43N42	11E30	FI	PRATO
W	910	I	22	9	1889	1	10	4	-1	45N 0	9E 0	AL	CARBONARA SCRIV
W	911	I	21	5	1908	17	0	0	-1	43N42	13E45	AN	ANCONA
W	912	I	16	5	1866	15	54	0	-1	45N 0	9E 0	AL	CUCCARO MONFERR
W	913	I	3	5	1875	17	22	4	-1	42N24	13E30	AQ	TAGLIACOZZO
W	914	I	22	12	1899	4	30	0	-1	45N 0	8E 0	TO	TORINO
W	915	I	11	4	1900	19	30	0	-1	45N30	9E15	MI	LODI
W	916	I	18	1	1894	12	0	0	-1	43N42	11E30	FI	PRATO
W	917	I	3	2	1892	4	40	4	-1	38N 0	12E30	TP	TRAPANI
W	918	I	19	4	1893	12	20	4	-1	45N24	11E 0	VR	VERONA
W	919	I	30	7	1902	9	15	0	-1	45N30	9E15	MI	MILANO
W	920	I	2	2	1907	21	30	0	-1	45N 0	9E 0	AL	ORSARA BORMIDA
W	921	I	11	7	1881	10	20	4	-1	45N24	11E 0	VR	BUSSOLENGO
W	922	I	30	5	1907	10	30	0	-1	38N 0	13E30	PA	PALERMO
W	923	I	17	7	1897	23	20	0	-1	45N 0	9E45	PC	PIACENZA
W	924	I	19	7	1868	13	10	4	-1	40N30	15E45	PZ	MELFI
W	925	I	3	9	1875	21	10	4	-1	45N12	11E 0	MN	SUZZARA
W	926	I	11	2	1896	6	0	0	-1	44N24	7E15	CN	BRA
W	927	I	20	1	1886	22	10	4	-1	43N36	9E30	LI	LIVORNO
W	928	I	13	11	1873	20	40	4	-1	44N30	11E 0	BO	IMOLA
W	929	I	21	6	1884	10	25	4	-1	43N42	13E45	AN	ARCEVIA
W	930	I	27	2	1893	10	0	4	-1	41N18	15E 0	BN	DUGENTA
W	931	I	19	2	1893	13	10	4	-1	43N30	12E 0	AR	CORTONA
W	932	I	21	2	1877	17	40	4	-1	42N18	14E15	CH	VASTO
W	933	I	4	9	1900	11	0	0	-1	38N 6	15E30	RC	PALMI
W	934	I	17	7	1887	5	10	4	-1	44N24	9E 0	GE	MASONE
W	935	I	22	1	1914	20	0	0	-1	39N24	9E 0	CA	CAGLIARI
W	936	I	11	5	1879	2	10	4	-1	45N 0	8E 0	TO	TORINO
W	937	I	6	7	1897	7	30	0	-1	37N12	13E30	AG	LICATA
W	938	I	15	7	1885	11	40	4	-1	38N 6	15E30	RC	CARERI
W	939	I	4	6	1898	2	0	0	-1	44N48	10E45	PR	PARMA
W	940	I	25	2	1892	3	12	4	-1	41N36	15E30	FG	LUCERA
W	941	I	8	2	1886	6	15	4	-1	42N42	14E 0	TE	ATRI
W	942	I	27	1	1882	3	10	4	-1	43N 0	13E 0	PG	PERUGIA
W	943	I	10	10	1896	16	0	0	-1	37N30	14E15	EN	AIDONE
W	944	I	29	7	1887	20	10	4	-1	43N42	13E45	AN	SENIGALLIA
W	945	I	10	10	1870	8	10	4	-1	42N18	14E15	CH	SCERNI
W	946	I	31	10	1879	12	0	4	-1	45N 0	9E45	PC	PODENZANO
W	947	I	24	4	1898	17	0	0	-1	38N 6	15E30	RC	PALMI CALABRIA
W	948	I	15	9	1899	17	0	0	-1	45N30	9E 0	NO	BOGOGNO
W	949	I	4	5	1876	10	10	4	-1	44N24	12E15	RA	FAENZA
W	950	I	20	1	1893	22	30	4	-1	45N12	9E 0	PV	ZEME LOMELLINA
W	951	I	28	2	1874	4	40	4	-1	42N24	12E 0	VT	VALENTANO
W	952	I	8	1	1898	4	0	0	-1	44N24	9E 0	GE	S. MARGHERITA L
W	953	I	30	11	1887	13	10	4	-1	37N30	14E 0	CL	CALTANISSETTA
W	954	I	7	4	1883	11	55	4	-1	44N30	11E 0	BO	BOLOGNA
W	955	I	19	12	1872	4	10	4	-1	44N54	8E30	AT	MONTECHIARO D'A
W	956	I	6	9	1911	20	0	0	-1	45N48	9E 0	VA	GALLARATE
W	957	I	3	12	1886	4	40	4	-1	45N12	9E 0	PV	PAVIA
W	958	I	2	1	1885	7	15	4	-1	40N24	18E45	LE	S.CESARIO DI LE
W	959	I	10	1	1890	8	10	4	-1	44N24	12E15	RA	MASSA LOMBARDA
W	960	I	11	9	1882	4	10	4	-1	37N30	14E15	EN	ENNA
W	961	I	14	4	1886	16	0	4	-1	38N 0	13E30	PA	PARTINICO
W	962	I	30	5	1888	5	10	4	-1	37N30	15E 0	CT	CATANIA
W	963	I	6	1	1883	11	10	4	-1	37N30	15E 0	CT	BRONTE
W	964	I	9	5	1893	3	10	4	-1	45N 0	8E 0	TO	TORINO
W	965	I	12	8	1903	1	20	0	-1	40N36	16E45	MT	GRASSANO
W	966	I	1	9	1901	11	50	0	-1	40N36	16E45	MT	GRASSANO
W	967	I	25	3	1888	11	20	4	-1	42N30	13E 0	TR	OTRICOLI
W	968	I	1	5	1900	2	0	0	-1	42N24	13E30	AQ	PESCINA DE MARS
W	969	I	5	9	1875	13	10	4	-1	45N24	11E 0	VR	VERONA
W	970	I	15	6	1886	19	25	4	-1	43N42	11E 0	LU	BAGNI DI LUCCA
W	971	I	10	7	1883	18	10	4	-1	45N 0	8E 0	TO	TORINO
W	972	I	7	4	1879	21	40	4	-1	43N42	11E30	FI	RIGNANO SULL'AR
W	973	I	11	7	1895	17	0	0	-1	41N 0	15E 0	AV	BAGNOLI IRPINO
W	974	I	13	10	1892	11	10	4	-1	45N48	9E 0	VA	TRAVEDONA MONAT
W	975	I	13	5	1895	1	10	0	-1	45N36	12E45	TV	VITTORIO VENETO
W	976	I	14	2	1884	10	55	4	-1	45N30	12E30	VE	VENEZIA
W	977	I	15	3	1900	6	40	0	-1	42N24	13E30	AQ	L'AQUILA
W	978	I	9	9	1896	11	0	0	-1	43N30	12E 0	AR	AREZZO
W	979	I	3	11	1891	3	10	4	-1	45N36	12E45	TV	TREVISO
W	980	I	26	11	1871	9	40	4	-1	37N30	15E 0	CT	CALTAGIRONE
W	981	I	11	5	1877	20	10	4	-1	44N48	10E45	PR	PARMA
W	982	I	28	11	1895	22	5	0	-1	39N18	16E30	CS	CORIGLIANO CALA
W	983	I	7	3	1891	17	10	4	-1	42N24	13E30	AQ	FONTECCHIO
W	984	I	10	5	1908	21	0	0	-1	43N42	11E30	FI	CERRETO GUIDI
W	985	I	21	12	1899	14	0	0	-1	44N 0	13E 0	PS	FANO
W	986	I	1	5	1898	4	30	0	-1	43N42	13E45	AN	ANCONA
W	987	I	9	6	1905	0	35	0	-1	43N42	10E30	PI	FAUGLIA
W	988	I	27	7	1908	20	40	0	-1	45N30	9E15	MI	MILANO
W	989	I	14	8	1892	0	10	4	-1	43N42	13E45	AN	CUPRAMONTANA
W	990	I	25	1	1887	17	10	4	-1	45N24	12E15	PD	PIOVE DI SACCO
W	991	I	10	8	1882	1	10	4	-1	45N30	12E30	VE	VENEZIA
W	992	I	25	1	1876	2	40	4	-1	43N42	8E 0	IM	VENTIMIGLIA
W	993	I	14	6	1882	11	35	4	-1	40N30	17E30	TA	LEPORANO
W	994	I	6	2	1898	5	30	0	-1	45N30	9E15	MI	MILANO
W	995	I	20	4	1893	2	30	4	-1	40N42	15E15	SA	ALBANELLA
W	996	I	26	10	1889	16	40	4	-1	37N30	15E 0	CT	CATANIA
W	997	I	16	11	1886	22	30	4	-1	40N30	17E30	TA	TARANTO
W	998	I	11	7	1894	4	30	0	-1	43N42	11E30	FI	FIRENZE
W	999	I	29	9	1896	12	30	0	-1	44N36	10E45	RE	REGGIO EMILIA
W	1000	I	30	3	1892	18	20	4	-1	45N24	11E 0	VR	DOLCE
W	1001	I	10	9	1899	12	0	0	-1	44N54	8E30	AT	CASTAGNOLE MONF
W	1002	I	25	10	1912	15	0	0	-1	44N30	11E 0	BO	BOLOGNA
W	1003	I	17	10	1885	2	40	4	-1	45N24	11E 0	VR	VALEGGIO SUL MI
W	1004	I	1	2	1879	12	40	4	-1	44N30	11E 0	BO	BOLOGNA
W	1005	I	1	5	1887	3	40	4	-1	38N 0	15E30	ME	MESSINA
W	1006	I	23	8	1883	4	10	4	-1	43N42	13E45	AN	CUPRAMONTANA
W	1007	B	31	8	1890	19	47	0	0	51N13	3E15	WVL	EESSEN-LES-DIXM
W	1008	B	17	2	1914	23	0	0	0	51N14	4E30	ANT	GEEL
W	1009	B	13	12	1898	1	0	0	0	50N51	4E15	BRA	LOUVAIN
W	1010	B	24	1	1879	4	12	0	0	51N14	4E30	ANT	MALINES
W	1011	B	26	3	1890	5	12	0	0	51N14	4E30	ANT	LIERRE
W	1012	B	16	12	1867	10	42	0	0	51N14	4E30	ANT	BURCHT
W	1013	B	27	10	1893	17	30	0	0	51N14	4E30	ANT	ANVERS
W	1014	B	31	3	1900	1	0	0	0	50N50	4E20	BRA	ST JOSSE TEN NO
W	1015	B	22	6	1891	6	45	0	0	51N 5	3E45	OVL	ALOST
W	1016	B	27	4	1875	18	42	0	0	51N14	4E30	ANT	ANVERS
W	1017	B	13	12	1832	23	42	0	0	50N23	4E30	HAI	SENEFFE
W	1018	B	16	4	1824	2	45	0	0	51N 5	3E45	OVL	GAND
W	1019	B	17	8	1834	2	47	0	0	51N13	3E15	WVL	HARLEBEKE
W	1020	B	6	6	1863	22	38	0	0	50N39	5E30	LIE	VERVIERS
W	1021	B	14	2	1838	22	42	0	0	51N14	4E30	ANT	ANVERS
W	1022	B	27	2	1828	15	45	0	0	51N 5	3E45	OVL	GAND
W	1023	B	28	2	1886	22	43	0	0	50N51	4E15	BRA	BRUXELLES
W	1024	B	22	4	1885	9	38	0	0	50N47	5E30	LIM	HASSELT
W	1025	B	5	3	1799	7	42	0	0	50N20	4E30	NAM	NAMUR
W	1026	B	5	7	1878	0	43	0	0	50N51	4E15	BRA	UCCLE
W	1027	B	16	11	1846	5	45	0	0	51N 5	3E45	OVL	GAND
W	1028	B	25	9	1906	14	30	0	0	50N39	5E30	LIE	LIEGE
W	1029	B	4	12	1898	17	0	0	0	50N23	4E30	HAI	CHARLEROI
W	1030	B	11	8	1869	4	38	0	0	50N47	5E30	LIM	NEDERHEIM-NEREM
W	1031	B	10	12	1892	16	0	0	0	50N23	4E30	HAI	THULIN
W	1032	B	19	1	1885	10	43	0	0	50N51	4E15	BRA	BRUXELLES
W	1033	B	18	10	1895	16	30	0	0	51N13	3E15	WVL	BLANKENBERGE
W	1034	B	30	9	1834	4	42	0	0	51N14	4E30	ANT	ANVERS
