# CHRONOLOGICAL ORDER (按照出生日期排列) 
# YEA	MON	DAY	NAME

#此無資料
 1908	5	31	Terreau Ernest
 1908	6	5	Reguzzoni Carlo
 1908	6	7	Di Paco Raffaele
 1908	6	18	Claessens Jean
 1908	6	19	Minardi Louis
 1908	7	19	Degand Emile
 1908	8	20	Le Morvan Gaston
 1908	8	30	Archambaud Maurice
 1908	9	12	Winter Alphonse
 1908	10	4	Monneret Georges
 1908	11	18	Anneet Adrien
 1908	12	1	Moulines Marcel
 1908	12	5	Versijp Louis
 1908	12	17	Humery Gustave
 1908	12	21	Ainciart Edouard
 1908	12	30	Vandooren Jules
 1909	1	1	Di Lorto Laurent
 1909	2	9	Buscaglia Carlo
 1909	2	17	Scherens Josef
 1909	2	24	Ramillon Robert
 1909	2	25	Gardere Edward
 1909	3	14	Cloarec Pierre
 1909	3	14	Le Calvez Leon
 1909	3	21	Touchard Roger
 1909	4	11	Blond Jean
 1909	4	16	Samatan Robert
 1909	5	4	Satre Pierre
 1909	5	21	Buret Maurice
 1909	5	22	Cognet Lucien
 1909	5	22	Mithouard Fernand
 1909	5	29	Cipriani Mario
 1909	6	17	Lemoine Henri
 1909	6	19	Defosse Robert
 1909	6	19	Hourcade Francois
 1909	6	21	Sweering Johannes
 1909	6	25	Badjou Arnold
 1909	6	25	Jourlin Jean
 1909	7	6	Taris Jean
 1909	7	8	Finot Louis
 1909	7	15	Verriest Georges
 1909	7	19	Alleene Pierre
 1909	7	22	Bigogno Giuseppe
 1909	7	29	Vandernotte Marcel
 1909	8	8	Loschi Elio
 1909	8	11	Montesanto Mario
 1909	8	27	Maes Silveer
 1909	9	29	Bergamaschi Vasco
 1909	11	3	Herland Robert
 1909	11	18	Noret Jean
 1909	12	4	Guimbretiere Marcel
 1910	1	7	Battistoni Giovanni
 1910	1	24	Galmiche Jean
 1910	2	11	Prato Filippo
 1910	2	27	Marechal Jean
 1910	3	7	Angelmann Valentin
 1910	3	10	Moerenhout Jef
 1910	3	11	Steyaert Leonard
 1910	4	22	Paul Robert
 1910	4	30	Rose Georges
 1910	5	11	Voorhof Bernard
 1910	5	12	Martano Giuseppe
 1910	5	30	Thietard Louis
 1910	6	3	Deloor Alfons
 1910	6	7	Maupeou D'Ableiges Pierre
 1910	6	14	Ceresoli Carlo
 1910	6	24	Lesueur Jean
 1910	6	30	Grimonprez Felix
 1910	7	6	Varetto Angelo
 1910	7	7	Deurloo Louis
 1910	7	12	Level Leon
 1910	7	14	Chocque Paul
 1910	7	14	Jeanne Yvonne
 1910	7	23	Richard Maurice
 1910	8	23	Meazza Giuseppe
 1910	9	12	Neri Bruno
 1910	10	2	Olivieri Aldo
 1910	10	14	Dupont Louis
 1910	12	5	Chevalier Guy
 1910	12	15	Hardiquest Louis
 1911	1	7	Bougnol Rene
 1911	1	16	Lapebie Roger
 1911	1	17	Smellinckx Philibert
 1911	1	20	Foni Alfredo
 1911	1	26	Louis Pierre
 1911	2	8	Marcaillou Sylvain
 1911	2	9	Buscaglia Pietro
 1911	2	17	Mutti Luigi
 1911	4	26	Hell Henri
 1911	5	24	Pecheux Michel
 1911	6	4	Negrone Cambiaso Carina
 1911	6	5	Morselli Arrigo
 1911	6	7	Perazzolo Mario
 1911	7	4	Boel Pierre
 1911	7	25	Pouyade Pierre
 1911	7	26	Bisigato Antonio
 1911	7	29	Lohmann Walter
 1911	8	10	Schlindwein Antoine
 1911	8	12	Monza Alfredo
 1911	10	13	Cartonnet Ulysse
 1911	10	16	Mortier Gerard
 1911	10	24	Devineux Raymond
 1911	11	20	Cuffaut Leon
 1911	11	22	Olmo Giuseppe
 1911	11	30	Buysse Albert
 1911	12	10	Riccardi Giovanni
 1911	12	11	Duhour Clement
 1911	12	14	Pagotto Mario
 1911	12	24	Blain Antoine
 1912	1	6	Alkema Henri
 1912	1	6	Robert Raoul
 1912	2	1	Desclaux Joseph
 1912	2	3	Fournier Amedee
 1912	2	5	Marin Meslee Edmond
 1912	2	15	Ferraris Pietro
 1912	2	23	Buonocuore Carmelo
 1912	2	25	Allais Emile
 1912	2	27	Bollelli Henri
 1912	3	1	Genta Mario
 1912	3	16	Dalem Pierre
 1912	4	5	Buhan Jean
 1912	4	7	Accart Jean
 1912	4	15	Beaucourt Georges
 1912	4	29	Lesueur Raoul
 1912	5	4	Van Overberghe Cyriel
 1912	5	16	Aston Alfred
 1912	6	6	Tassin Eloi
 1912	6	11	Slaats Laurentius
 1912	6	23	Perquier Marcel
 1912	7	3	Diot Emile
 1912	7	15	Prin-Clary Jean
 1912	7	15	Rousie Max
 1912	7	21	Cornet Florimond
 1912	7	24	Vissers Wadje
 1912	8	10	Maes Romain
 1912	8	12	Gerardin Louis
 1912	8	18	Roels Louis
 1912	8	31	Etienne Roland
 1912	9	7	Mian Germano
 1912	9	22	Meulenbergh Eloi
 1912	9	23	Ferrari Henri
 1912	10	4	Chevallier Bernard
 1912	10	12	Braeckeveldt Adolphus
 1912	10	12	Brunetaud Maurice
 1912	10	22	Urruty Jean
 1912	11	27	Tulasne Jean
 1912	11	29	Paverick Robert
 1912	12	4	Bo Mario
 1912	12	21	Zatelli Mario
 1912	12	23	Skawinski Pierre
 1913	1	1	Brunet Felix
 1913	1	3	Bonomi Giuseppe
 1913	1	6	Heinkele Roger
 1913	1	10	Bordoni Franco
 1913	2	13	Rio Roger
 1913	2	24	Bourbotte Francois
 1913	3	10	Brusseaux Michel
 1913	3	12	Depetrini Theobaldo
 1913	3	16	Corbelli Guido
 1913	3	28	Goasmat Jean
 1913	4	18	Oubron Robert
 1913	4	20	Rochard Roger
 1913	5	3	Mallet Auguste
 1913	5	8	Gardere Andre
 1913	5	10	Pellenaars Cornelius
 1913	6	6	Laurent Marcel
 1913	6	9	Nicolas Jean
 1913	6	17	Vandame Pierre
 1913	6	24	Deloor Gustav
 1913	7	1	Decaluwe Edgard
 1913	7	5	Houel Georges
 1913	7	6	Milano Luigi
 1913	7	14	Llense Rene
 1913	7	23	Galateau Fabien
 1913	7	23	Lemoine Jean
 1913	8	20	Maye Paul
 1913	9	9	Dongaitz Frederic
 1913	9	11	Dogniaux Paul
 1913	9	22	Piola Silvio
 1913	9	23	Valetti Giovanni
 1913	9	25	Boudon Felix
 1913	10	6	Lowie Jules
 1913	10	8	Ricci Secondo
 1913	10	26	Capelle Jean
 1913	12	11	Bazennerye Rene
 1913	12	15	Joye Prudent
 1913	12	18	Ourdoullie Marcel
 1913	12	28	Seres Arthur
 1914	1	11	Bergese Felix
 1914	1	22	Rolland Amedee
 1914	2	4	Dupuis Maurice
 1914	2	13	Vergauwen
 1914	2	14	Sys Karel
 1914	2	17	Roger Gilbert
 1914	2	17	Vietto Rene
 1914	2	23	Middelkamp Theofiel
 1914	3	2	Chaillot Louis
 1914	3	4	Colaussi Luigi
 1914	3	16	Hubert Claude
 1914	4	1	Baudry Noel
 1914	4	9	Courron Louis
 1914	4	10	Ramella Luciano
 1914	4	14	Brunella Luigi
 1914	4	16	Thiers Pierre
 1914	4	20	Biagi Carlo
 1914	5	4	Fournier Jean
 1914	5	18	Bernard Marcel
 1914	5	30	Allasio Federico
 1914	6	3	Kaers Karel
 1914	6	16	Gabrillargues Louis
# 無資料
 1914	6	30	Neri Maino
 1914	7	8	Vignole Francois
 1914	7	12	Olmi Renato
 1914	7	14	Caimo Angelo
 1914	7	18	Bartali Gino
 1914	7	18	Heisserer Oscar
 1914	7	22	Defoort Andre
 1914	7	27	Baldo Giuseppe
 1914	8	21	Mouchotte Rene
 1914	8	24	Ferrari Severino
 1914	8	28	Lalanne Jean
 1914	9	14	Busnel Robert
 1914	9	20	Kint Marcel
 1914	10	8	Rosseel Albert
 1914	10	31	Santini Alexis
 1914	11	17	Disseaux Albertin
 1915	1	26	Boffi Aldo
 1915	2	1	Busani Umberto
 1915	2	9	Brunaud Andre
 1915	3	21	Morlaix (Demezay)
 1915	4	4	Biavati Amedeo
 1915	4	12	Fonteilles Rene
 1915	4	12	Wierninck Robert
 1915	4	29	Depoorter Richard
 1915	6	13	Pirmez Theo
 1915	6	21	Bastien Jean
 1915	7	9	Thevenet Marcel
 1915	7	15	Fiorini Dino
 1915	7	22	Galimberti Edoardi
 1915	8	14	Van Lierde Remy
 1915	8	15	Van Theemsche Peez
 1915	8	20	Anger Alphonse
 1915	9	15	Arcari Bruno
 1915	9	23	Bertoni Sergio
 1915	9	27	Claverie Gabriel
 1915	10	1	Masson Emile
 1915	10	11	Cosson Victor
 1915	10	16	Dorgebray Robert
 1915	10	22	Bigot Jules
 1915	10	22	Despaux Jean
 1915	11	18	Nakache Alfred
 1915	11	23	Aznar Emmanuel
 1915	12	12	Grysolle Sylvain
 1916	1	1	Neri Giacomo
 1916	1	7	Schulte Gerrit
 1916	1	20	Aurine Remy
 1916	1	21	Rava Pietro
 1916	2	15	Bour Armand
 1916	2	24	Gabetto Guglielmo
 1916	3	14	Boeckel Paul
 1916	3	18	Van Vliet Arie
 1916	4	4	Charpentier Robert
 1916	4	12	Gauthier Louis
 1916	4	19	Chizzo Bruno
 1916	4	21	Walschot Rene
 1916	6	17	Scarabello Luigi
 1916	6	19	Hendrickx Albert
 1916	7	1	Ceuppens Jean
 1916	7	3	Offenberg Jean
 1916	7	22	Cerdan Marcel
 1916	7	25	Allemand Andre
 1916	8	25	Domergue Marcel
 1916	9	2	Bihel Rene
 1916	9	19	Revoyaz Paul
 1916	10	28	Di Benedetti Dante
 1916	11	11	Frezot Emile
 1916	11	28	Lapebie Guy
 1917	1	2	Zironi Otello
 1917	1	7	Harambillet Jean
 1917	1	13	Touchard Marcel
 1917	2	10	Van Herzele Mauritz
 1917	2	13	Buzy Eugene
 1917	2	21	Joanblanc Robert
 1917	3	6	Michelini Danilo
 1917	4	11	Marcillac Raymond
 1917	4	20	Griffanti Luigi
 1917	4	27	Gaillot Georges
 1917	5	20	Baladie Georges
 1917	5	29	Somers Joseph
 1917	7	10	Pelizza Pierre
 1917	9	23	Gallea Cesare
 1917	10	17	Boeyen Gerrit
 1917	10	30	Trintignant Maurice
 1917	11	5	Auriol Jacqueline
 1917	11	17	Cornelis Joe
 1917	11	17	Remondini Leandro
 1918	1	25	Pedroni Silvio
 1918	1	26	Sercu Berten
 1918	2	18	Le Strat Ange
 1918	3	22	Blanchet Andre
 1918	4	23	Maelbrancke Andre
 1918	4	29	Caillou Robert
 1918	6	1	Bersouille Paul
 1918	6	10	Pernigo Francesco
 1918	6	10	Sardelli Vittorio
 1918	6	15	Peron Jean
 1918	6	23	Charron Robert
 1918	6	24	Medina Theo
 1918	6	28	Dard Georges
 1918	6	30	Cerou Charles
 1918	7	13	Ascari Alberto
 1918	7	29	Brisson Jean
 1918	8	2	Lamaze Henri
 1918	8	29	Boulart Philippe
 1918	9	29	Tessier Henri
 1918	9	30	Prevost Jean
 1918	10	3	Coppens Rik
 1918	10	8	Chaves D'Aguilar Freddy
 1918	10	14	Van Overloop Staf
 1918	10	19	Pronk Jan
 1918	10	22	Bevilacqua Antonio
 1918	10	27	Chatelain Andre
 1918	11	24	De Backer Achiel
 1918	12	1	Goutal Albert
 1918	12	20	Buysse Achiel
 1918	12	30	Leduc Lucien
 1919	1	23	Derksen Jan
 1919	1	26	Mazzola Valentino
 1919	2	19	De Decker Ferdiand
 1919	3	10	Faignaert Emiel
 1919	4	7	Campatelli Aldo
 1919	5	19	Fleury Joel
 1919	6	1	Stagnoli Antonio
 1919	6	4	Danguillaume Camille
 1919	7	2	Batteux Albert
 1919	8	2	Tissot Raymond
 1919	8	18	Specker Justy
 1919	9	5	Menti Romeo
 1919	9	7	Schotte Alberic
 1919	9	12	Prouff Jean
 1919	9	15	Coppi Fausto
 1919	9	17	Chesnau Rene
 1919	9	19	Peyre Egisto
 1919	10	25	Remue Emiel
 1919	10	25	Remy Raoul
 1919	10	30	Malinverni Ermando
 1919	11	2	Danzelle Pierre
 1919	11	12	Dauger Jean
 1919	12	1	Montane Pierre
 1919	12	11	Teisseire Lucien
 1920	1	1	Stricanne Marceau
 1920	1	3	Monier Charles
 1920	1	7	Claes Georges
 1920	1	11	Famechon Emile
 1920	1	14	De Harder Bertus
 1920	2	1	Jonquieres Oriola Pierre
 1920	2	3	Ockers Stan
 1920	2	7	Corrieri Giovanni
 1920	2	10	Petitfils Andre
 1920	2	18	Legrain Pierre
 1920	2	22	Barrais Andre
 1920	2	29	Combes Gaston
 1920	3	1	Quenin Yvan
 1920	3	10	Leclere Jean
 1920	3	12	Biagioni Serafino
 1920	3	21	Pelizza Henri
 1920	3	31	Manaire Emile
 1920	4	15	Rondeaux Roger
 1920	4	28	Desimpelaere Mauritz
 1920	5	4	Charlest Regis
 1920	5	22	Marchi Sergio
 1920	5	28	Curtet-Chabot Yvonne
 1920	6	2	Cappello Gino
 1920	6	13	Keteleer Desire
 1920	6	18	Faucherre Jacques
 1920	6	18	Guignard Jacques
 1920	6	23	Matheu Jean
 1920	7	1	Sentimenti Lucidio
 1920	7	19	Idee Emile
 1920	7	21	Piacentini Sergio
 1920	7	31	Peters Gerrit
 1920	8	2	Bobin Robert
 1920	8	6	Saelen Julien
 1920	8	7	Pazzi Jean
 1920	8	7	Taillantou Pierre
 1920	8	8	Bonnaventure Robert
 1920	8	27	Meert Henri
 1920	9	7	Baratin Pierre
 1920	9	10	Lamboley Jean
 1920	9	11	Junquas Louis
 1920	9	22	Todeschini Paolo
 1920	9	28	Martin Lucien
 1920	10	17	Rodriguez Sauveur
 1920	10	23	Van Dam Lucas
 1920	10	27	Peeters Edward
 1920	11	8	Toppan Gianni
 1920	11	16	Boulet Jean
 1920	11	24	Maridor Jean
 1920	11	26	Abderrhamane Bonnedienne
 1920	11	28	Chocat Rene
 1920	12	3	Alpsteg Rene
 1920	12	7	Magni Fiorenzo
 1920	12	24	Valmy Rene
 1920	12	25	Puccinelli Aldo
 1921	1	6	Deprez Louis
 1921	1	14	Carre Roger
 1921	1	22	Leenaert Jacques
 1921	1	23	Caput Louis
 1921	1	28	Martin Giovanni
 1921	2	1	Poblome Marcel
 1921	2	3	Lavoine Gilbert
 1921	2	8	Gei Renato
 1921	2	8	Pezzi Luciano
 1921	2	9	Castigliano Eusebio
 1921	2	16	Behra Jean
 1921	2	18	Martini Alfredo
 1921	2	20	Pratesi Honore
 1921	2	24	Reiff Gaston
 1921	3	3	Stellin Adone
 1921	3	19	Bongiorni Emile
 1921	3	26	Braun Gaby
 1921	4	5	Pironti Felix
 1921	4	11	Dussart Kid
 1921	4	15	Orgeix Jean
 1921	5	2	Gremillet Georges
 1921	6	10	Robic Jean
 1921	6	14	Silvestri Arturo
 1921	6	28	Piel Roger
 1921	6	29	Dakoski Stephane
 1921	7	6	Couttet James
 1921	7	7	Mazon Louis
 1921	7	11	Casola Luigi
 1921	7	13	Basquet Guy
 1921	7	25	Robin Jean
 1921	7	26	Amadei Amadeo
 1921	7	28	Giudici Pietro
 1921	8	3	Gianneschi Mauro
 1921	8	23	Ossola Franco
 1921	8	28	Brousse Elie
 1921	9	4	Duperay Jean
 1921	9	7	Herice Daniel
 1921	9	20	Parola Carlo
 1921	10	3	Miglioli Renato
 1921	10	6	De Muer Maurice
 1921	10	22	Gielen Frans
 1921	10	27	Costagliola Leonardo
 1921	11	7	Franzosi Angelo
 1921	11	10	Lacroix Michel
 1921	11	16	Fabbri Edmondo
 1921	11	18	Dehert Albert
 1921	11	20	Trescases Frederic
 1921	11	26	Close Alexandre
 1921	12	3	Sinibaldi Paul
 1921	12	7	Guegan Raymond
 1921	12	22	Rebuffic Lucien
 1922	1	4	Somerlinck Marceau
 1922	1	10	Ballarin Aldo
 1922	2	2	Vogelbacher Jeanette
 1922	2	16	Mermans Jozef
 1922	2	24	Famechon Andre
 1922	2	24	Formentin Silvio
 1922	2	27	Correggioli Enzo
 1922	2	28	Cassani Valerio
 1922	3	3	Mertens Rene
 1922	3	11	Baldini Giuseppe
 1922	3	17	Arce Emile
 1922	3	31	Goussot Raymond
 1922	4	3	Ferrand Jean
 1922	4	10	Casari Giuseppe
 1922	4	13	Thomas Jacques
 1922	4	23	Arnaudeau Henri
 1922	5	3	Andreoli Sergio
 1922	5	11	Bornenave Leon
 1922	6	7	Lataste Jacques
 1922	6	10	Verschueren Adolf
 1922	7	1	Carapellese Riccardo
 1922	7	1	Nolf Robert
 1922	7	3	Dutrain Henri
 1922	7	12	Starosch Leo
 1922	7	20	Gregoire Jean
 1922	7	22	Lebranchu Roger
 1922	8	19	Anoul Leopold
 1922	9	11	Pieters Andre
 1922	9	14	Zins Lucien
 1922	9	27	Bichendaritz Pierre
 1922	10	5	Buonvino Gino
 1922	10	7	Maestrelli Tommaso
 1922	10	9	Rosetta Francesco
 1922	10	16	Galassi Alberto
 1922	11	11	Beraud Andre
 1922	11	12	Buffiere Andre
 1922	11	28	Soro Robert
 1922	12	1	Sterckx Ernest
 1922	12	4	Boutin-Desvignes Abel
 1922	12	5	Milandri Widmer
 1922	12	6	Thys Guy
 1922	12	19	Senfftleben Georges
 1922	12	23	Brun Georges
 1922	12	24	Roos Job
 1923	1	1	Wilde-Meersch Piet
 1923	1	7	Mezzadri Giammarco
 1923	1	10	Perez Raoul
 1923	1	18	Voorting Gerrit
 1923	1	19	Furiassi Zeffiro
 1923	1	25	Piccinini Alberto
 1923	1	30	Bigand Rene
# 兩個 1923/1/30 但只有一個對應的資料 
 1923	1	30	Terreau Maurice
 1923	2	12	Stock Jean
 1923	2	14	Bonomi Andrea
 1923	2	16	Rossello Vincenzo
 1923	2	27	Cecconi Flavio
 1923	3	9	Magli Augusto
 1923	3	13	Flamion Pierre
 1923	3	16	Jol Marcel
 1923	3	25	Van Est Wim
 1923	4	17	Bally Etienne
 1923	4	21	Barbadoro Nello
 1923	4	27	Vandooren Roger
 1923	5	1	Moga Alban
 1923	5	26	Alvarez Andre
 1923	5	27	Lunis Jacques
 1923	5	27	Martelli Danilo
 1923	6	1	Grumellon Jean
 1923	6	4	Moulins Henri
 1923	6	7	Baratte Jean
 1923	6	7	Calixte Gaston
 1923	6	29	Vercoutter Andre
 1923	7	5	Turconi Angelo
 1923	7	8	Hatchondo Andre
 1923	7	21	Vernier Jacques
 1923	7	21	Vernier Jean
 1923	8	1	Prat Jean
 1923	8	3	Huguet Guy
 1923	8	5	Hermal Franck
 1923	8	8	Decorte Roger
 1923	10	5	Cros Yves
 1923	12	8	Cuneo Marc
 1923	12	22	Grosso Piero
 1924	1	9	Jacques Michel
 1924	1	9	Van Der Auwera Jean
 1924	1	14	Bertuccelli Alberto
 1924	1	15	Domingo Marcel
 1924	1	29	Goreux Joseph
 1924	2	8	Coste Charles
 1924	2	15	Berthomieu Gabriel
 1924	2	15	Lassegue Jean
 1924	2	17	Laurent Roland
 1924	2	17	Terruzzi Ferdinando
 1924	2	20	Dauthuille Laurent
 1924	2	29	Sinibaldi Pierre
 1924	3	3	Tognon Omero
 1924	3	5	Marche Roger
 1924	3	11	Lespes Ode
 1924	3	12	Bacigalupo Valerio
 1924	3	15	Firmin Georges
 1924	3	18	Pomathios Michel
 1924	4	1	Giacchero Franco
 1924	4	9	Mathys Lucien
 1924	5	1	Dop Jean
 1924	5	6	Antonazzi Francesco
 1924	5	8	Bergougnan Yves
 1924	5	10	Thieffry Jacques
 1924	5	18	Lemberechts Victor
 1924	5	20	Damitio Georges
 1924	5	24	Ballacci Dino
 1924	5	31	Debuf Jean
 1924	6	3	Dubreucq Albert
 1924	6	3	Mazza Bruno
 1924	6	7	Lard Pierre
 1924	6	20	Pasek Stanislas
 1924	6	22	Callens Norbert
#無此資料 
 1924	6	23	Ghella Mario
 1924	7	7	Cardinale Benvenuto
 1924	7	8	Jacoponelli Pieere
 1924	7	8	Sesia Georges
 1924	7	19	Cuissard Antoine
 1924	7	20	Ryckaert Marcel
 1924	7	22	Moreel Georges
 1924	7	23	Penz Claude
 1924	8	27	Dufau Gerard
 1924	9	5	Le Guillerm Andre
 1924	9	9	Vansteenbergen Henri
 1924	9	10	Skena Louis
 1924	9	22	Couvreur Hilaire
 1924	9	22	Gauthier Bernard
 1924	9	28	Chiapella Giuseppe
 1924	9	29	Zampieri Giacomo
 1924	10	4	Van Dormael Karel
 1924	10	12	Perrier Jacques
 1924	10	14	Berton Rene
 1924	10	17	Mari Giacomo
 1924	10	20	Rioland Roger
 1924	10	21	Walzack Jean
 1924	11	8	Famechon Raymond
 1924	11	22	Ussin Gilbert
 1924	11	23	Rosseel Andre
 1924	11	24	Vivier Pierre
 1924	11	25	Touchard Janine
 1924	11	27	Etcheverry Pierre
 1924	11	28	Ballico Giovanni
 1924	12	10	Manente Sergio
 1924	12	29	Colpin Charles
 1925	1	1	Crespo Joseph
 1925	1	6	Pasotti Alfredo
 1925	1	7	Carre Louis
 1925	1	11	Carrara Emile
 1925	1	15	Moresco Rinaldo
 1925	2	5	De Baere Karel
 1925	2	9	Giannelli Nazareno
 1925	2	12	Lorius Pierre
 1925	2	13	Pleimelding Rene
 1925	2	17	Roques Alfred
 1925	2	22	Celestin Bernard
 1925	3	12	Bobet Louison
 1925	3	13	Conterno Angelo
 1925	3	14	Szwidzinski Jean
 1925	3	16	Becattini Fosco
#無此資料
 1925	3	24	Puig-Aubert Henri
 1925	3	31	Langlois Pierre
 1925	4	5	Contrastin Raymond
 1925	4	16	Valenzano Piero
 1925	4	20	Acconcia Italo
 1925	5	2	Soldani Renzo
 1925	5	3	Jonquet Robert
 1925	5	9	Bortoletto Raoul
 1925	5	20	Celio Celestino
 1925	5	24	Annovazzi Carlo
 1925	5	27	Derency Rene
 1925	5	29	Rey Jean
 1925	5	31	Castelli Giulio
 1925	6	8	Nesti Fulvio
 1925	6	12	Geminiani Raphael
 1925	6	16	Brasola Annibale
 1925	6	26	Maroso Virgilio
 1925	7	3	Cavigioli Emilio
 1925	7	7	Masci Vittorio
 1925	7	11	De Feyter Joseph
 1925	7	13	Menegotti Enzo
#無此資料
 1925	7	19	Quenolle Roger
 1925	7	26	Milano Ettore
 1925	7	27	Stock Gilbert
 1925	7	29	Scotti Roger
 1925	7	31	Heinrich Ignace
 1925	8	1	Cerasani Alvaro
#無此資料
 1925	9	7	Chevallier Bernard
 1925	9	8	Bassetto Adriano
 1925	9	16	Dessemme Jacques
 1925	9	20	Butin Jean
 1925	10	1	Beyaert Jose
 1925	10	14	Marie Andre
 1925	10	16	Lazarides Apo
 1925	10	19	Impanis Raymond
 1925	10	22	Nay Cesare
 1925	11	7	Odon Charles
 1925	11	9	Gianessi Lazare
 1925	11	21	Sinnaeve Alex
 1925	12	1	Marty Jean
 1925	12	8	Colchen Anne
 1925	12	17	Giovannini Guglielmo
 1925	12	18	Baldassari Jean
 1925	12	20	Lorenzi Benito
 1925	12	30	Boury Roger
 1926	1	6	Guillou Fernand
 1926	1	6	Prik Michel
 1926	1	6	Sacchi Enzo
 1926	1	12	Schaeken Leopold
 1926	1	13	Lamy Roger
 1926	1	18	Ferracin Guido
 1926	2	9	Desclaux Francis
 1926	2	17	Pandolfini Egisto
 1926	3	4	Chemama Emile
 1926	3	6	Pettinati Giovanni
 1926	3	16	Lalounis Jean
 1926	4	3	Mathieu Marcel
 1926	4	7	Baour Roger
 1926	4	14	Neuhaus Heinz
 1926	4	18	Maury Maurice
 1926	4	24	D'Haes Victor
 1926	5	14	Dussault Marcel
 1926	5	27	Rijvers Cornelis
 1926	5	29	D'Agata Mario
 1926	6	11	Oppezzo Guglielmo
 1926	6	20	Viola Giovanni
 1926	6	30	Dufraisse Andre
 1926	7	12	Mitri Tiberio
 1926	7	21	Vitali Giancarlo
 1926	8	3	Campana Loris
 1926	8	3	Marostegan Bruno
 1926	8	12	Vignal Rene
 1926	8	26	Delabassee Roger
 1926	8	28	Agnel Marisette
 1926	9	7	Maillet Jacques
 1926	9	13	Pedroni Franco
 1926	9	20	Archambault Jean
 1926	9	21	Pascalin Pierre
 1926	9	22	Heral Max
 1926	10	12	Pacini Bernardo
 1926	10	15	Caulet Auguste
 1926	10	16	Pierluigi Celestin
 1926	10	29	Blomme Maurice
 1926	11	2	Fontana Ivano
 1926	11	7	Haira-Bedian Agop
 1926	11	13	Bro Jacques
 1926	11	16	Arifon Jean
 1926	11	26	Benedetto Valere
 1926	11	26	Penverne Armand
 1926	11	27	Tellechea Joseph
 1926	11	29	Ducos Haille Jean
 1926	12	5	Vigier Robert
 1926	12	7	Ferrario Rino
 1926	12	9	La Rosa Francesco
 1926	12	10	Zampini Donato
 1926	12	20	Dot Raymond
 1926	12	28	Sentimenti Primo
 1927	1	6	Bourdeu Roger
 1927	1	11	Marconi Emilio
 1927	1	13	Vangi Salvator
 1927	1	18	Benedetti Rino
 1927	1	26	Mees Vic
 1927	1	29	Ciccarelli Giovanni
 1927	2	8	Dehaye Jacques
 1927	2	9	Rollo Piero
 1927	2	13	Thieulin William
 1927	2	19	Carpentier Daniel
 1927	2	21	Merle Genevieve
 1927	2	27	Yvel Albert
 1927	3	2	Gade Roger
 1927	3	2	Walkowiak Roger
 1927	3	6	Grava Lino
 1927	3	10	Cantoni Vincent
 1927	3	11	Baroni Mario
 1927	3	28	Lefin Andre
 1927	4	20	Decock Roger
 1927	5	5	Walter Marius
 1927	5	8	Labalette Jean
 1927	5	18	Humez Charles
 1927	5	18	Zimny Simon
 1927	5	22	Delmine Emile
 1927	5	24	Abbes Claude
 1927	5	28	Escudie Aime
 1927	6	1	Arcalis Roger
 1927	6	5	Faure Edmond
 1927	6	22	Thureau Jean
 1927	6	24	Van Brandt Alfons
 1927	6	26	Deladeriere Leon
 1927	7	1	De Santis Pietro
 1927	7	4	Farina Giuseppe
 1927	7	5	Jochums Henri
 1927	7	7	Diricx Henri
 1927	7	20	Lovati Roberto
 1927	7	23	Ben Tifour Abdelazziz
 1927	7	23	Bini Dante
 1927	7	24	Boutigny Robert
 1927	7	28	Muccinelli Ermes
 1927	7	29	Isotti Livio
 1927	8	11	Astrua Giancarlo
 1927	8	11	Sneyers Jean
 1927	8	14	Coletto Agostino
 1927	8	26	D'Ottavio Alessandro
 1927	8	26	Lapourielle Michel
 1927	8	27	Jacques Robert
 1927	9	26	Bearzot Enzo
 1927	9	26	Prigent Jacques
 1927	10	10	Burini Renzo
 1927	10	12	Vacheresse Andre
 1927	10	14	Auclair Marcel
 1927	10	21	Vallerey Georges
 1927	10	23	Louni Jacques
 1927	10	25	Armano Gino
 1927	11	11	Casteur Odette
 1927	11	13	Sperotto Giovanni
 1927	11	17	Offner Raymond
 1927	11	19	Meulenbroucq Gaston
 1927	12	9	Richaud Pierre
 1927	12	16	Delpoux Andre
 1927	12	18	Lacroix Desire
 1927	12	19	Manterola Thomas
 1927	12	25	Bellanger Jacques
 1928	1	1	Salignon Jean
 1928	1	2	Broccini Pietro
 1928	1	6	De Graeveleyn Leopold
 1928	1	6	Vivolo Pasquale
 1928	1	7	Khalfi Hocine
 1928	1	17	Antoniotti Lelio
 1928	1	17	Ceustermans Serge
 1928	1	17	Moltrasio Luigi
 1928	1	24	Bonnardel Francis
 1928	2	2	Chatrier Philippe
 1928	2	9	Calzavara Artemio
 1928	2	10	Gardien Rene
 1928	2	15	Vandenbrande Alfons
 1928	2	19	Glowacki Leon
 1928	2	23	Strappe Andre
 1928	2	24	Veste Paulette
 1928	3	1	Zuddas Gian
 1928	3	3	Barriere Raoul
 1928	3	7	Guivarch Robert
 1928	3	9	Aureggi Franco
 1928	3	15	Mauguin Andre
 1928	3	18	Minardi Giuseppe
 1928	3	27	Dotto Jean
 1928	3	29	De Mulder Marcel
 1928	3	29	Laurent Robert
 1928	4	2	Jalabert Paul
 1928	4	2	Milan Sergio
 1928	4	3	Serena Walter
 1928	4	15	Ambert Auguste
 1928	4	24	Berdardin Giorgio
 1928	4	27	Labadie Paul
 1928	5	4	Rocci Lorenzo
